postcode,persons,dwellings,lv_2021,lv_2022,lv_2023,lv_2024,lv_2025,bev_2021,bev_2022,bev_2023,bev_2024,bev_2025,battery_kwh,battery_n,solar_kw,solar_n,chg_sites,chg_fast,chg_points
3636,5393,2501,4921,5002,5096,5075,5221,0,0,3,6,6,1724.37,76,8670.83,1342,0,0,0
3637,636,263,552,556,567,569,600,0,0,0,0,0,342.216,13,1520.742,157,0,0,0
3638,2197,1052,2058,2073,2061,2150,2190,0,0,0,0,3,1022.264,46,4273.77,540,0,0,0
3639,481,339,632,656,657,664,660,0,0,0,0,0,190.084,8,1396.373,166,0,0,0
3640,1026,408,1031,1018,1025,1080,1098,0,0,3,3,0,754.82,23,3591.225,312,0,0,0
3641,1265,600,1250,1311,1372,1344,1365,0,0,0,0,0,593.168,25,2521.97,340,0,0,0
3644,9367,4505,8856,9088,9277,9510,9778,3,3,7,13,13,3490.608,137,19612.902,2390,1,1,1
3646,606,267,620,622,645,663,650,0,0,0,0,3,353.262,14,975.76,165,0,0,0
3649,480,212,453,467,483,494,484,0,0,3,0,4,309.16,8,753,110,0,0,0
3658,6239,2663,6142,6226,6297,6343,6417,0,0,7,15,21,2941.238,111,8867.552,1455,1,1,1
3659,737,365,834,842,870,861,873,0,3,6,11,13,635.686,21,1445.05,218,0,0,0
3660,7850,3803,7128,7342,7467,7573,7701,3,3,5,10,19,2988.465,116,10229.866,1605,1,1,1
3662,1108,295,565,519,490,470,530,3,0,0,0,4,0,0,188.85,9,0,0,0
3664,1143,552,1110,1152,1169,1188,1248,0,0,4,9,11,1080.462,44,2504.202,367,1,1,4
3665,399,187,469,484,466,475,490,0,0,3,3,3,359.28,15,692.475,123,0,0,0
3666,5152,2738,5045,5096,5133,5116,5231,5,7,14,22,32,3526.139,145,8793.26500000001,1380,2,2,10
3669,1482,808,1495,1539,1555,1554,1567,0,3,0,6,10,905.132,35,2466.358,414,0,0,0
3670,602,290,660,689,679,671,661,0,0,0,0,0,533.854,23,1098.935,193,0,0,0
3672,10843,5412,9643,9832,10021,10160,10331,4,5,16,23,38,5850.83,258,16216.96,2408,1,1,2
3673,1831,882,1911,1976,2000,1983,2004,0,3,5,7,10,1887.2,68,3657.405,542,0,0,0
3675,1932,858,1882,1919,1914,1940,2014,0,3,0,4,7,1533.332,66,3672.835,598,0,0,0
3677,19241,8936,15643,16098,16400,16780,17140,5,9,14,37,50,7774.29,374,25985.028,3885,2,2,6
3678,6553,2841,6523,6689,6879,7030,7181,3,3,11,25,33,6142.771,232,15210.409,2088,3,3,9
3682,644,248,688,721,749,742,740,0,0,0,3,0,258.66,11,1420.321,191,0,0,0
3683,1743,845,1790,1826,1898,1886,1951,0,3,0,3,5,1192.326,54,2871.715,511,1,1,2
3685,2941,1409,3038,3114,3164,3192,3256,0,3,10,13,16,2048.906,84,6548.801,895,1,1,2
3687,1070,506,1080,1085,1132,1098,1143,0,0,0,3,3,608.75,29,1769.431,309,0,0,0
3688,1325,541,1436,1512,1516,1550,1589,0,0,4,9,11,1486.87,49,2731.141,432,0,0,0
3690,35017,15484,32104,32692,33314,33279,33843,11,29,47,85,120,14078.269,626,45916.752,6780,2,2,7
3691,12749,4616,10513,11097,11669,12247,12829,6,8,22,45,70,10265.673,402,26088.165,3541,1,1,8
3695,498,187,518,550,569,575,573,0,0,0,0,3,517.54,14,887.938,134,0,0,0
3697,562,307,562,589,588,593,593,0,0,0,3,5,668.704,27,1205.65,182,0,0,0
3698,1026,617,853,893,914,896,918,3,3,4,11,14,1017.49,47,2146.331,351,0,0,0
3699,1240,760,976,1044,1051,1017,1037,0,3,4,5,8,338.19,18,1657.275,236,0,0,0
3700,1395,625,1517,1555,1560,1587,1568,0,0,0,0,3,937.394,39,2533.658,371,0,0,0
3701,1108,624,1249,1249,1217,1239,1263,0,0,0,0,0,1078.18,43,2938.003,381,0,0,0
3707,1857,936,1844,1892,1850,1888,1898,0,0,0,0,0,574.83,26,3783.509,609,1,1,1
3711,588,365,617,671,680,671,692,0,3,3,3,4,411.04,15,1083.66,182,0,0,0
3712,354,239,434,443,426,423,432,0,0,0,0,0,142.4,6,862.49,87,0,0,0
3713,1011,926,1194,1297,1326,1291,1299,0,0,3,3,4,379.96,13,1725.015,291,0,0,0
3714,3746,2022,3804,3986,4084,4099,4202,0,0,5,8,11,2702.211,97,6147.023,920,1,1,2
3715,371,286,489,529,531,519,503,3,3,6,3,3,267.2,11,612.903,97,0,0,0
3717,3566,1905,3556,3708,3746,3749,3800,0,0,3,6,12,2642.04,92,6294.956,919,1,1,4
3719,416,276,620,642,656,654,673,3,3,0,3,4,560.02,19,1102.9,159,2,0,2
3720,676,687,952,1124,1126,1107,1125,0,3,3,3,0,875.94,27,2028.352,258,0,0,0
3722,5805,2876,5542,5909,6102,6092,6196,0,3,5,17,27,3815.938,144,12807.506,1569,2,2,8
3723,3756,3188,3556,4041,4044,3925,3968,3,12,11,16,24,2069.078,76,6352.072,901,1,0,1
3725,644,282,711,728,742,754,761,3,3,0,0,3,551.6,21,1163.43,181,0,0,0
3726,410,200,430,444,451,437,459,0,0,0,0,0,315.549,12,750.51,124,0,0,0
3728,677,312,677,718,725,728,737,0,0,0,0,0,378.006,12,1111.635,192,0,0,0
3730,9727,5081,9035,9612,9741,9804,10126,0,3,8,18,31,4649.107,218,19867.273,2974,1,1,2
3732,594,294,640,665,657,653,651,0,0,0,0,0,451.41,20,1311.437,198,0,0,0
3735,641,305,742,763,772,769,767,0,0,0,3,0,297.96,13,1083.585,141,0,0,0
3737,4400,2121,4462,4548,4563,4563,4599,3,4,7,9,14,2538.621,108,7157.741,1030,0,0,0
3740,1186,523,1136,1210,1208,1225,1244,0,3,4,7,10,939.73,40,2255.704,315,0,0,0
3741,3437,2436,3059,3255,3256,3282,3297,3,5,13,29,35,2890.67,108,6535.25,932,2,2,6
3744,522,283,484,504,506,482,490,3,0,3,7,9,271.92,14,751.004,131,0,0,0
3746,386,180,454,445,443,465,473,0,0,0,0,3,202.399,9,747.739,146,0,0,0
3747,5056,2327,4458,4606,4611,4711,4691,0,7,24,40,55,4195.438,195,9904.784,1522,2,1,8
3749,2127,915,1934,2031,2053,2085,2083,3,6,14,30,42,1780.49,75,4721.317,740,1,1,2
3750,24398,8033,12003,14378,16123,18060,20753,5,12,51,139,247,27934.506,810,39548.335,5579,0,0,0
3752,25021,8513,17327,17424,17787,18258,18705,4,17,58,105,182,12680.215,410,20287.906,3335,0,0,0
3753,4635,1525,3219,3551,3887,4685,5992,0,5,12,28,48,6832.964,217,10295.887,1477,0,0,0
3754,50509,17429,31121,31707,32850,33716,34986,11,34,103,231,420,30620.911,980,48481.11,7625,0,0,0
3756,15912,5679,11712,12509,13227,13937,15051,4,11,23,46,83,9780.431,322,19307.896,2928,2,2,8
3757,9754,3651,7850,7932,7989,8153,8420,6,16,28,42,67,4662.573,164,11011.439,1625,1,1,1
3758,2296,810,2125,2136,2133,2152,2203,0,0,4,8,11,1410.018,46,3059.339,465,1,1,4
3759,1061,392,991,984,1002,994,995,3,3,3,7,12,923.948,29,1751.449,236,0,0,0
3760,357,123,380,389,388,394,395,0,3,3,5,6,94.4,2,498.611,81,0,0,0
3761,1177,468,1141,1149,1149,1119,1162,0,3,4,7,14,1267.99,40,1807.802,270,0,0,0
3763,1667,730,1570,1629,1678,1696,1706,0,3,5,6,7,1363.23,48,2482.162,412,2,0,2
3764,10611,4334,8962,9152,9289,9637,9996,4,6,13,29,37,4554.235,169,12335.432,1900,2,2,7
3765,6888,2506,5392,5327,5332,5385,5419,3,6,16,26,45,2126.442,78,5436.834,866,0,0,0
3766,1280,542,1033,1026,999,1009,1007,3,3,3,8,11,882.54,27,890.33,143,0,0,0
3767,1270,529,971,954,948,931,978,0,0,0,6,16,603.61,19,742.5,101,0,0,0
3770,3306,1195,2856,2909,2904,2917,2974,5,4,10,11,22,1853.537,59,5642.513,598,0,0,0
3775,4096,1644,3600,3656,3631,3644,3729,3,7,15,19,28,1987.381,72,5822.033,759,1,1,2
3777,10920,4753,9166,9176,9227,9263,9507,10,14,19,42,73,4740.696,187,12559.789,1892,2,1,3
3779,492,365,511,531,519,516,520,0,3,3,3,4,329.8,12,1249.815,157,0,0,0
3781,4644,1716,3616,3602,3635,3610,3746,3,0,7,17,21,1456.586,53,3104.127,530,0,0,0
3782,7959,2957,6824,6841,6847,6910,6970,5,7,15,48,76,3587.406,143,7109.662,1122,0,0,0
3783,2581,947,2132,2174,2153,2212,2260,3,0,3,8,10,1323.228,46,2783.516,421,0,0,0
3786,1516,609,1236,1259,1260,1244,1276,0,4,4,12,33,997.58,42,1388.81,201,0,0,0
3787,964,409,817,813,819,830,848,0,3,4,11,17,489.028,17,631.525,96,0,0,0
3788,1766,782,1548,1484,1513,1494,1498,0,3,12,15,28,628.742,30,1245.936,184,0,0,0
3791,1418,609,1235,1236,1218,1261,1278,0,4,8,17,27,691.05,26,1210.998,168,0,0,0
3792,1050,405,889,887,885,884,908,0,4,4,14,19,328.44,12,828.839,137,0,0,0
3793,3657,1438,3117,3076,3074,3071,3168,0,4,7,18,27,2121.66,74,4232.567,545,0,0,0
3795,1319,477,1438,1409,1439,1472,1477,3,3,3,5,8,661.25,20,2561.306,267,0,0,0
3796,9791,3559,7585,7595,7588,7627,7838,4,7,12,35,57,3854.218,146,7225.131,1230,0,0,0
3797,3750,1592,3261,3278,3381,3367,3440,0,6,8,16,15,843.43,35,3966.535,609,1,1,1
3799,5959,3003,5176,5136,5134,5165,5246,4,8,11,18,25,1769.088,69,5625.277,973,0,0,0
3802,24466,8715,17262,17118,17198,17403,17737,5,20,46,98,173,14621.604,459,19404.702,3648,0,0,0
3803,11339,3899,10715,10637,10631,11081,11199,7,10,21,60,96,6081.939,189,14889.996,1805,0,0,0
3804,8461,2521,7429,7418,7437,7502,7636,5,15,35,70,106,8687.317,257,12503.832,1507,0,0,0
3805,58593,19230,40440,40699,41240,42080,42954,31,72,137,274,479,38047.535,1223,53479.221,9301,1,0,2
3806,51310,18281,36508,37056,37874,39421,41272,40,68,181,413,729,46083.414,1439,55869.487,8938,2,2,5
3807,7685,2697,5799,5852,5969,6147,6222,4,7,17,44,69,4437.091,151,8122.173,1238,0,0,0
3808,3136,1042,2691,2757,2795,2823,2905,4,4,11,25,34,2546.928,72,4209.453,547,0,0,0
3809,19634,6992,11460,12766,14181,15528,16943,6,20,59,136,259,19977.344,629,29845.833,4272,0,0,0
3810,55582,20691,38426,39214,40622,41995,43850,15,37,81,193,343,27820.775,949,57037.451,8644,1,1,6
3812,2489,906,2329,2307,2328,2314,2386,0,3,3,4,10,1880.338,64,4456.667,584,0,0,0
3813,967,368,969,968,1027,1023,1050,0,0,0,3,3,554.048,19,2212.876,184,0,0,0
3814,2629,991,2178,2197,2289,2347,2386,3,0,5,9,12,1166.267,42,3077.289,431,0,0,0
3815,3687,1372,2959,3029,3124,3266,3367,0,3,3,8,18,2075.03,66,4448.605,627,0,0,0
3816,3249,1338,2646,2790,2860,2908,3042,0,0,4,9,9,1225.358,48,4046.056,573,0,0,0
3818,17262,7208,13732,14318,14766,15163,15834,3,7,21,51,88,9467.806,360,21130.793,3416,0,0,0
3820,20035,8421,16326,17187,17658,18037,18527,7,15,34,79,132,9295.577,380,24219.071,3673,3,1,3
3821,3144,1262,2926,2955,2990,3016,3081,0,3,7,14,18,2077.868,73,4976.108,657,0,0,0
3822,996,376,971,977,1000,1030,1025,0,3,0,3,3,472.498,18,1328.203,192,0,0,0
3823,2112,935,1917,2015,2052,2026,2080,3,5,7,12,20,1175.508,52,3321.637,521,0,0,0
3824,5444,2353,4645,4801,4866,4954,4959,0,3,5,12,19,2732.744,111,6220.181,943,0,0,0
3825,21202,10439,17695,18022,18255,18416,18878,3,7,15,34,55,7957.016,322,21834.133,3747,3,2,5
3831,2008,872,1871,1966,2011,2010,2017,3,4,3,8,12,1256.842,44,3129.765,478,0,0,0
3835,478,220,544,550,538,540,558,0,0,0,0,0,313.1,10,893.99,93,0,0,0
3840,17219,8132,14904,14994,15195,15342,15692,0,7,19,39,51,4715.1,202,19366.171,2698,1,1,1
3842,4901,2188,3761,3743,3808,3829,3975,3,3,4,5,9,1691.954,78,4584.637,821,1,0,2
3844,31207,13805,27344,28177,28732,29083,29634,11,23,62,126,186,11533.968,486,33607.475,5041,4,3,8
3847,2272,1026,2133,2166,2195,2214,2234,0,0,0,3,6,1417.946,54,3483.18,497,0,0,0
3850,15421,7187,12533,12690,12762,12944,13058,4,8,8,39,61,5182.67,223,15674.639,2298,5,1,6
3851,6253,4559,5434,5748,5914,6025,6181,0,0,5,10,22,4558.917,169,10437.007,1742,0,0,0
3854,1481,569,1358,1361,1398,1450,1507,0,0,0,3,5,611.344,23,2162.96,333,0,0,0
3856,1083,444,987,1047,1049,1068,1096,0,0,0,0,0,458.33,17,1496.92,238,0,0,0
3857,395,166,411,418,391,385,417,0,0,0,0,3,211.428,7,606.17,104,0,0,0
3858,3135,1507,2998,3175,3275,3348,3446,0,0,0,5,7,1722.456,54,6202.664,766,1,1,2
3859,947,418,896,902,957,957,984,0,0,0,0,3,452.94,12,2338.002,215,0,0,0
3860,7442,3588,7115,7245,7298,7317,7357,0,3,0,10,16,2407.055,111,9103.63,1409,1,1,1
3862,3547,1579,3227,3426,3548,3626,3722,3,0,0,7,7,1663.296,72,5704.896,868,1,1,2
3865,521,214,571,564,564,578,583,0,0,0,0,0,179.774,7,1213.029,144,0,0,0
3869,1724,758,1685,1740,1805,1835,1902,0,0,6,5,6,1025.43,48,2591.578,425,0,0,0
3870,1327,631,1346,1350,1356,1354,1376,0,0,0,3,5,435.298,22,1550.693,332,0,0,0
3871,3041,1371,2748,2765,2783,2783,2821,0,3,5,9,17,1864.056,77,4176.986,667,1,1,1
3873,323,142,333,352,347,357,357,0,0,0,3,0,128.49,4,636.945,87,0,0,0
3874,603,478,703,696,722,717,723,0,0,3,3,0,296.512,15,1198.155,192,0,0,0
3875,19978,9185,18147,18742,18936,19069,19447,7,12,28,61,95,7081.912,347,26922.881,4086,3,2,5
3878,1291,709,1178,1237,1238,1312,1339,0,0,0,4,8,686.494,37,2179.627,379,0,0,0
3880,4236,2782,3962,4128,4166,4191,4283,3,4,7,13,17,2284.97,123,6582.911,1224,1,1,2
3882,1320,572,1225,1280,1358,1403,1432,0,0,0,0,0,938.044,42,2105.251,345,0,0,0
3885,1891,974,1989,1978,2010,2021,2063,0,0,0,4,11,736.4,33,2787.659,502,3,2,3
3886,423,187,435,417,415,417,426,0,0,3,0,0,207.77,8,630.35,87,0,0,0
3888,3461,2066,3398,3456,3532,3532,3508,0,3,0,6,10,1025.29,46,4833.449,795,2,1,3
3892,1184,816,1156,1180,1172,1153,1147,0,0,0,0,3,417.24,26,2272.272,421,1,1,1
3896,342,244,468,479,472,456,432,0,0,0,0,0,59.17,4,502.975,79,0,0,0
3898,697,626,780,815,776,790,810,0,0,0,0,4,88.24,4,1181.746,182,1,1,2
3902,418,215,427,444,452,483,467,0,0,0,0,0,175.749,9,615.702,99,0,0,0
3903,866,407,817,865,897,893,943,0,0,0,0,0,397.11,22,1298.628,206,0,0,0
3904,1898,1232,1754,1874,1933,1957,1969,0,3,3,6,15,831.734,47,3175.737,547,0,0,0
3909,8671,5013,7371,7583,7618,7611,7678,0,3,6,10,26,2572.084,134,11433.075,1921,4,3,9
3910,23623,9090,17660,17759,17784,17770,18166,7,16,35,83,137,8284.135,322,19234.467,3312,0,0,0
3911,3499,1390,3122,3182,3121,3141,3282,0,4,10,16,28,2116.557,72,4689.694,607,0,0,0
3912,15629,6047,13047,13116,13265,13340,13637,4,11,23,44,87,6273.935,248,15977.57,2448,0,0,0
3913,3450,1328,3195,3165,3174,3288,3351,0,3,4,11,24,1726.724,66,4603.751,620,0,0,0
3915,10713,4849,8096,8205,8282,8467,8712,4,4,12,15,32,3556.932,149,11226.316,1616,2,1,2
3916,1047,785,1060,1125,1120,1085,1084,6,12,19,29,34,1370.044,56,3209.513,352,0,0,0
3918,4252,1736,3607,3653,3662,3687,3714,3,4,8,18,35,1890.732,89,5251.648,916,0,0,0
3919,3333,1412,2573,2540,2619,2662,2769,0,3,4,4,12,1038.926,46,2926.44,538,0,0,0
3920,1122,106,502,519,493,469,471,0,0,0,0,0,0,0,0,0,0,0,0
3922,10101,9830,8735,9684,9712,9626,9815,3,13,30,62,80,5714.768,256,18069.154,2730,3,1,7
3923,842,603,742,854,824,818,831,0,3,3,9,11,512.64,22,1458.427,247,0,0,0
3925,4531,3249,3748,4080,4158,4203,4369,0,4,11,34,53,3133.311,141,8318.096,1200,1,1,2
3926,3416,1933,3001,3083,3075,3097,3112,5,11,19,36,52,2358.968,98,6098.476,862,0,0,0
3927,1866,1245,1529,1579,1554,1596,1648,7,10,15,26,46,1337.06,69,3343.917,523,0,0,0
3928,454,286,545,562,535,541,527,0,5,9,12,15,657.71,24,1592.276,149,0,0,0
3929,1135,1016,1092,1227,1224,1235,1293,4,14,24,30,40,1372.042,58,3968.182,449,1,1,1
3930,18728,6917,14383,14358,14355,14400,14679,29,53,110,237,356,11157.342,391,20132.751,2725,0,0,0
3931,25761,11927,21305,21318,21407,21709,22113,22,56,94,183,304,8549.288,340,22678.673,3762,4,1,59
3933,995,396,1144,1130,1121,1137,1145,3,0,4,8,12,688.96,23,2440.334,207,0,0,0
3934,19856,8422,14666,14857,14991,15169,15475,17,45,97,174,285,9198.804,364,20688.029,3190,1,0,1
3936,13395,8903,11103,11486,11456,11508,11773,12,28,57,103,146,4882.764,204,13953.704,2104,1,1,4
3937,1709,886,1560,1623,1567,1545,1589,4,10,23,43,54,1282.043,57,4131.537,435,0,0,0
3938,3349,2150,3006,3047,3042,3048,3086,3,9,15,25,40,1675.034,79,3907.567,681,0,0,0
3939,15898,9559,13034,13270,13211,13227,13657,7,22,41,94,133,6346.264,261,18064.432,2855,2,2,3
3940,5239,3786,3779,3797,3791,3779,3822,0,0,4,9,15,881.002,43,3452.566,609,0,0,0
3941,13617,12057,11738,12119,11845,11777,12093,8,21,40,90,126,7041.254,280,16715.188,2678,2,1,4
3942,2770,3541,2693,2867,2826,2823,2923,3,10,25,38,53,2021.996,84,5134.598,759,0,0,0
3943,1982,3082,2069,2257,2225,2196,2248,9,18,25,35,50,1640.136,64,5215.04,675,1,1,2
3944,817,1466,1039,1208,1167,1190,1181,5,10,17,26,37,1146.27,41,2677.283,294,0,0,0
3945,1086,497,1018,1046,1045,1040,1075,3,3,4,4,10,663.916,24,1910.376,293,0,0,0
3950,5147,2392,4478,4587,4653,4695,4799,0,3,5,6,11,1805.062,76,6291.994,993,2,2,4
3951,1012,470,1072,1097,1097,1110,1074,0,4,6,8,11,695.502,23,1928.922,268,0,0,0
3953,8168,3748,7514,7667,7792,7882,8064,6,8,11,18,34,3484.545,147,11091.09,1575,2,2,2
3954,369,175,366,379,387,390,391,0,0,3,0,0,66.5,4,593.275,102,0,0,0
3956,3053,3134,2960,3205,3215,3184,3253,3,3,4,12,21,2144.505,97,6660.876,1063,1,1,1
3957,305,129,345,359,357,348,345,0,3,0,3,0,221.81,8,678.287,77,0,0,0
3959,1237,1329,1302,1367,1368,1352,1338,0,0,7,12,12,1050.662,44,3232.985,519,1,1,1
3960,2685,1614,2666,2744,2760,2757,2762,3,3,5,7,15,1231.686,49,5049.65,790,2,2,2
3962,958,564,976,1012,999,1004,1017,0,0,0,0,5,533.592,20,1526.22,268,0,0,0
3966,553,313,607,614,619,604,616,0,0,0,3,0,282.09,10,860.645,122,0,0,0
3971,4180,2391,4173,4237,4228,4260,4327,3,3,3,6,13,1503.096,62,6195.208,952,1,1,1
3975,17999,5216,10880,11015,11489,11899,12542,4,17,44,112,176,16593.015,505,21992.255,3695,1,1,4
3976,26117,8645,16691,16630,16634,16844,17414,3,8,18,51,83,12169.368,405,19812.852,3843,0,0,0
3977,117171,39393,75058,77315,79936,82894,86508,30,87,223,507,861,68672.08,2228,124997.326,20479,5,3,8
3978,43206,13873,23503,27154,31088,36315,42890,10,37,128,408,698,57238.012,1736,87170.425,12508,5,4,15
3979,369,161,388,400,394,402,396,3,3,0,3,3,418.39,14,727.185,99,0,0,0
3980,3578,1357,2989,3029,3077,3099,3160,0,0,6,6,12,1438.588,58,4446.817,717,0,0,0
3981,5468,2080,4562,4634,4719,4853,4921,0,0,3,11,15,2663.472,90,7966.943,1020,0,0,0
3984,7383,4036,6399,6906,7181,7393,7628,5,9,16,30,54,5088.292,214,11549.366,1857,1,1,1
3987,1646,605,1544,1618,1601,1571,1621,0,3,0,3,5,967.18,34,2168.498,346,0,0,0
3988,1091,490,1090,1143,1164,1135,1173,0,0,0,0,0,559.688,19,1738.84,248,0,0,0
3991,407,212,458,464,460,465,479,0,0,0,0,0,177.91,5,915.212,139,0,0,0
3992,1281,629,1003,1123,1179,1210,1277,0,0,0,3,6,881.662,35,2223.225,329,0,0,0
3995,11611,6508,9733,10185,10366,10541,10900,12,20,39,68,98,6553.12,290,18047.833,2920,1,0,2
3996,6630,4705,5646,6015,5981,5987,6135,5,13,25,39,66,3665.716,168,10861.439,1767,3,2,3
