state,lga_code,month,solar_n,solar_kw,battery_n,battery_kwh
ACT,89399,2023-01,584.59,5367.01,0,0
ACT,89399,2023-02,836.29,7630.6,0,0
ACT,89399,2023-03,806.8,8113.17,0,0
ACT,89399,2023-04,648.34,6079.32,0,0
ACT,89399,2023-05,786.43,8539.18,0,0
ACT,89399,2023-06,691.98,6724.36,0,0
ACT,89399,2023-07,809.37,8469.97,0,0
ACT,89399,2023-08,788.92,7772.36,0,0
ACT,89399,2023-09,694.08,7283.27,0,0
ACT,89399,2023-10,645.77,6573.14,0,0
ACT,89399,2023-11,573.99,6047.94,0,0
ACT,89399,2023-12,548.65,6699.05,0,0
ACT,89399,2024-01,314.8,2935.94,0,0
ACT,89399,2024-02,456.96,4451.63,0,0
ACT,89399,2024-03,372.95,3713.43,0,0
ACT,89399,2024-04,357.67,3865.06,0,0
ACT,89399,2024-05,393.46,4450.3,0,0
ACT,89399,2024-06,349.96,3304.04,0,0
ACT,89399,2024-07,443.02,4837.08,0,0
ACT,89399,2024-08,390.48,4268.76,0,0
ACT,89399,2024-09,360.21,4117.06,0,0
ACT,89399,2024-10,424.2,4822.53,0,0
ACT,89399,2024-11,393.5,4531.7,0,0
ACT,89399,2024-12,515.75,6189.17,0,0
ACT,89399,2025-01,230.68,2425.95,0,0
ACT,89399,2025-02,330.74,3572.45,0,0
ACT,89399,2025-03,369.24,4259.29,0,0
ACT,89399,2025-04,311.38,3319.44,0,0
ACT,89399,2025-05,341.01,3435.98,0,0
ACT,89399,2025-06,233.44,2648.79,0,0
ACT,89399,2025-07,378.01,4532.75,596.26,9864.45
ACT,89399,2025-08,385.09,4251.43,491.5,9952.86
ACT,89399,2025-09,402.35,4842.91,578.74,13290.81
ACT,89399,2025-10,425.06,5480.03,664.92,16346.81
ACT,89399,2025-11,417.63,5272.23,666.56,17994.66
ACT,89399,2025-12,594.88,7542.07,865.47,27143.92
ACT,89399,2026-01,292.59,3311.48,477.18,13720.21
ACT,89399,2026-02,420.82,4850.62,714.58,21585.03
ACT,89399,2026-03,496.08,5984.24,962.76,33323.43
ACT,89399,2026-04,762.18,9989.13,1573.48,58253.31
ACT,89399,2026-05,376.89,3978.87,432.17,9566.83
ACT,89399,2026-06,389.27,4507.68,597.96,14897.48
ACT,89399,2026-07,451.61,5359.45,624.06,16083.66
ACT,89399,2026-08,238.1,2769.14,284.88,7227.26
NSW,10050,2023-01,60.77,533.4,0,0
NSW,10050,2023-02,81.59,774.64,0,0
NSW,10050,2023-03,88.56,958,0,0
NSW,10050,2023-04,63.62,568.48,0,0
NSW,10050,2023-05,109.51,915.43,0,0
NSW,10050,2023-06,67.64,583.14,0,0
NSW,10050,2023-07,71.59,680.56,0,0
NSW,10050,2023-08,94.57,914.55,0,0
NSW,10050,2023-09,86.49,820.78,0,0
NSW,10050,2023-10,89.57,732.7,0,0
NSW,10050,2023-11,129.2,1246.13,0,0
NSW,10050,2023-12,95.5,1188.16,0,0
NSW,10050,2024-01,55.8,486.48,0,0
NSW,10050,2024-02,89.53,853.22,0,0
NSW,10050,2024-03,94.57,843.23,0,0
NSW,10050,2024-04,74.62,628.72,0,0
NSW,10050,2024-05,92.67,794.53,0,0
NSW,10050,2024-06,81.59,836.69,0,0
NSW,10050,2024-07,92.47,921.8,0,0
NSW,10050,2024-08,108.51,1096.04,0,0
NSW,10050,2024-09,66.67,810.39,0,0
NSW,10050,2024-10,64.73,652.08,0,0
NSW,10050,2024-11,71.6,806.21,0,0
NSW,10050,2024-12,98.51,1032.76,0,0
NSW,10050,2025-01,50.67,514.46,0,0
NSW,10050,2025-02,69.67,655.77,0,0
NSW,10050,2025-03,67.82,743.09,0,0
NSW,10050,2025-04,83.53,709.74,0,0
NSW,10050,2025-05,109.26,762.88,0,0
NSW,10050,2025-06,61.82,441.34,0,0
NSW,10050,2025-07,63.99,495.71,110.44,1962.12
NSW,10050,2025-08,51.83,521.55,72.49,1450.76
NSW,10050,2025-09,68.97,691.28,88.62,2074.97
NSW,10050,2025-10,78.79,727.92,102.51,2338.56
NSW,10050,2025-11,83.63,857.9,98.48,2499.92
NSW,10050,2025-12,108.71,1246.6,152.28,4690.86
NSW,10050,2026-01,43.84,437.05,49.78,1135.09
NSW,10050,2026-02,60.8,586.05,98.48,2966.46
NSW,10050,2026-03,93.74,1038.38,164.13,4935.87
NSW,10050,2026-04,137.47,1580.42,255.77,8354.61
NSW,10050,2026-05,73.79,667.07,49.85,953.86
NSW,10050,2026-06,71.69,707.01,72.66,1534.91
NSW,10050,2026-07,79.84,877.44,77.63,1651.87
NSW,10050,2026-08,56.8,526.04,37.7,957.92
NSW,10180,2023-01,22.02,178.76,0,0
NSW,10180,2023-02,38.97,304.06,0,0
NSW,10180,2023-03,36.57,287.21,0,0
NSW,10180,2023-04,34.27,307.66,0,0
NSW,10180,2023-05,25.08,188.23,0,0
NSW,10180,2023-06,40.04,396.18,0,0
NSW,10180,2023-07,35.59,312.56,0,0
NSW,10180,2023-08,47.91,390.69,0,0
NSW,10180,2023-09,36.93,382.74,0,0
NSW,10180,2023-10,57.99,434.4,0,0
NSW,10180,2023-11,26.62,232.71,0,0
NSW,10180,2023-12,26.55,239.85,0,0
NSW,10180,2024-01,22.97,174.98,0,0
NSW,10180,2024-02,27.93,260.89,0,0
NSW,10180,2024-03,36.34,387.14,0,0
NSW,10180,2024-04,23.94,184.7,0,0
NSW,10180,2024-05,51.84,391.16,0,0
NSW,10180,2024-06,29.91,287.25,0,0
NSW,10180,2024-07,43.23,360.42,0,0
NSW,10180,2024-08,29.54,273.02,0,0
NSW,10180,2024-09,24.9,250.05,0,0
NSW,10180,2024-10,20.9,186.07,0,0
NSW,10180,2024-11,27.73,315.67,0,0
NSW,10180,2024-12,26.89,399.85,0,0
NSW,10180,2025-01,24.76,194.27,0,0
NSW,10180,2025-02,22.84,237.61,0,0
NSW,10180,2025-03,25.22,240.67,0,0
NSW,10180,2025-04,17.26,129.86,0,0
NSW,10180,2025-05,27.74,242.23,0,0
NSW,10180,2025-06,22.98,172.94,0,0
NSW,10180,2025-07,38.13,383.26,33.73,506.94
NSW,10180,2025-08,31.61,230.42,19.3,315.51
NSW,10180,2025-09,32.6,250.7,31.62,617.55
NSW,10180,2025-10,40.89,434.5,47.3,1018.71
NSW,10180,2025-11,51.35,566.75,52.31,1264.71
NSW,10180,2025-12,44.03,398.52,44.2,1054.14
NSW,10180,2026-01,14.47,170.65,23.13,659.35
NSW,10180,2026-02,41.87,379.93,37.13,863.79
NSW,10180,2026-03,39.06,367.58,50.35,1566.5
NSW,10180,2026-04,59.9,631.27,85.71,2713.96
NSW,10180,2026-05,27.82,251.17,25.78,476.2
NSW,10180,2026-06,41.24,360.77,36.33,816.45
NSW,10180,2026-07,40.56,334.34,38.25,851.16
NSW,10180,2026-08,20.96,163.25,18.29,445.55
NSW,10250,2023-01,43.91,357.31,0,0
NSW,10250,2023-02,80.58,734.7,0,0
NSW,10250,2023-03,76.72,617.69,0,0
NSW,10250,2023-04,60.44,478.68,0,0
NSW,10250,2023-05,71.65,600.52,0,0
NSW,10250,2023-06,82.65,697.09,0,0
NSW,10250,2023-07,66.61,578.66,0,0
NSW,10250,2023-08,80.51,740.02,0,0
NSW,10250,2023-09,66.67,613.47,0,0
NSW,10250,2023-10,84.64,810.08,0,0
NSW,10250,2023-11,85.43,774.1,0,0
NSW,10250,2023-12,84.46,925.57,0,0
NSW,10250,2024-01,55,546.58,0,0
NSW,10250,2024-02,86.63,740.96,0,0
NSW,10250,2024-03,77.54,665.5,0,0
NSW,10250,2024-04,97.09,818.66,0,0
NSW,10250,2024-05,92.43,991.85,0,0
NSW,10250,2024-06,69.43,691.63,0,0
NSW,10250,2024-07,61.06,590.51,0,0
NSW,10250,2024-08,54.3,461.92,0,0
NSW,10250,2024-09,60.17,656.7,0,0
NSW,10250,2024-10,59.33,609.34,0,0
NSW,10250,2024-11,70.89,890.71,0,0
NSW,10250,2024-12,50.41,533.66,0,0
NSW,10250,2025-01,37.13,357.24,0,0
NSW,10250,2025-02,46.14,468.81,0,0
NSW,10250,2025-03,48.62,399.01,0,0
NSW,10250,2025-04,44.25,375.6,0,0
NSW,10250,2025-05,44.99,396.74,0,0
NSW,10250,2025-06,23.95,329.46,0,0
NSW,10250,2025-07,45.68,419.17,90.33,1318.2
NSW,10250,2025-08,56.81,527.75,96.95,1747.22
NSW,10250,2025-09,69.28,701.81,119.37,2391.79
NSW,10250,2025-10,63.56,687.21,108.43,2595.37
NSW,10250,2025-11,57.08,565.46,126.26,3090.83
NSW,10250,2025-12,79.12,925.86,123.75,3375.03
NSW,10250,2026-01,56.43,479.31,95.13,2257.25
NSW,10250,2026-02,77.36,644.11,134.21,3238.29
NSW,10250,2026-03,70.3,757.38,131.13,3723.25
NSW,10250,2026-04,86.8,1055.93,195.63,6239
NSW,10250,2026-05,60.93,555.98,55.66,1147.46
NSW,10250,2026-06,67.9,647.76,72.77,1481.2
NSW,10250,2026-07,65.59,555.54,74.37,1794.45
NSW,10250,2026-08,56.39,499.19,49.43,1061.15
NSW,10300,2023-01,0.98,10.09,0,0
NSW,10300,2023-02,1.09,23.84,0,0
NSW,10300,2023-03,2.2,96.98,0,0
NSW,10300,2023-04,3.01,58.55,0,0
NSW,10300,2023-05,1.35,9.39,0,0
NSW,10300,2023-06,2.26,23.08,0,0
NSW,10300,2023-07,1.41,10.69,0,0
NSW,10300,2023-08,2.09,102.35,0,0
NSW,10300,2023-09,3.16,29.58,0,0
NSW,10300,2023-10,4.07,39.27,0,0
NSW,10300,2023-11,19.63,102.05,0,0
NSW,10300,2023-12,1.52,12.39,0,0
NSW,10300,2024-01,1,6.83,0,0
NSW,10300,2024-02,2.03,30.1,0,0
NSW,10300,2024-03,7.83,63.42,0,0
NSW,10300,2024-04,3,21.11,0,0
NSW,10300,2024-05,1.1,7.31,0,0
NSW,10300,2024-06,2,26.8,0,0
NSW,10300,2024-07,3.98,51.13,0,0
NSW,10300,2024-08,1.04,15.78,0,0
NSW,10300,2024-09,0.02,0.15,0,0
NSW,10300,2024-10,2.04,17.02,0,0
NSW,10300,2024-11,2.07,43.25,0,0
NSW,10300,2024-12,2.08,15.06,0,0
NSW,10300,2025-01,1.96,26.54,0,0
NSW,10300,2025-02,2.04,18.93,0,0
NSW,10300,2025-03,6.05,68.78,0,0
NSW,10300,2025-04,1.06,7.65,0,0
NSW,10300,2025-05,25.03,130.31,0,0
NSW,10300,2025-06,2.01,23.88,0,0
NSW,10300,2025-07,0,0,0,0
NSW,10300,2025-08,0.04,0.39,0.13,1.92
NSW,10300,2025-09,4.02,34.44,1.19,23.29
NSW,10300,2025-10,2.01,22.01,2.96,63.5
NSW,10300,2025-11,0.11,1.89,2.2,68.8
NSW,10300,2025-12,1.2,10.33,0.18,7.69
NSW,10300,2026-01,0.17,2.25,0,0
NSW,10300,2026-02,0.02,0.34,1.04,32.55
NSW,10300,2026-03,1.19,8.49,2.24,71.35
NSW,10300,2026-04,2.15,24.79,2.19,103.66
NSW,10300,2026-05,1.02,3.25,0.07,1.05
NSW,10300,2026-06,0.98,11.35,1,31.9
NSW,10300,2026-07,1,6.72,0.02,0.45
NSW,10300,2026-08,0.04,0.86,0,0
NSW,10470,2023-01,42.55,253.06,0,0
NSW,10470,2023-02,36.88,422.01,0,0
NSW,10470,2023-03,44.65,400.87,0,0
NSW,10470,2023-04,68.36,528.75,0,0
NSW,10470,2023-05,61.42,484.16,0,0
NSW,10470,2023-06,34.86,340.23,0,0
NSW,10470,2023-07,58.11,431.83,0,0
NSW,10470,2023-08,52.51,478.14,0,0
NSW,10470,2023-09,50.33,584.48,0,0
NSW,10470,2023-10,73.34,651.57,0,0
NSW,10470,2023-11,74.2,860.75,0,0
NSW,10470,2023-12,56.24,577.92,0,0
NSW,10470,2024-01,36.68,394.74,0,0
NSW,10470,2024-02,61.73,636.01,0,0
NSW,10470,2024-03,49.48,484.52,0,0
NSW,10470,2024-04,59.94,556.81,0,0
NSW,10470,2024-05,82.14,848.24,0,0
NSW,10470,2024-06,54.32,581.74,0,0
NSW,10470,2024-07,34.14,446.08,0,0
NSW,10470,2024-08,44.58,423.81,0,0
NSW,10470,2024-09,27.38,345.91,0,0
NSW,10470,2024-10,39.77,395.02,0,0
NSW,10470,2024-11,46.48,447.49,0,0
NSW,10470,2024-12,39.76,523.75,0,0
NSW,10470,2025-01,16.68,192.16,0,0
NSW,10470,2025-02,42.48,399.56,0,0
NSW,10470,2025-03,33.28,385.37,0,0
NSW,10470,2025-04,49.29,453.42,0,0
NSW,10470,2025-05,32.84,365.88,0,0
NSW,10470,2025-06,28.26,247.03,0,0
NSW,10470,2025-07,34.07,336.16,69.74,1083.9
NSW,10470,2025-08,46.43,469.27,61.9,1247.47
NSW,10470,2025-09,35.92,376.25,82.02,1603.02
NSW,10470,2025-10,36.07,457.19,72.82,1721.82
NSW,10470,2025-11,52.31,549.4,99.36,2313.19
NSW,10470,2025-12,70.44,920.08,106.1,2702.84
NSW,10470,2026-01,27.09,255.46,55.06,1469.12
NSW,10470,2026-02,49.2,533.2,91.52,3035.2
NSW,10470,2026-03,56.03,697.37,115.66,3414.98
NSW,10470,2026-04,58.35,720.8,121.11,4046.24
NSW,10470,2026-05,33.89,304.99,47.2,1034.28
NSW,10470,2026-06,57.11,597.76,65.92,1543.39
NSW,10470,2026-07,46.6,489.53,59.01,1434.55
NSW,10470,2026-08,33.78,343.02,38.49,990.27
NSW,10500,2023-01,59.47,551.32,0,0
NSW,10500,2023-02,85.41,819.87,0,0
NSW,10500,2023-03,64.06,645.87,0,0
NSW,10500,2023-04,57.68,628.19,0,0
NSW,10500,2023-05,91.45,1010.54,0,0
NSW,10500,2023-06,70.79,658.32,0,0
NSW,10500,2023-07,93.31,1133.83,0,0
NSW,10500,2023-08,87.77,891.5,0,0
NSW,10500,2023-09,83.61,924.27,0,0
NSW,10500,2023-10,83.27,1495.85,0,0
NSW,10500,2023-11,90.9,1033.22,0,0
NSW,10500,2023-12,103.28,1356.37,0,0
NSW,10500,2024-01,75.09,722.24,0,0
NSW,10500,2024-02,89.69,895.53,0,0
NSW,10500,2024-03,82.25,869.58,0,0
NSW,10500,2024-04,66.92,660.71,0,0
NSW,10500,2024-05,77.15,858.11,0,0
NSW,10500,2024-06,62.48,852.16,0,0
NSW,10500,2024-07,68.76,942.45,0,0
NSW,10500,2024-08,72.08,1036.86,0,0
NSW,10500,2024-09,67.41,645.22,0,0
NSW,10500,2024-10,64.89,894.06,0,0
NSW,10500,2024-11,62.37,660.05,0,0
NSW,10500,2024-12,83.49,951.21,0,0
NSW,10500,2025-01,46.66,422.6,0,0
NSW,10500,2025-02,54.35,699.13,0,0
NSW,10500,2025-03,65.89,747.83,0,0
NSW,10500,2025-04,46.62,583.85,0,0
NSW,10500,2025-05,48.55,516.93,0,0
NSW,10500,2025-06,50.17,627.18,0,0
NSW,10500,2025-07,36.33,374.9,90.45,1609.74
NSW,10500,2025-08,45.66,461.02,87.98,1770.18
NSW,10500,2025-09,48.43,506.05,93.67,2393.95
NSW,10500,2025-10,62.93,623.6,117.75,3290.91
NSW,10500,2025-11,82.4,943.62,156.74,4789.14
NSW,10500,2025-12,97.23,1290.53,171.32,5602.07
NSW,10500,2026-01,55.9,652.89,113.66,4095.39
NSW,10500,2026-02,67.88,863.04,139.38,5096.92
NSW,10500,2026-03,105.32,1145.28,229.05,8745.65
NSW,10500,2026-04,149.2,1741.88,360.59,14438.23
NSW,10500,2026-05,60.59,610.68,66.28,1525.23
NSW,10500,2026-06,75.42,932.75,77,2056.99
NSW,10500,2026-07,58.69,668.51,86.42,2388.78
NSW,10500,2026-08,39.26,390.29,38.64,1089.82
NSW,10550,2023-01,33.01,252.48,0,0
NSW,10550,2023-02,65.42,474.79,0,0
NSW,10550,2023-03,107.99,617.41,0,0
NSW,10550,2023-04,44.44,328.79,0,0
NSW,10550,2023-05,57.12,409.54,0,0
NSW,10550,2023-06,66.4,537.11,0,0
NSW,10550,2023-07,53.75,620.17,0,0
NSW,10550,2023-08,56.51,460.59,0,0
NSW,10550,2023-09,37.73,337.71,0,0
NSW,10550,2023-10,49.18,496.29,0,0
NSW,10550,2023-11,51.65,490.65,0,0
NSW,10550,2023-12,49.24,441.04,0,0
NSW,10550,2024-01,40.53,334.44,0,0
NSW,10550,2024-02,61.73,496.85,0,0
NSW,10550,2024-03,53.71,524.43,0,0
NSW,10550,2024-04,56.87,520.42,0,0
NSW,10550,2024-05,88.42,622.26,0,0
NSW,10550,2024-06,35.83,344.94,0,0
NSW,10550,2024-07,56.6,469.85,0,0
NSW,10550,2024-08,46.73,412.25,0,0
NSW,10550,2024-09,36.83,290.78,0,0
NSW,10550,2024-10,37.44,367.68,0,0
NSW,10550,2024-11,47.93,470.96,0,0
NSW,10550,2024-12,54.61,593.58,0,0
NSW,10550,2025-01,22.79,211.36,0,0
NSW,10550,2025-02,32.24,278.65,0,0
NSW,10550,2025-03,58.28,493.04,0,0
NSW,10550,2025-04,33.1,324.1,0,0
NSW,10550,2025-05,49.42,343.79,0,0
NSW,10550,2025-06,60.15,652.2,0,0
NSW,10550,2025-07,53.26,516.27,53.73,929.98
NSW,10550,2025-08,37.3,423.27,37.49,751.92
NSW,10550,2025-09,34.14,311.68,56.79,1239.07
NSW,10550,2025-10,42.83,444.1,53.36,1145.05
NSW,10550,2025-11,43.42,554.77,55.93,1159.49
NSW,10550,2025-12,54.76,661.96,90.3,2788.38
NSW,10550,2026-01,24.8,313.44,42.69,1098.08
NSW,10550,2026-02,33.53,469.45,63.48,1656.35
NSW,10550,2026-03,52.16,495.38,71.88,1910.58
NSW,10550,2026-04,75.93,834.21,123.05,3645.45
NSW,10550,2026-05,39.65,401.88,35.73,623.22
NSW,10550,2026-06,33.47,335.2,42.07,978.85
NSW,10550,2026-07,42.83,361.77,49.3,985.47
NSW,10550,2026-08,22.08,274.43,27.55,665.96
NSW,10600,2023-01,13.69,113.12,0,0
NSW,10600,2023-02,21.31,184.98,0,0
NSW,10600,2023-03,29.12,239.81,0,0
NSW,10600,2023-04,13.98,114.09,0,0
NSW,10600,2023-05,24.68,200.53,0,0
NSW,10600,2023-06,19.41,161.94,0,0
NSW,10600,2023-07,25.97,191.39,0,0
NSW,10600,2023-08,26.64,183.79,0,0
NSW,10600,2023-09,21.71,188.49,0,0
NSW,10600,2023-10,15.94,134.95,0,0
NSW,10600,2023-11,19.66,247.45,0,0
NSW,10600,2023-12,31.79,255.67,0,0
NSW,10600,2024-01,17.75,130.35,0,0
NSW,10600,2024-02,21.44,193.7,0,0
NSW,10600,2024-03,17.18,175.34,0,0
NSW,10600,2024-04,23.61,227.09,0,0
NSW,10600,2024-05,20.46,197.34,0,0
NSW,10600,2024-06,23.64,228.86,0,0
NSW,10600,2024-07,18.84,175.93,0,0
NSW,10600,2024-08,20.14,245.62,0,0
NSW,10600,2024-09,18.67,191.84,0,0
NSW,10600,2024-10,16.39,120.47,0,0
NSW,10600,2024-11,20.67,185.08,0,0
NSW,10600,2024-12,13.54,108.72,0,0
NSW,10600,2025-01,7.7,71.6,0,0
NSW,10600,2025-02,12.7,119.24,0,0
NSW,10600,2025-03,12.19,98.57,0,0
NSW,10600,2025-04,17.68,142,0,0
NSW,10600,2025-05,10.02,85.78,0,0
NSW,10600,2025-06,12.99,107.66,0,0
NSW,10600,2025-07,19.43,178.24,35.87,632.76
NSW,10600,2025-08,15.96,148.22,23.64,483.27
NSW,10600,2025-09,11.98,108.3,22.51,468.1
NSW,10600,2025-10,30.07,326.51,28.09,651.2
NSW,10600,2025-11,10.25,102.49,20.92,380.67
NSW,10600,2025-12,32.1,344.91,31.61,767.36
NSW,10600,2026-01,9.5,87.02,10.28,282.25
NSW,10600,2026-02,14.7,170.31,18.63,443.97
NSW,10600,2026-03,29.89,267.68,37.03,929.56
NSW,10600,2026-04,36.01,380.66,70.85,1937.16
NSW,10600,2026-05,26.85,245.5,16.35,307.62
NSW,10600,2026-06,34.33,301.75,31.61,687.35
NSW,10600,2026-07,28.22,298.43,31.35,660.63
NSW,10600,2026-08,10.02,118.55,14.71,278.14
NSW,10650,2023-01,4.56,32.32,0,0
NSW,10650,2023-02,8.11,75.82,0,0
NSW,10650,2023-03,12.51,114.18,0,0
NSW,10650,2023-04,7.47,96.17,0,0
NSW,10650,2023-05,8.31,83.89,0,0
NSW,10650,2023-06,6.35,48.02,0,0
NSW,10650,2023-07,11.66,208.78,0,0
NSW,10650,2023-08,9.37,76.47,0,0
NSW,10650,2023-09,14.6,128.79,0,0
NSW,10650,2023-10,11.92,437.27,0,0
NSW,10650,2023-11,11.52,104.66,0,0
NSW,10650,2023-12,15.77,133.72,0,0
NSW,10650,2024-01,12.44,125.33,0,0
NSW,10650,2024-02,26.13,216.01,0,0
NSW,10650,2024-03,14.83,143.05,0,0
NSW,10650,2024-04,19.13,189.91,0,0
NSW,10650,2024-05,22.18,221.95,0,0
NSW,10650,2024-06,12.36,117.36,0,0
NSW,10650,2024-07,6.25,94.64,0,0
NSW,10650,2024-08,18.23,221.23,0,0
NSW,10650,2024-09,15.4,145.5,0,0
NSW,10650,2024-10,15.46,134.84,0,0
NSW,10650,2024-11,17.54,119.97,0,0
NSW,10650,2024-12,8.01,208.49,0,0
NSW,10650,2025-01,5.32,40.96,0,0
NSW,10650,2025-02,8.29,64.07,0,0
NSW,10650,2025-03,19.71,196.97,0,0
NSW,10650,2025-04,16.31,149,0,0
NSW,10650,2025-05,9.41,108.15,0,0
NSW,10650,2025-06,12.35,161.72,0,0
NSW,10650,2025-07,10.93,131.76,23.67,336.49
NSW,10650,2025-08,5.03,52.23,10.47,183.63
NSW,10650,2025-09,7.95,90.79,14.43,233.17
NSW,10650,2025-10,14.04,137.59,23.35,609
NSW,10650,2025-11,6.72,55.86,20.31,455
NSW,10650,2025-12,6.47,74.37,13.46,378.74
NSW,10650,2026-01,3.67,26.38,3.3,104.3
NSW,10650,2026-02,13.29,172.03,13.86,339.59
NSW,10650,2026-03,18.51,185.16,17.17,483.91
NSW,10650,2026-04,11.63,135.87,25.54,884.03
NSW,10650,2026-05,11.98,89.92,10.18,132.46
NSW,10650,2026-06,10.58,86.77,9.2,188.2
NSW,10650,2026-07,8.52,82.09,13.46,296.45
NSW,10650,2026-08,6.36,59.87,7.79,198.93
NSW,10750,2023-01,337.48,2921.82,0,0
NSW,10750,2023-02,418.45,3627.1,0,0
NSW,10750,2023-03,540.93,4717.79,0,0
NSW,10750,2023-04,422.22,4342.31,0,0
NSW,10750,2023-05,505.78,5420.16,0,0
NSW,10750,2023-06,514.06,5601.57,0,0
NSW,10750,2023-07,664.29,6608.69,0,0
NSW,10750,2023-08,680.44,7101.38,0,0
NSW,10750,2023-09,702.6,6954.42,0,0
NSW,10750,2023-10,689.08,6888.46,0,0
NSW,10750,2023-11,709.64,7381.13,0,0
NSW,10750,2023-12,774.31,8769.68,0,0
NSW,10750,2024-01,564.87,5696.2,0,0
NSW,10750,2024-02,621.15,5992.63,0,0
NSW,10750,2024-03,644.38,6855.16,0,0
NSW,10750,2024-04,509.41,5227.45,0,0
NSW,10750,2024-05,672.03,6206.97,0,0
NSW,10750,2024-06,686.58,6265.53,0,0
NSW,10750,2024-07,622.58,6288.6,0,0
NSW,10750,2024-08,524.48,5572.44,0,0
NSW,10750,2024-09,496.57,5292.2,0,0
NSW,10750,2024-10,450.18,4756.07,0,0
NSW,10750,2024-11,451.66,4655.74,0,0
NSW,10750,2024-12,695.22,7805.27,0,0
NSW,10750,2025-01,330.1,3337.78,0,0
NSW,10750,2025-02,465.65,4456.39,0,0
NSW,10750,2025-03,490.21,5267.75,0,0
NSW,10750,2025-04,365.95,3511.44,0,0
NSW,10750,2025-05,296.26,2904.86,0,0
NSW,10750,2025-06,240.49,2431,0,0
NSW,10750,2025-07,339.87,3933.56,530.27,10520.2
NSW,10750,2025-08,326.16,3652.82,564.89,12564.48
NSW,10750,2025-09,405.05,4655.84,699.41,18907.63
NSW,10750,2025-10,406.87,4674.62,851.18,26737.48
NSW,10750,2025-11,456.05,5101,923.61,31446.87
NSW,10750,2025-12,542.85,6835.77,1303.6,49615.03
NSW,10750,2026-01,336.57,3495.06,808.07,30486.87
NSW,10750,2026-02,457.2,4867.5,1129.59,44836.58
NSW,10750,2026-03,594.1,6702.31,1776.83,73838.98
NSW,10750,2026-04,673.49,7969.67,2965.21,126557.81
NSW,10750,2026-05,385.56,3988.19,414.19,10066.03
NSW,10750,2026-06,452.82,4508.5,607.27,17409.61
NSW,10750,2026-07,368.01,3570.63,572.49,16874.54
NSW,10750,2026-08,186.79,1804.74,290.77,9362.59
NSW,10800,2023-01,3.89,54.87,0,0
NSW,10800,2023-02,4.02,43.23,0,0
NSW,10800,2023-03,8.53,104.28,0,0
NSW,10800,2023-04,8.33,74.03,0,0
NSW,10800,2023-05,13.18,116.02,0,0
NSW,10800,2023-06,6.51,67.28,0,0
NSW,10800,2023-07,3.77,121.96,0,0
NSW,10800,2023-08,7.59,71.68,0,0
NSW,10800,2023-09,7.36,78.12,0,0
NSW,10800,2023-10,3.32,39.02,0,0
NSW,10800,2023-11,7.76,74.66,0,0
NSW,10800,2023-12,2.12,47.68,0,0
NSW,10800,2024-01,3.55,38.79,0,0
NSW,10800,2024-02,7.91,89.39,0,0
NSW,10800,2024-03,6.3,61.89,0,0
NSW,10800,2024-04,1.11,7.48,0,0
NSW,10800,2024-05,8.52,87.68,0,0
NSW,10800,2024-06,4.45,39.17,0,0
NSW,10800,2024-07,13.46,122.92,0,0
NSW,10800,2024-08,4.85,62.61,0,0
NSW,10800,2024-09,10.92,84.71,0,0
NSW,10800,2024-10,10.32,66.71,0,0
NSW,10800,2024-11,5.08,55.72,0,0
NSW,10800,2024-12,12.57,228.11,0,0
NSW,10800,2025-01,3.06,107.15,0,0
NSW,10800,2025-02,4.55,32.81,0,0
NSW,10800,2025-03,4.25,40.33,0,0
NSW,10800,2025-04,7.08,72.11,0,0
NSW,10800,2025-05,3.3,41.02,0,0
NSW,10800,2025-06,4.16,89.46,0,0
NSW,10800,2025-07,2.51,43.61,7.4,92.79
NSW,10800,2025-08,7.02,77.08,22.78,488.49
NSW,10800,2025-09,1.92,31.79,12.12,325.59
NSW,10800,2025-10,4.74,47.55,5.28,121.51
NSW,10800,2025-11,9.37,96.45,15.45,458.03
NSW,10800,2025-12,3.45,56.22,4.03,103.71
NSW,10800,2026-01,2.66,57.23,2.66,110.89
NSW,10800,2026-02,1.96,22.11,4.34,152.79
NSW,10800,2026-03,2.88,47.74,11.56,423.72
NSW,10800,2026-04,5.83,63.79,8.56,366.44
NSW,10800,2026-05,5.4,44.99,5.49,128.85
NSW,10800,2026-06,2.78,26.62,4.14,86.11
NSW,10800,2026-07,7.28,91.31,6.18,174.93
NSW,10800,2026-08,1.11,12.93,2.79,104.86
NSW,10850,2023-01,5.19,33.51,0,0
NSW,10850,2023-02,7.66,82.95,0,0
NSW,10850,2023-03,11.44,205.3,0,0
NSW,10850,2023-04,7.42,87.86,0,0
NSW,10850,2023-05,25.52,174.05,0,0
NSW,10850,2023-06,12.47,152.08,0,0
NSW,10850,2023-07,8.12,84,0,0
NSW,10850,2023-08,9.58,119.12,0,0
NSW,10850,2023-09,7.23,60.82,0,0
NSW,10850,2023-10,14.54,125,0,0
NSW,10850,2023-11,8.19,99.17,0,0
NSW,10850,2023-12,6.03,79.02,0,0
NSW,10850,2024-01,7.71,70.95,0,0
NSW,10850,2024-02,8.31,69.5,0,0
NSW,10850,2024-03,12.39,127.98,0,0
NSW,10850,2024-04,13.44,131.45,0,0
NSW,10850,2024-05,21.45,185.82,0,0
NSW,10850,2024-06,15.67,155.09,0,0
NSW,10850,2024-07,5.99,55.89,0,0
