osm_id,lat,lon,name,operator,access,capacity,fast,lga_code,vic_postcode,state
node/11963693701,-34.2992293,146.0783037,Chargefox,Chargefox,"",,TRUE,13450,,NSW
node/12024063277,-34.2921105,146.0518678,Tesla Supercharger,Tesla,"",6,TRUE,13450,,NSW
node/6839163294,-30.9786335,150.2519137,NRMA,NRMA,"",,FALSE,13550,,NSW
node/6926483227,-34.5091627,144.8426785,NRMA,NRMA,"",,TRUE,13850,,NSW
node/12087095506,-34.5114833,144.8424321,Tesla Supercharger,Tesla,"",6,TRUE,13850,,NSW
node/12583460911,-34.4367216,148.7235392,"","","",,FALSE,13910,,NSW
node/12485888258,-34.562786,148.3608529,Exploren,Exploren,"",4,FALSE,13910,,NSW
node/12884901002,-34.5544468,148.3694317,Exploren,Exploren,"",1,FALSE,13910,,NSW
node/6460798626,-34.3117299,148.2950671,NRMA,NRMA,"",1,TRUE,13910,,NSW
node/6749417820,-34.8234623,148.3253727,NRMA EV Charging Station,NRMA,"",2,TRUE,13910,,NSW
node/14106496303,-33.7027915,151.1136235,"","","",,FALSE,14000,,NSW
node/12167440484,-33.6214768,151.1493662,Chargefox,Chargefox,"",,TRUE,14000,,NSW
node/13805070070,-33.6957204,151.0315164,Chargefox,Chargefox,"",2,FALSE,14000,,NSW
node/10971491088,-33.7505332,151.0650786,Jolt,Jolt,yes,1,FALSE,14000,,NSW
node/10687053371,-33.6899794,151.1061283,bp pulse,bp pulse,"",2,TRUE,14000,,NSW
node/9290790988,-33.9080986,151.1716659,"","",yes,4,FALSE,14170,,NSW
node/13736523001,-33.90948,151.177866,AGL,AGL,yes,,FALSE,14170,,NSW
node/13854720801,-33.8808278,151.1316481,Chargefox,Chargefox,"",,TRUE,14170,,NSW
node/14067768887,-33.9225989,151.1646134,Chargefox,Chargefox,yes,4,FALSE,14170,,NSW
node/14074238901,-33.8915435,151.1337213,Chargefox,Chargefox,"",,FALSE,14170,,NSW
node/12401912951,-33.907934,151.13603,EVSE,EVSE,"",4,FALSE,14170,,NSW
node/12401940008,-33.9013585,151.13684,EVSE,EVSE,"",2,FALSE,14170,,NSW
node/12401940012,-33.9001786,151.1400057,EVSE,EVSE,"",2,FALSE,14170,,NSW
node/13477822501,-33.8895095,151.1469211,EVX,EVX,"",,FALSE,14170,,NSW
node/13810069801,-33.8795334,151.1564993,EVX,EVX,"",,FALSE,14170,,NSW
node/14091624304,-33.8870608,151.1219345,EVX,EVX,yes,2,FALSE,14170,,NSW
node/14128602001,-33.8656032,151.1678353,EVX,EVX,"",,FALSE,14170,,NSW
node/9737993455,-33.9079872,151.1710728,Evie Networks,Evie Networks,yes,2,FALSE,14170,,NSW
node/10180321115,-33.8848452,151.1492145,Evie Networks,Evie Networks,"",4,FALSE,14170,,NSW
node/13064491791,-33.9229554,151.1653373,Evie Networks,Evie Networks,yes,4,TRUE,14170,,NSW
node/13382573701,-33.889566,151.1233758,Evie Networks,Evie Networks,"",,TRUE,14170,,NSW
node/12401912952,-33.9065093,151.1379558,Plus ES,Plus ES,"",1,FALSE,14170,,NSW
node/12401940007,-33.9029096,151.1418343,Plus ES,Plus ES,"",1,FALSE,14170,,NSW
node/12401940009,-33.9016518,151.1393143,Plus ES,Plus ES,"",1,FALSE,14170,,NSW
node/12401940010,-33.9030165,151.1398407,Plus ES,Plus ES,"",1,FALSE,14170,,NSW
node/12401940011,-33.9013026,151.1396074,Plus ES,Plus ES,"",1,FALSE,14170,,NSW
node/12407007682,-33.9024416,151.1409463,Plus ES,Plus ES,"",1,FALSE,14170,,NSW
node/10907235224,-33.9161106,151.1729055,bp pulse,bp pulse,"",2,TRUE,14170,,NSW
node/13928544015,-31.078217,152.8432253,Woolworths,Chargefox,"",4,TRUE,14350,,NSW
node/12583454471,-28.3883862,152.6067541,"","","",,FALSE,14550,,NSW
node/13410165907,-28.6214782,153.0030335,Ocular,Kyogle Council,yes,2,FALSE,14550,,NSW
node/13286968361,-33.116686,151.4713937,AmpCharge,AmpCharge,"",2,TRUE,14650,,NSW
node/13389664015,-32.8963971,151.5977495,AmpCharge,AmpCharge,"",6,TRUE,14650,,NSW
node/3488644749,-32.9358797,151.6438477,ChargePoint,ChargePoint,"",,FALSE,14650,,NSW
node/8570161417,-32.9599116,151.6240709,Chargefox,Chargefox,yes,,FALSE,14650,,NSW
node/11463047965,-32.9635572,151.6616905,Evie Networks,Evie Networks,yes,4,FALSE,14650,,NSW
node/8714190581,-33.1048978,151.6482486,Porsche,Porsche,customers,,FALSE,14650,,NSW
node/8613733552,-32.935565,151.644388,Tesla Destination Charger,Tesla,yes,,FALSE,14650,,NSW
node/10177425298,-33.8140858,151.1706842,"","","",4,FALSE,14700,,NSW
node/13246607070,-33.806327,151.1757441,AGL,AGL,"",1,FALSE,14700,,NSW
node/11447868870,-33.814086,151.1724187,EVlink,Exploren,yes,1,FALSE,14700,,NSW
node/12167732651,-33.8146773,151.1713359,EVlink,Exploren,yes,1,FALSE,14700,,NSW
node/12202880553,-33.8246416,151.1958182,EVlink,EVlink,yes,1,FALSE,14700,,NSW
node/9347175037,-33.8135004,151.1692687,Evie Networks,Evie Networks,"",,FALSE,14700,,NSW
node/12896497308,-33.8237748,151.1951179,Evie Networks,Evie Networks,"",,FALSE,14700,,NSW
node/10095102213,-33.8130165,151.1694068,Tesla Destination Charger,Tesla,"",,FALSE,14700,,NSW
node/13103099620,-33.8246315,151.1726815,bp pulse,bp pulse,"",,TRUE,14700,,NSW
node/12254373831,-34.5508548,146.4051522,"","","",,FALSE,14750,,NSW
node/13159632757,-28.806586,153.278719,Chargefox,Chargefox,"",2,FALSE,14850,,NSW
node/13300559304,-33.4826083,150.1555209,Chargefox,Chargefox,"",4,TRUE,14870,,NSW
node/12661943299,-33.4812628,150.1587903,Eskbank St Car Park,NRMA,yes,4,TRUE,14870,,NSW
node/12015928951,-33.4812016,150.1362442,Evie Networks,Evie Networks,yes,,TRUE,14870,,NSW
node/6656233420,-33.4780086,150.1610665,Tritium,NRMA,yes,2,TRUE,14870,,NSW
node/9408929771,-33.9522711,150.8557293,"","","",2,FALSE,14900,,NSW
node/11419886723,-33.9555586,150.8651092,AmpCharge,AmpCharge,"",,TRUE,14900,,NSW
node/11957109508,-33.9296043,150.9553129,AmpCharge,AmpCharge,"",2,TRUE,14900,,NSW
node/9863034303,-33.9488297,150.90026,Evie Networks,Evie Networks,"",2,TRUE,14900,,NSW
node/11689937303,-33.9579982,150.8865473,Jolt,Jolt,"",,TRUE,14900,,NSW
node/12434721630,-33.9300967,150.8754969,NRMA,NRMA,"",,FALSE,14900,,NSW
node/12588884145,-31.2607546,150.739507,Ocular,Ocular,"",,FALSE,14920,,NSW
node/12339085550,-35.2656329,147.1106112,"","","",1,FALSE,14950,,NSW
node/12885058063,-35.2198921,146.712906,Exploren,Exploren,"",,FALSE,14950,,NSW
node/12885058064,-35.220556,146.7157786,Exploren,Exploren,"",,FALSE,14950,,NSW
node/13949256586,-32.7177368,151.5283261,"","","",2,FALSE,15050,,NSW
node/13928606247,-32.707954,151.5070686,AmpCharge,AmpCharge,"",2,TRUE,15050,,NSW
node/13948835373,-32.7619072,151.5924713,AmpCharge,AmpCharge,"",8,TRUE,15050,,NSW
node/13928607012,-32.7148801,151.52707,bp pulse,bp pulse,"",,FALSE,15050,,NSW
node/9900811626,-32.1790682,152.5136654,"","","",,FALSE,15240,,NSW
node/14175108828,-32.2001903,152.5200287,AmpCharge,AmpCharge,"",8,TRUE,15240,,NSW
node/7476003934,-32.1997712,152.5199677,EVlink,EVlink,yes,,FALSE,15240,,NSW
node/7612252206,-31.9433485,152.4706099,Evie Networks,Evie Networks,"",2,TRUE,15240,,NSW
node/6489797683,-32.0990505,152.3814131,NRMA,NRMA,"",2,TRUE,15240,,NSW
node/11952634938,-31.9079866,152.4616525,Tesla Supercharger,Tesla,yes,12,TRUE,15240,,NSW
node/12986977106,-32.375799,149.277724,240V wall outlet,Hall committee,yes,1,FALSE,15270,,NSW
node/8163934715,-32.593669,149.586206,NRMA,NRMA,"",,FALSE,15270,,NSW
node/13341675501,-32.5896509,149.5859081,NRMA,NRMA,"",,TRUE,15270,,NSW
node/12583399955,-29.4619233,149.8408156,NRMA,NRMA,"",4,TRUE,15300,,NSW
node/12583396543,-28.5482924,150.3060395,Yurika,Yurika,"",2,TRUE,15300,,NSW
node/13149077271,-33.8311185,151.2436667,"","","",,FALSE,15350,,NSW
node/8241597113,-33.8255622,151.2414269,Evie Networks,Evie Networks,"",2,FALSE,15350,,NSW
node/10184645214,-36.1135121,144.757421,"","","",,FALSE,15520,,NSW
node/11263803078,-34.8063865,145.8804055,"","","",,FALSE,15560,,NSW
node/12885318906,-35.3612063,145.71943,BP Pulse,BP Pulse,"",6,TRUE,15560,,NSW
node/8317195266,-35.3556886,145.7241471,NRMA,NRMA,"",6,TRUE,15560,,NSW
way/762728901,-32.4474443,150.832246,Tesla Supercharger,Tesla,yes,6,TRUE,15650,,NSW
node/8505686311,-30.7101732,152.919807,Evie Networks,Evie Networks,"",4,TRUE,15700,,NSW
node/11495572569,-30.6267085,152.9724342,bp pulse,bp pulse,"",2,TRUE,15700,,NSW
node/12583296437,-30.3250256,149.7838449,NRMA,NRMA,"",4,TRUE,15750,,NSW
node/12259891801,-30.3239348,149.7810597,Tesla Supercharger,Tesla,yes,4,TRUE,15750,,NSW
node/10159370719,-34.7464753,146.5498937,NRMA,NRMA,"",4,TRUE,15800,,NSW
node/13360787875,-34.743578,146.5543044,Tesla Supercharger,Tesla,yes,4,TRUE,15800,,NSW
node/8634205901,-32.8918933,151.7019405,"","","",2,FALSE,15900,,NSW
node/11494560491,-32.8119859,151.6394417,BP Pulse,bp pulse,"",,FALSE,15900,,NSW
node/6965112603,-32.9028042,151.6906686,ChargePoint,ChargePoint,yes,7,FALSE,15900,,NSW
node/6961675434,-32.9291638,151.7720103,Chargefox,Chargefox,"",22,FALSE,15900,,NSW
node/6965043248,-32.9302558,151.7607437,Chargefox,Chargefox,yes,50,FALSE,15900,,NSW
node/6965043249,-32.9302851,151.7607424,Chargefox,Chargefox,yes,22,FALSE,15900,,NSW
node/6965043250,-32.9303144,151.760741,Chargefox,Chargefox,yes,22,FALSE,15900,,NSW
node/8651235290,-32.9259292,151.7789537,Chargefox,Chargefox,yes,22,FALSE,15900,,NSW
node/8651235291,-32.9259633,151.7789514,Chargefox,Chargefox,yes,22,FALSE,15900,,NSW
node/13258032986,-32.9345211,151.7248332,Chargefox,Chargefox,"",22,FALSE,15900,,NSW
node/13258032990,-32.9000579,151.6695446,Chargefox,Chargefox,"",22,FALSE,15900,,NSW
node/13258086646,-32.9230483,151.7573784,Chargefox,Chargefox,"",22,FALSE,15900,,NSW
node/13288933122,-32.9260559,151.7789369,Chargefox,Chargefox,"",22,FALSE,15900,,NSW
node/13288933123,-32.9260122,151.7789477,Chargefox,Chargefox,"",22,FALSE,15900,,NSW
way/1286144585,-32.8955483,151.7041177,EV charge stations,Chargefox,"",4,FALSE,15900,,NSW
node/13258079188,-32.9447015,151.7604209,EVX,EVX,"",22,FALSE,15900,,NSW
node/13258032987,-32.9411897,151.7122657,Exploren,Exploren,"",60,FALSE,15900,,NSW
node/13258032989,-32.9017348,151.6704457,Exploren,Exploren,"",22,FALSE,15900,,NSW
node/6965116701,-32.9026832,151.6697747,NRMA,NRMA,yes,50,FALSE,15900,,NSW
node/6965116702,-32.9026703,151.6698001,NRMA,NRMA,yes,50,FALSE,15900,,NSW
node/13258032988,-32.9027103,151.6697691,NRMA,NRMA,"",50,FALSE,15900,,NSW
node/8613757404,-32.9033741,151.6676792,Tesla Destination Charger,Tesla,yes,1,FALSE,15900,,NSW
node/8613757405,-32.903365,151.6677058,Tesla Destination Charger,Tesla,yes,1,FALSE,15900,,NSW
node/13258032985,-32.9210454,151.7480241,operator,Chargefox,"",60,FALSE,15900,,NSW
node/13972238798,-33.8435555,151.2138005,"","","",2,FALSE,15950,,NSW
node/13972238799,-33.8435153,151.2137574,"","","",2,FALSE,15950,,NSW
node/13428255938,-33.822956,151.210883,Evie,Evie Networks,"",4,FALSE,15950,,NSW
node/13012980190,-33.8273705,151.2303831,Evie Networks,Evie Networks,"",,FALSE,15950,,NSW
node/13059026685,-33.8245802,151.1995459,Evie Networks,Evie Networks,"",4,TRUE,15950,,NSW
node/13953454186,-33.8273589,151.2304086,Evie Networks,Evie Networks,"",,FALSE,15950,,NSW
node/13206154674,-33.8272941,151.2017201,NRMA,NRMA,"",8,TRUE,15950,,NSW
node/13139953507,-33.7310933,151.300962,"","","",,FALSE,15990,,NSW
node/13688536001,-33.7534558,151.2870635,Dee Why Supercharger,Tesla,yes,,FALSE,15990,,NSW
node/12128715250,-33.7417882,151.2140115,EVlink,Exploren,yes,1,FALSE,15990,,NSW
node/14044903688,-33.7387388,151.3042225,EVlink,EVlink,yes,1,FALSE,15990,,NSW
node/10035347983,-33.7036198,151.2128688,Evie Networks,Evie Networks,"",,TRUE,15990,,NSW
node/10992560808,-33.7513075,151.2433755,Evie Networks,Evie Networks,"",4,FALSE,15990,,NSW
node/9204398603,-33.6761456,151.3031101,Jolt,Jolt,yes,1,TRUE,15990,,NSW
node/9481080902,-33.7620853,151.2141725,Jolt,Jolt,"",1,FALSE,15990,,NSW
node/9491233549,-33.7537328,151.2869932,Jolt,Jolt,"",1,TRUE,15990,,NSW
node/9546004749,-33.7789889,151.283873,Jolt,Jolt,"",1,TRUE,15990,,NSW
node/9704706490,-33.6760959,151.3037838,Jolt,Jolt,yes,1,TRUE,15990,,NSW
node/10652018665,-33.713676,151.298355,Jolt,Jolt,yes,1,FALSE,15990,,NSW
node/10750707216,-33.7620961,151.2725439,Jolt,Jolt,"",1,FALSE,15990,,NSW
node/10750707217,-33.7194247,151.2986321,Jolt,Jolt,"",1,FALSE,15990,,NSW
node/11679262104,-33.5970633,151.3200519,Jolt,Jolt,yes,1,FALSE,15990,,NSW
node/13139855775,-33.7137227,151.2971285,Jolt,Jolt,"",1,FALSE,15990,,NSW
node/12565112258,-33.7523425,151.286666,Jolt Dee Why B-Line,Jolt,yes,1,FALSE,15990,,NSW
node/11135601782,-33.6777006,151.2933539,Pittwater RSL,Pittwater RSL,"",,FALSE,15990,,NSW
node/12816207122,-33.6512481,151.28942,Seavolt,Seavolt,"",,FALSE,15990,,NSW
node/9521361334,-33.6892385,151.2241781,Tesla Destination Charger,Hills Marketplace,customers,2,FALSE,15990,,NSW
node/9864969279,-33.7666354,151.2644147,Tesla Destination Charger,Warringah Mall,customers,4,FALSE,15990,,NSW
node/12968478808,-33.7932339,151.2646229,Tesla Supercharger,Tesla,"",8,TRUE,15990,,NSW
node/10607603446,-33.7955368,151.2559187,bp pulse,bp pulse,"",2,FALSE,15990,,NSW
node/10872527226,-33.7955533,151.2559338,bp pulse,bp pulse,"",2,FALSE,15990,,NSW
node/14039076690,-33.2806147,149.102941,Exploren,Exploren,"",4,FALSE,16150,,NSW
node/14039088101,-33.2553363,149.0961362,Exploren,Exploren,"",2,FALSE,16150,,NSW
node/13833992860,-33.2814536,149.1027586,NRMA,NRMA,"",2,TRUE,16150,,NSW
node/8190129317,-33.280911,149.0994869,Tesla Destination Charger,Tesla,"",,FALSE,16150,,NSW
node/8192505717,-33.3333919,149.0432132,Tesla Destination Charger,"Tesla, Inc.","",,FALSE,16150,,NSW
node/11749053754,-33.283593,149.0954226,Tesla Supercharger,Tesla,"",,FALSE,16150,,NSW
node/6460800322,-33.1375197,148.1726877,NRMA,NRMA,"",4,TRUE,16200,,NSW
node/12221169446,-33.1410109,148.174695,Parkes Supercharger,Tesla,yes,4,TRUE,16200,,NSW
node/10007469304,-33.8256295,151.0790514,"","",yes,3,FALSE,16260,,NSW
node/13481161848,-33.8136239,150.9984588,"",Ocular,"",,FALSE,16260,,NSW
node/13481161849,-33.8137342,150.9984239,"",Ocular,"",,FALSE,16260,,NSW
node/9965036281,-33.787764,150.9946067,AmpCharge,AmpCharge,"",,TRUE,16260,,NSW
node/12990581486,-33.8107876,151.0344403,Exploren,Exploren,"",2,TRUE,16260,,NSW
node/6595579456,-33.8460153,151.0698417,NRMA,NRMA,yes,2,TRUE,16260,,NSW
node/11422466181,-33.792786,150.9995054,Woolworths Charging,Chargefox,"",,TRUE,16260,,NSW
node/10807470662,-33.8196728,151.0212095,bp pulse,bp pulse,"",4,TRUE,16260,,NSW
node/8148294052,-33.7693688,150.7352534,"","","",,FALSE,16350,,NSW
node/10924895189,-33.7429956,150.6929513,AmpCharge,AmpCharge,yes,2,TRUE,16350,,NSW
node/11425340896,-33.745528,150.7408388,AmpCharge,AmpCharge,"",2,TRUE,16350,,NSW
node/9712774534,-33.7702608,150.6737814,Evie Networks,Evie Networks,"",4,FALSE,16350,,NSW
node/13774442635,-33.7580667,150.691782,Exploren,Exploren,"",2,TRUE,16350,,NSW
node/9514983917,-33.7698741,150.7291974,Western Sydney University,Western Sydney University,permissive,2,TRUE,16350,,NSW
node/11427578131,-33.7435121,150.6922171,bp pulse,bp pulse,"",2,TRUE,16350,,NSW
node/13036287127,-33.7602938,150.7816959,bp pulse,bp pulse,"",2,TRUE,16350,,NSW
node/13346922346,-33.7602342,150.7817102,bp pulse,bp pulse,"",2,TRUE,16350,,NSW
node/12753915088,-31.634282,152.7251475,Kew Supercharger,Tesla,yes,8,TRUE,16380,,NSW
node/7853821459,-31.4581377,152.8274176,NRMA,NRMA,"",4,TRUE,16380,,NSW
node/8390250930,-31.4637923,152.8221638,NRMA,NRMA,"",4,TRUE,16380,,NSW
node/9255078725,-31.4071902,152.9007826,Tesla Destination Charger,Tesla,"",,FALSE,16380,,NSW
node/6460587589,-31.4361396,152.8236754,Tesla Supercharger,Tesla,yes,6,TRUE,16380,,NSW
node/11433418128,-31.4573909,152.8271948,Tesla Supercharger,Tesla,"",12,TRUE,16380,,NSW
node/13650008970,-31.6345112,152.7234641,cityEV,cityEV,"",,FALSE,16380,,NSW
node/10647829948,-32.7833007,151.7371187,BP Pulse,BP Pulse,"",2,TRUE,16400,,NSW
node/7042825731,-32.6539082,151.9625258,Chargefox,Chargefox,"",3,TRUE,16400,,NSW
node/10564461448,-32.701433,152.0626879,Tesla Destination Charger,Tesla,"",2,FALSE,16400,,NSW
node/6816990777,-32.7878111,151.7276848,Tesla Supercharger,Tesla,yes,6,TRUE,16400,,NSW
node/11842613041,-32.7638346,151.7421054,Tesla Supercharger,Tesla,"",12,TRUE,16400,,NSW
node/13908854341,-32.7923254,151.7262121,Tesla Supercharger,Tesla,"",12,TRUE,16400,,NSW
node/11060799096,-35.2577259,149.4397081,Exploren,Exploren,customers,,FALSE,16490,,NSW
node/12644710826,-35.2577457,149.4397985,Exploren,Exploren,customers,,FALSE,16490,,NSW
node/12644131941,-35.4426269,149.7917234,NRMA,NRMA,"",2,TRUE,16490,,NSW
node/7401170459,-33.9306373,151.2464722,"","","",,FALSE,16550,,NSW
node/6965143040,-33.9138057,151.2391178,Chargefox,Chargefox,yes,2,TRUE,16550,,NSW
node/13206130158,-33.9380659,151.2384868,Evie Networks,Evie Networks,"",4,TRUE,16550,,NSW
node/13206154678,-33.9430458,151.2395576,Evie Networks,Evie Networks,"",2,TRUE,16550,,NSW
node/13206176474,-33.9267328,151.2314051,Evie Networks,Evie Networks,"",4,TRUE,16550,,NSW
node/9290676154,-33.9435652,151.2396953,Jolt,Jolt,yes,,TRUE,16550,,NSW
node/9290676155,-33.9071444,151.2241142,Jolt,Jolt,yes,1,FALSE,16550,,NSW
node/10919805054,-33.9563337,151.2265681,Jolt,Jolt,yes,1,FALSE,16550,,NSW
node/10937312713,-33.9610334,151.2309416,Jolt,Jolt,yes,,FALSE,16550,,NSW
node/13206142331,-33.9197629,151.2270172,bp pulse,bp pulse,"",2,TRUE,16550,,NSW
node/10011175454,-28.8659126,153.0483802,NRMA,NRMA,"",,FALSE,16610,,NSW
node/12967672792,-29.1535419,153.2969846,Tesla Supercharger,Tesla,yes,12,TRUE,16610,,NSW
node/10136616439,-33.7755511,151.1094379,"","",yes,6,FALSE,16700,,NSW
node/13040881589,-33.8145389,151.1048204,"","","",,FALSE,16700,,NSW
node/13250969266,-33.7912905,151.1308938,AmpCharge,AmpCharge,"",6,TRUE,16700,,NSW
node/13073647400,-33.8209764,151.1213552,Bunnings,Exploren,"",2,TRUE,16700,,NSW
node/9536966801,-33.7780797,151.1206646,Evie Networks,Evie Networks,"",4,TRUE,16700,,NSW
node/13073547942,-33.8326437,151.1277159,Evie Networks,Evie Networks,"",2,TRUE,16700,,NSW
node/10091269882,-33.807399,151.0858151,Jolt,Jolt,yes,1,FALSE,16700,,NSW
node/7270664150,-33.7777598,151.1226344,Tesla Supercharger,Tesla,yes,10,TRUE,16700,,NSW
node/12963857532,-34.5624354,150.8395656,AmpCharge,AmpCharge,"",10,TRUE,16900,,NSW
node/13309552143,-34.5519973,150.7881099,AmpCharge,AmpCharge,"",2,TRUE,16900,,NSW
node/9366873533,-34.5878761,150.8661667,Chargefox,Chargefox,"",,FALSE,16900,,NSW
node/12599800358,-35.3576676,150.4733075,"","","",,TRUE,16950,,NSW
node/12599818149,-35.3679732,150.4707849,Exploren,Exploren,"",,FALSE,16950,,NSW
node/6489763087,-34.775569,150.7008205,NRMA,NRMA,"",,FALSE,16950,,NSW
node/14184391901,-34.873633,150.6005009,NRMA,NRMA,"",,TRUE,16950,,NSW
node/6525751310,-34.8082768,150.6367014,Tesla Supercharger,Tesla,yes,6,TRUE,16950,,NSW
node/13954740522,-34.9160116,150.6048383,Tesla Supercharger,Tesla,"",12,TRUE,16950,,NSW
node/12583454110,-35.942222,148.6273372,"","","",,FALSE,17040,,NSW
node/6460781765,-36.4160634,148.6197807,NRMA,NRMA,customers,2,TRUE,17040,,NSW
node/6979057721,-36.2188825,149.1336412,NRMA,NRMA,yes,4,TRUE,17040,,NSW
node/8660516388,-36.4146819,148.6165569,Tesla Destination Charger,Tesla,"",,FALSE,17040,,NSW
node/9069321520,-36.5049165,148.3045413,Tesla Destination Charger,Tesla,"",,FALSE,17040,,NSW
node/6979040237,-36.2355277,149.1267896,Tesla Supercharger,Tesla,yes,4,TRUE,17040,,NSW
node/12639666383,-36.2329697,149.1322401,Tesla Supercharger,Tesla,yes,10,TRUE,17040,,NSW
node/8660513071,-36.4459863,148.4516049,"Tesla, Inc.","Tesla, Inc.","",,FALSE,17040,,NSW
node/9069283087,-36.4460208,148.4516402,"Tesla, Inc.","Tesla, Inc.","",,FALSE,17040,,NSW
node/9121831091,-36.4459986,148.4515931,"Tesla, Inc.","Tesla, Inc.","",,FALSE,17040,,NSW
node/12398804433,-36.4146517,148.6176653,bp pulse,bp pulse,customers,,TRUE,17040,,NSW
node/14105992281,-36.4147399,148.6179842,bp pulse,bp pulse,customers,,TRUE,17040,,NSW
node/12885302055,-35.7762654,148.0113642,Chargefox,Chargefox,"",2,FALSE,17080,,NSW
node/12885315538,-35.5811554,148.2992239,Chargefox,Chargefox,"",2,FALSE,17080,,NSW
node/12885318910,-35.7735198,148.0094239,Chargefox,Chargefox,"",2,TRUE,17080,,NSW
node/13668077101,-33.8842603,151.0813761,EVX,EVX,"",,FALSE,17100,,NSW
node/11842876526,-33.8546447,151.07722,Engie,Chargefox,"",2,TRUE,17100,,NSW
node/9290610873,-33.8660864,151.0644363,Jolt,Jolt,yes,1,TRUE,17100,,NSW
node/13360556776,-34.0523188,151.1215819,AmpCharge,AmpCharge,"",4,TRUE,17150,,NSW
node/11345075655,-34.029301,151.1220937,Evie Networks,Evie Networks,yes,4,FALSE,17150,,NSW
node/9467315676,-34.0338237,151.0734395,Tesla Supercharger,Tesla,yes,6,TRUE,17150,,NSW
node/13722408351,-34.0271233,151.1190449,Tesla Supercharger,Tesla,"",,FALSE,17150,,NSW
node/12605963234,-34.0771836,151.0113524,bp pulse,bp pulse,"",,TRUE,17150,,NSW
node/13103102258,-34.0328846,151.1248636,bp pulse,bp pulse,"",4,TRUE,17150,,NSW
node/5865178390,-33.8682863,151.2063604,"","","",,FALSE,17200,,NSW
node/13073638889,-33.9128695,151.1935906,Alexandria Supercharger,Tesla,yes,6,TRUE,17200,,NSW
node/9898771270,-33.9021318,151.1999188,AmpCharge,AmpCharge,yes,2,FALSE,17200,,NSW
node/9228911986,-33.8648195,151.2119085,Bell Resources,Bell Resources,"",,FALSE,17200,,NSW
node/13073609605,-33.9054338,151.1935648,Bunnings,Exploren,"",2,TRUE,17200,,NSW
node/6967754081,-33.9053712,151.2129122,Chargefox,Chargefox,"",,FALSE,17200,,NSW
node/8911115310,-33.9069877,151.2130127,Chargefox,Chargefox,"",,FALSE,17200,,NSW
node/10708226454,-33.8591188,151.2077898,City of Sydney,City of Sydney,"",2,FALSE,17200,,NSW
node/10720208509,-33.8755065,151.1993723,NRMA,NRMA,"",,FALSE,17200,,NSW
node/5438383393,-33.8829291,151.1946269,Tesla Supercharger,Tesla,yes,8,TRUE,17200,,NSW
node/6965052432,-33.8763052,151.1778386,Tesla Supercharger,Tesla,yes,4,TRUE,17200,,NSW
node/13167181353,-33.89773,151.2136024,Waterloo Supercharger,Tesla,yes,8,TRUE,17200,,NSW
node/6456723747,-31.1016073,150.9171653,Tesla Supercharger,Tesla,yes,4,TRUE,17310,,NSW
node/10772401236,-34.4463073,147.5344411,NRMA,NRMA,"",2,TRUE,17350,,NSW
node/8209129030,-29.0573208,152.0189416,NRMA,NRMA,"",,FALSE,17400,,NSW
node/10258355351,-29.0560795,152.017583,Tesla Supercharger,Tesla,yes,4,TRUE,17400,,NSW
node/13805076026,-33.6830063,151.028519,AmpCharge,AmpCharge,"",2,TRUE,17420,,NSW
node/13805098738,-33.7135886,150.9723746,AmpCharge,AmpCharge,"",8,TRUE,17420,,NSW
node/11365214134,-33.7277947,150.9761633,Evie Networks,Evie Networks,"",,TRUE,17420,,NSW
node/10007505419,-33.7296798,151.0065082,Tesla Destination Charger,Tesla,yes,3,FALSE,17420,,NSW
node/10815896313,-33.7309136,150.9735895,Tesla Destination Charger,Tesla,"",1,FALSE,17420,,NSW
node/13020827820,-33.7586057,150.9921083,Tesla Supercharger,Tesla,yes,4,TRUE,17420,,NSW
node/11365173050,-33.7127533,150.9591384,bp pulse,bp pulse,"",,FALSE,17420,,NSW
node/12926990585,-28.198984,153.5459456,Evie Networks,Evie Networks,"",4,TRUE,17550,,NSW
node/11425324344,-28.1737957,153.5443699,Tesla Supercharger,Tesla,"",,FALSE,17550,,NSW
node/7959130026,-32.0503836,150.8665578,NRMA,NRMA,yes,2,FALSE,17620,,NSW
node/12918496794,-34.9134465,149.4277912,Some Store,Some Store,"",1,FALSE,17640,,NSW
way/1462270508,-35.0757599,147.3583829,Coles EV Charge Station,EVlink,yes,4,FALSE,17750,,NSW
node/7478006036,-35.2771687,147.7361254,Evie Networks,Evie Networks,"",2,TRUE,17750,,NSW
node/12885058151,-35.0550616,147.3481578,Exploren,Exploren,"",,TRUE,17750,,NSW
node/13235799355,-35.1369093,147.3470622,Exploren,Exploren,"",2,FALSE,17750,,NSW
node/7932870081,-35.1083685,147.3735986,NRMA,NRMA,"",2,TRUE,17750,,NSW
node/10747930958,-35.1582148,147.4595905,Tesla Destination Charger,Tesla,"",1,FALSE,17750,,NSW
node/11155180657,-35.1309893,147.3397911,Tesla Supercharger,Tesla,yes,6,TRUE,17750,,NSW
node/12884912873,-35.1257311,147.4208566,bp pulse,bp pulse,"",,TRUE,17750,,NSW
node/9278741544,-30.0207154,148.1177704,NRMA,NRMA,"",1,TRUE,17900,,NSW
node/7384135909,-31.2787465,149.2791803,NRMA,NRMA,"",2,TRUE,18020,,NSW
node/7862093042,-33.8908025,151.2762714,"","","",,FALSE,18050,,NSW
node/13271496162,-33.7934216,151.1818207,"","","",2,FALSE,18250,,NSW
