lga_name,month,bev_exact,bev_supp,phev_exact,phev_supp,other_exact,other_supp
Port Stephens,2024-03,112.0,106,0.0,21,25540.0,21032
Port Stephens,2024-06,122.0,119,0.0,26,25748.0,21032
Port Stephens,2024-09,125.0,134,6.0,30,25948.0,21171
Port Stephens,2024-12,134.0,149,8.0,35,26314.0,21061
Port Stephens,2025-03,147.0,159,10.0,45,26233.0,21154
Port Stephens,2025-06,141.0,176,10.0,51,26219.0,21148
Port Stephens,2025-09,152.0,180,11.0,59,26511.0,21138
Port Stephens,2025-12,193.0,187,25.0,64,26909.0,21067
Port Stephens,2026-03,211.0,212,35.0,75,26906.0,21058
Port Stephens,2026-06,303.0,233,50.0,101,27010.0,21008
Port Stephens,2026-08,382.0,245,59.0,114,26915.0,21005
Queanbeyan-Palerang Regional,2022-09,73.0,69,0.0,3,14772.0,20633
Queanbeyan-Palerang Regional,2022-12,80.0,87,0.0,7,14849.0,20642
Queanbeyan-Palerang Regional,2023-03,101.0,120,0.0,8,14663.0,20679
Queanbeyan-Palerang Regional,2023-06,159.0,136,0.0,13,14304.0,20733
Queanbeyan-Palerang Regional,2023-09,216.0,150,6.0,18,14440.0,20756
Queanbeyan-Palerang Regional,2023-12,239.0,161,13.0,31,14709.0,20776
Queanbeyan-Palerang Regional,2024-03,287.0,168,16.0,43,14904.0,20798
Queanbeyan-Palerang Regional,2024-06,339.0,192,16.0,53,14994.0,20779
Queanbeyan-Palerang Regional,2024-09,373.0,206,26.0,60,15041.0,20857
Queanbeyan-Palerang Regional,2024-12,418.0,219,27.0,63,15225.0,20867
Queanbeyan-Palerang Regional,2025-03,417.0,263,58.0,81,15195.0,20969
Queanbeyan-Palerang Regional,2025-06,437.0,293,77.0,84,15133.0,20951
Queanbeyan-Palerang Regional,2025-09,489.0,309,81.0,93,15305.0,20960
Queanbeyan-Palerang Regional,2025-12,546.0,334,86.0,102,15456.0,20976
Queanbeyan-Palerang Regional,2026-03,630.0,377,102.0,117,15404.0,21036
Queanbeyan-Palerang Regional,2026-06,806.0,425,113.0,153,15391.0,20979
Queanbeyan-Palerang Regional,2026-08,942.0,458,119.0,179,15480.0,20893
Randwick,2022-09,251.0,117,0.0,3,35394.0,19704
Randwick,2022-12,260.0,136,0.0,8,35520.0,19733
Randwick,2023-03,348.0,163,0.0,15,35489.0,19806
Randwick,2023-06,476.0,188,0.0,23,36281.0,19889
Randwick,2023-09,564.0,211,0.0,31,36292.0,19889
Randwick,2023-12,631.0,221,6.0,31,36453.0,19807
Randwick,2024-03,745.0,238,8.0,42,36194.0,19919
Randwick,2024-06,828.0,266,8.0,59,35941.0,19781
Randwick,2024-09,894.0,276,19.0,71,36035.0,19764
Randwick,2024-12,964.0,300,40.0,77,36161.0,19780
Randwick,2025-03,1010.0,343,62.0,105,35891.0,19791
Randwick,2025-06,1085.0,374,90.0,111,35697.0,19737
Randwick,2025-09,1173.0,405,128.0,120,35824.0,19698
Randwick,2025-12,1309.0,418,154.0,128,35931.0,19564
Randwick,2026-03,1424.0,444,164.0,147,35831.0,19584
Randwick,2026-06,1704.0,477,175.0,172,35625.0,19549
Randwick,2026-08,1857.0,509,196.0,190,35479.0,19617
Richmond Valley,2022-09,0.0,4,0.0,0,2324.0,10213
Richmond Valley,2022-12,0.0,8,0.0,0,2323.0,10210
Richmond Valley,2023-03,0.0,11,0.0,1,2299.0,10250
Richmond Valley,2023-06,0.0,13,0.0,1,2274.0,10312
Richmond Valley,2023-09,0.0,14,0.0,1,2327.0,10359
Richmond Valley,2023-12,0.0,20,0.0,2,2388.0,10361
Richmond Valley,2024-03,0.0,26,0.0,2,2421.0,10402
Richmond Valley,2024-06,0.0,27,0.0,1,2410.0,10384
Richmond Valley,2024-09,0.0,30,0.0,2,2491.0,10382
Richmond Valley,2024-12,0.0,30,0.0,2,2519.0,10413
Richmond Valley,2025-03,0.0,33,0.0,4,2442.0,10404
Richmond Valley,2025-06,0.0,34,0.0,4,2380.0,10412
Richmond Valley,2025-09,0.0,39,0.0,6,2462.0,10419
Richmond Valley,2025-12,0.0,40,0.0,6,2484.0,10450
Richmond Valley,2026-03,0.0,51,0.0,10,2486.0,10441
Richmond Valley,2026-06,0.0,60,0.0,16,2461.0,10435
Richmond Valley,2026-08,0.0,65,0.0,17,2540.0,10449
Ryde,2022-09,375.0,154,0.0,9,47724.0,19724
Ryde,2022-12,491.0,156,0.0,21,48042.0,19646
Ryde,2023-03,609.0,194,0.0,33,47935.0,19926
Ryde,2023-06,844.0,222,0.0,39,47910.0,19911
Ryde,2023-09,1068.0,235,8.0,55,48173.0,19895
Ryde,2023-12,1278.0,240,13.0,58,48837.0,19874
Ryde,2024-03,1499.0,279,12.0,72,48794.0,20071
Ryde,2024-06,1655.0,315,28.0,91,49236.0,20011
Ryde,2024-09,1785.0,334,54.0,94,49192.0,19868
Ryde,2024-12,1958.0,350,108.0,101,49898.0,19773
Ryde,2025-03,1997.0,410,111.0,127,49745.0,19939
Ryde,2025-06,2229.0,437,168.0,135,49892.0,19927
Ryde,2025-09,2337.0,442,223.0,144,49244.0,19835
Ryde,2025-12,2477.0,470,249.0,169,49424.0,19784
Ryde,2026-03,2643.0,526,300.0,188,49240.0,19912
Ryde,2026-06,3095.0,572,377.0,214,49024.0,19904
Ryde,2026-08,3350.0,594,408.0,228,48825.0,19818
Shellharbour,2022-09,22.0,40,0.0,3,25215.0,18907
Shellharbour,2022-12,30.0,46,0.0,3,25271.0,18840
Shellharbour,2023-03,60.0,55,0.0,3,25426.0,18990
Shellharbour,2023-06,67.0,73,0.0,4,25583.0,18980
Shellharbour,2023-09,109.0,77,0.0,9,25768.0,19036
Shellharbour,2023-12,124.0,92,6.0,9,26232.0,19071
Shellharbour,2024-03,130.0,112,6.0,11,26169.0,19122
Shellharbour,2024-06,147.0,123,0.0,19,26407.0,19108
Shellharbour,2024-09,174.0,128,13.0,26,26722.0,19077
Shellharbour,2024-12,197.0,137,23.0,27,27021.0,19048
Shellharbour,2025-03,196.0,160,40.0,35,27408.0,19115
Shellharbour,2025-06,232.0,171,50.0,39,27290.0,19124
Shellharbour,2025-09,283.0,180,47.0,43,27617.0,19080
Shellharbour,2025-12,327.0,189,56.0,45,28021.0,19032
Shellharbour,2026-03,342.0,218,82.0,53,28247.0,19086
Shellharbour,2026-06,497.0,272,111.0,70,28615.0,19121
Shellharbour,2026-08,597.0,290,130.0,81,28772.0,19102
Shoalhaven,2022-09,54.0,53,0.0,3,42251.0,26415
Shoalhaven,2022-12,76.0,64,0.0,6,42517.0,26277
Shoalhaven,2023-03,100.0,86,0.0,8,42308.0,26466
Shoalhaven,2023-06,135.0,97,0.0,10,42443.0,26578
Shoalhaven,2023-09,168.0,106,0.0,15,42726.0,26592
Shoalhaven,2023-12,186.0,118,0.0,20,43042.0,26561
Shoalhaven,2024-03,217.0,136,6.0,26,42949.0,26655
Shoalhaven,2024-06,229.0,150,12.0,29,43121.0,26702
Shoalhaven,2024-09,229.0,165,22.0,35,43469.0,26776
Shoalhaven,2024-12,258.0,175,37.0,38,43855.0,26771
Shoalhaven,2025-03,268.0,198,46.0,54,43836.0,26808
Shoalhaven,2025-06,259.0,224,55.0,56,43542.0,26790
Shoalhaven,2025-09,297.0,239,76.0,62,43838.0,26739
Shoalhaven,2025-12,346.0,257,83.0,70,44442.0,26653
Shoalhaven,2026-03,427.0,281,113.0,71,44515.0,26746
Shoalhaven,2026-06,586.0,333,124.0,101,44627.0,26691
Shoalhaven,2026-08,698.0,346,137.0,112,44523.0,26732
Singleton,2022-09,0.0,18,0.0,0,5273.0,11111
Singleton,2022-12,0.0,20,0.0,4,5413.0,11197
Singleton,2023-03,0.0,26,0.0,5,5504.0,11221
Singleton,2023-06,0.0,36,0.0,7,5223.0,12083
Singleton,2023-09,0.0,37,0.0,8,5350.0,12064
Singleton,2023-12,0.0,40,0.0,9,5553.0,12063
Singleton,2024-03,0.0,43,0.0,11,5560.0,12150
Singleton,2024-06,0.0,48,0.0,15,5544.0,12198
Singleton,2024-09,0.0,49,0.0,20,5581.0,12265
Singleton,2024-12,0.0,54,0.0,23,5702.0,12251
Singleton,2025-03,0.0,63,0.0,29,5598.0,12407
Singleton,2025-06,0.0,74,0.0,30,5563.0,12329
Singleton,2025-09,0.0,75,6.0,33,5561.0,12311
Singleton,2025-12,0.0,79,0.0,35,5587.0,12339
Singleton,2026-03,0.0,93,0.0,42,5522.0,12304
Singleton,2026-06,8.0,115,0.0,53,5474.0,12302
Singleton,2026-08,23.0,130,0.0,61,5522.0,12299
Snowy Monaro Regional,2022-09,0.0,19,0.0,1,2879.0,10956
Snowy Monaro Regional,2022-12,0.0,19,0.0,1,2910.0,10910
Snowy Monaro Regional,2023-03,9.0,26,0.0,3,2909.0,10892
Snowy Monaro Regional,2023-06,16.0,41,0.0,5,2908.0,11704
Snowy Monaro Regional,2023-09,18.0,46,0.0,7,2930.0,11785
Snowy Monaro Regional,2023-12,16.0,51,0.0,10,3013.0,11726
Snowy Monaro Regional,2024-03,17.0,58,0.0,11,2957.0,11726
Snowy Monaro Regional,2024-06,18.0,62,0.0,13,3015.0,11725
Snowy Monaro Regional,2024-09,18.0,64,0.0,16,3050.0,11710
Snowy Monaro Regional,2024-12,20.0,74,0.0,16,3077.0,11635
Snowy Monaro Regional,2025-03,18.0,77,0.0,24,3051.0,11623
Snowy Monaro Regional,2025-06,20.0,82,0.0,24,3089.0,11687
Snowy Monaro Regional,2025-09,20.0,87,0.0,28,3175.0,11749
Snowy Monaro Regional,2025-12,19.0,96,0.0,30,3223.0,11756
Snowy Monaro Regional,2026-03,20.0,115,0.0,31,3211.0,11712
Snowy Monaro Regional,2026-06,18.0,145,0.0,42,3202.0,11715
Snowy Monaro Regional,2026-08,24.0,153,0.0,46,3151.0,11725
Snowy Valleys,2022-09,0.0,8,0.0,1,1807.0,7706
Snowy Valleys,2022-12,0.0,8,0.0,1,1835.0,7699
Snowy Valleys,2023-03,0.0,11,0.0,1,1817.0,7751
Snowy Valleys,2023-06,0.0,14,0.0,1,1814.0,7744
Snowy Valleys,2023-09,0.0,14,0.0,0,1785.0,7820
Snowy Valleys,2023-12,0.0,14,0.0,2,1820.0,7784
Snowy Valleys,2024-03,0.0,17,0.0,3,1817.0,7840
Snowy Valleys,2024-06,0.0,19,0.0,3,1802.0,7833
Snowy Valleys,2024-09,0.0,19,0.0,2,1796.0,7822
Snowy Valleys,2024-12,0.0,19,0.0,5,1764.0,7833
Snowy Valleys,2025-03,0.0,18,0.0,7,1751.0,7876
Snowy Valleys,2025-06,0.0,20,0.0,7,1756.0,7866
Snowy Valleys,2025-09,0.0,21,0.0,8,1710.0,7866
Snowy Valleys,2025-12,0.0,23,0.0,10,1813.0,7885
Snowy Valleys,2026-03,0.0,23,0.0,16,1837.0,7881
Snowy Valleys,2026-06,0.0,34,0.0,21,1808.0,7872
Snowy Valleys,2026-08,0.0,38,0.0,26,1807.0,7903
Strathfield,2022-09,38.0,68,0.0,0,7414.0,14796
Strathfield,2022-12,65.0,78,0.0,1,7541.0,14792
Strathfield,2023-03,85.0,83,0.0,4,7531.0,14942
Strathfield,2023-06,194.0,96,0.0,10,10269.0,15710
Strathfield,2023-09,256.0,105,7.0,11,10528.0,15633
Strathfield,2023-12,289.0,114,7.0,19,10762.0,15680
Strathfield,2024-03,320.0,133,7.0,24,10682.0,15841
Strathfield,2024-06,357.0,149,7.0,29,10713.0,15836
Strathfield,2024-09,376.0,157,21.0,35,10977.0,15820
Strathfield,2024-12,403.0,172,28.0,46,11152.0,15779
Strathfield,2025-03,411.0,202,26.0,55,11127.0,15812
Strathfield,2025-06,480.0,216,29.0,65,10941.0,15875
Strathfield,2025-09,500.0,234,44.0,79,10989.0,15842
Strathfield,2025-12,544.0,252,55.0,88,11187.0,15671
Strathfield,2026-03,560.0,268,71.0,106,11172.0,15639
Strathfield,2026-06,637.0,302,78.0,137,11125.0,15702
Strathfield,2026-08,738.0,307,96.0,156,11104.0,15658
Sutherland Shire,2022-09,331.0,118,0.0,5,109766.0,29724
Sutherland Shire,2022-12,390.0,133,0.0,14,110245.0,29676
Sutherland Shire,2023-03,552.0,162,0.0,25,109896.0,30012
Sutherland Shire,2023-06,761.0,187,0.0,32,110214.0,30091
Sutherland Shire,2023-09,936.0,220,0.0,46,111018.0,30014
Sutherland Shire,2023-12,1087.0,233,7.0,61,111877.0,29926
Sutherland Shire,2024-03,1300.0,264,10.0,77,111897.0,30136
Sutherland Shire,2024-06,1484.0,291,23.0,88,111951.0,30048
Sutherland Shire,2024-09,1606.0,303,73.0,95,112232.0,30156
Sutherland Shire,2024-12,1745.0,320,133.0,101,113079.0,30088
Sutherland Shire,2025-03,1764.0,369,199.0,131,112851.0,30236
Sutherland Shire,2025-06,1963.0,398,306.0,140,113636.0,30055
Sutherland Shire,2025-09,2232.0,410,366.0,154,114026.0,29899
Sutherland Shire,2025-12,2448.0,438,431.0,169,114395.0,29863
Sutherland Shire,2026-03,2673.0,492,506.0,210,114002.0,29905
Sutherland Shire,2026-06,3216.0,544,704.0,243,113933.0,29761
Sutherland Shire,2026-08,3628.0,582,838.0,271,114040.0,29784
Sydney,2022-09,717.0,223,0.0,6,62358.0,26605
Sydney,2022-12,1029.0,243,0.0,16,62092.0,26578
Sydney,2023-03,1295.0,296,0.0,31,61412.0,26820
Sydney,2023-06,1883.0,326,0.0,48,62653.0,26881
Sydney,2023-09,2584.0,341,0.0,70,66605.0,26864
Sydney,2023-12,3220.0,340,27.0,73,66620.0,26728
Sydney,2024-03,3407.0,403,40.0,88,65567.0,26846
Sydney,2024-06,3822.0,446,57.0,116,65137.0,26647
Sydney,2024-09,4142.0,491,97.0,133,65462.0,26513
Sydney,2024-12,4566.0,511,136.0,146,65586.0,26443
Sydney,2025-03,5121.0,586,183.0,188,65259.0,26746
Sydney,2025-06,5675.0,643,254.0,214,65674.0,26597
Sydney,2025-09,6259.0,654,307.0,233,65774.0,26531
Sydney,2025-12,6802.0,692,457.0,254,66311.0,26541
Sydney,2026-03,6686.0,755,509.0,294,66797.0,26704
Sydney,2026-06,7009.0,802,683.0,324,66038.0,26560
Sydney,2026-08,7366.0,869,750.0,352,65437.0,26514
Tamworth Regional,2022-09,0.0,20,0.0,3,19537.0,18016
Tamworth Regional,2022-12,0.0,22,0.0,4,19841.0,17965
Tamworth Regional,2023-03,11.0,31,0.0,4,19811.0,18031
Tamworth Regional,2023-06,10.0,38,0.0,5,19834.0,18105
Tamworth Regional,2023-09,18.0,46,0.0,6,20259.0,18202
Tamworth Regional,2023-12,28.0,51,0.0,12,20600.0,18176
Tamworth Regional,2024-03,27.0,60,0.0,15,20413.0,18265
Tamworth Regional,2024-06,36.0,64,0.0,20,20491.0,18228
Tamworth Regional,2024-09,36.0,72,7.0,27,20833.0,18257
Tamworth Regional,2024-12,39.0,75,8.0,31,21251.0,18262
Tamworth Regional,2025-03,34.0,79,8.0,33,21081.0,18335
Tamworth Regional,2025-06,32.0,89,8.0,39,21055.0,18297
Tamworth Regional,2025-09,32.0,96,13.0,46,21355.0,18284
Tamworth Regional,2025-12,39.0,111,14.0,60,21711.0,18334
Tamworth Regional,2026-03,33.0,125,16.0,66,21850.0,18338
Tamworth Regional,2026-06,43.0,142,16.0,82,21636.0,18439
Tamworth Regional,2026-08,61.0,154,14.0,97,21766.0,18406
Temora,2022-09,0.0,1,0.0,0,238.0,4203
Temora,2022-12,0.0,1,0.0,0,246.0,4195
Temora,2023-03,0.0,1,0.0,0,276.0,4220
Temora,2023-06,0.0,4,0.0,0,241.0,4244
Temora,2023-09,0.0,6,0.0,0,260.0,4263
Temora,2023-12,0.0,9,0.0,0,295.0,4261
Temora,2024-03,0.0,10,0.0,0,297.0,4260
Temora,2024-06,0.0,10,0.0,0,297.0,4236
Temora,2024-09,0.0,10,0.0,1,295.0,4242
Temora,2024-12,0.0,10,0.0,1,328.0,4215
Temora,2025-03,0.0,12,0.0,1,344.0,4230
Temora,2025-06,0.0,15,0.0,1,337.0,4209
Temora,2025-09,0.0,16,0.0,2,338.0,4223
Temora,2025-12,0.0,16,0.0,4,347.0,4243
Temora,2026-03,0.0,20,0.0,4,318.0,4267
Temora,2026-06,0.0,20,0.0,6,336.0,4275
Temora,2026-08,0.0,20,0.0,6,340.0,4278
Tenterfield,2022-09,0.0,3,0.0,0,133.0,4588
Tenterfield,2022-12,0.0,1,0.0,1,137.0,4605
Tenterfield,2023-03,0.0,2,0.0,1,127.0,4636
Tenterfield,2023-06,0.0,4,0.0,1,115.0,4631
Tenterfield,2023-09,0.0,3,0.0,1,130.0,4633
Tenterfield,2023-12,0.0,5,0.0,1,123.0,4672
Tenterfield,2024-03,0.0,5,0.0,3,128.0,4673
Tenterfield,2024-06,0.0,5,0.0,3,133.0,4663
Tenterfield,2024-09,0.0,5,0.0,3,116.0,4677
Tenterfield,2024-12,0.0,6,0.0,3,115.0,4696
Tenterfield,2025-03,0.0,6,0.0,4,133.0,4686
Tenterfield,2025-06,0.0,7,0.0,4,129.0,4680
Tenterfield,2025-09,0.0,9,0.0,4,145.0,4671
Tenterfield,2025-12,0.0,9,0.0,4,156.0,4685
Tenterfield,2026-03,0.0,9,0.0,4,173.0,4742
Tenterfield,2026-06,0.0,14,0.0,5,165.0,4724
Tenterfield,2026-08,0.0,17,0.0,5,156.0,4790
The Hills Shire,2022-09,553.0,127,0.0,10,76215.0,29636
The Hills Shire,2022-12,667.0,138,0.0,25,76647.0,29572
The Hills Shire,2023-03,946.0,172,0.0,40,76827.0,29831
The Hills Shire,2023-06,1471.0,211,8.0,58,87381.0,30674
The Hills Shire,2023-09,1870.0,228,9.0,85,88584.0,30530
The Hills Shire,2023-12,2144.0,249,26.0,95,89745.0,30513
The Hills Shire,2024-03,2670.0,314,28.0,116,90175.0,30685
The Hills Shire,2024-06,2967.0,351,43.0,132,90817.0,30715
The Hills Shire,2024-09,3170.0,371,73.0,148,91526.0,30718
The Hills Shire,2024-12,3413.0,385,89.0,166,92245.0,30640
The Hills Shire,2025-03,3570.0,465,128.0,203,92410.0,30858
The Hills Shire,2025-06,3952.0,500,211.0,217,93057.0,30776
The Hills Shire,2025-09,4419.0,535,274.0,243,93944.0,30780
The Hills Shire,2025-12,5167.0,561,391.0,266,94860.0,30674
The Hills Shire,2026-03,5581.0,621,564.0,309,94750.0,30888
The Hills Shire,2026-06,6548.0,688,765.0,360,95052.0,30835
The Hills Shire,2026-08,7214.0,736,830.0,387,94806.0,30876
Tweed,2022-09,43.0,56,0.0,4,25586.0,21401
Tweed,2022-12,75.0,63,0.0,8,25825.0,21414
Tweed,2023-03,85.0,77,0.0,12,25831.0,21472
Tweed,2023-06,114.0,85,0.0,14,25733.0,21419
Tweed,2023-09,160.0,94,0.0,19,26129.0,21380
Tweed,2023-12,186.0,102,0.0,22,26556.0,21331
Tweed,2024-03,213.0,116,0.0,30,26240.0,21453
Tweed,2024-06,247.0,128,0.0,31,26376.0,21406
Tweed,2024-09,241.0,140,8.0,31,26587.0,21296
Tweed,2024-12,266.0,150,11.0,36,26768.0,21239
Tweed,2025-03,263.0,173,11.0,49,26573.0,21237
Tweed,2025-06,276.0,190,19.0,54,26597.0,21067
Tweed,2025-09,277.0,206,35.0,65,26703.0,21071
Tweed,2025-12,317.0,224,42.0,75,26893.0,21029
Tweed,2026-03,346.0,254,65.0,87,26858.0,20989
Tweed,2026-06,480.0,297,72.0,117,26699.0,20923
Tweed,2026-08,547.0,312,96.0,122,26735.0,20881
Upper Hunter Shire,2022-09,0.0,3,0.0,1,1578.0,7032
Upper Hunter Shire,2022-12,0.0,5,0.0,1,1579.0,7068
Upper Hunter Shire,2023-03,0.0,8,0.0,1,1542.0,7120
Upper Hunter Shire,2023-06,0.0,11,0.0,1,1561.0,7181
Upper Hunter Shire,2023-09,0.0,10,0.0,1,1599.0,7236
Upper Hunter Shire,2023-12,0.0,10,0.0,3,1666.0,7232
Upper Hunter Shire,2024-03,0.0,12,0.0,3,1647.0,7225
Upper Hunter Shire,2024-06,0.0,12,0.0,4,1616.0,7214
Upper Hunter Shire,2024-09,0.0,13,0.0,4,1749.0,7233
Upper Hunter Shire,2024-12,0.0,16,0.0,7,1790.0,7276
Upper Hunter Shire,2025-03,0.0,15,0.0,11,1799.0,7284
Upper Hunter Shire,2025-06,0.0,20,0.0,11,1755.0,7280
Upper Hunter Shire,2025-09,0.0,24,0.0,12,1780.0,7258
Upper Hunter Shire,2025-12,0.0,23,0.0,13,1782.0,7256
Upper Hunter Shire,2026-03,0.0,28,0.0,15,1812.0,7250
Upper Hunter Shire,2026-06,0.0,33,0.0,18,1779.0,7206
Upper Hunter Shire,2026-08,0.0,34,0.0,24,1816.0,7266
Upper Lachlan Shire,2022-09,0.0,6,0.0,1,580.0,6247
Upper Lachlan Shire,2022-12,0.0,9,0.0,1,541.0,6266
Upper Lachlan Shire,2023-03,0.0,14,0.0,3,553.0,6232
Upper Lachlan Shire,2023-06,0.0,19,0.0,3,508.0,6567
Upper Lachlan Shire,2023-09,0.0,21,0.0,2,531.0,6598
Upper Lachlan Shire,2023-12,0.0,25,0.0,2,529.0,6684
Upper Lachlan Shire,2024-03,0.0,27,0.0,2,512.0,6682
Upper Lachlan Shire,2024-06,0.0,28,0.0,3,500.0,6700
Upper Lachlan Shire,2024-09,0.0,36,0.0,5,492.0,6734
Upper Lachlan Shire,2024-12,0.0,42,0.0,5,473.0,6720
Upper Lachlan Shire,2025-03,0.0,44,0.0,7,446.0,6758
Upper Lachlan Shire,2025-06,0.0,49,0.0,8,485.0,6725
Upper Lachlan Shire,2025-09,0.0,55,0.0,9,510.0,6733
Upper Lachlan Shire,2025-12,0.0,59,0.0,9,542.0,6732
Upper Lachlan Shire,2026-03,0.0,60,0.0,11,555.0,6759
Upper Lachlan Shire,2026-06,0.0,73,0.0,14,570.0,6750
Upper Lachlan Shire,2026-08,0.0,79,0.0,17,570.0,6763
Uralla,2022-09,0.0,5,0.0,0,115.0,4229
Uralla,2022-12,0.0,5,0.0,0,125.0,4209
Uralla,2023-03,0.0,5,0.0,1,125.0,4235
Uralla,2023-06,0.0,7,0.0,1,109.0,4383
Uralla,2023-09,0.0,8,0.0,0,119.0,4428
Uralla,2023-12,0.0,11,0.0,0,116.0,4440
Uralla,2024-03,0.0,12,0.0,3,130.0,4435
Uralla,2024-06,0.0,13,0.0,3,138.0,4411
Uralla,2024-09,0.0,14,0.0,4,127.0,4436
Uralla,2024-12,0.0,16,0.0,4,153.0,4467
Uralla,2025-03,0.0,18,0.0,4,165.0,4477
Uralla,2025-06,0.0,22,0.0,6,160.0,4475
Uralla,2025-09,0.0,26,0.0,6,158.0,4491
Uralla,2025-12,0.0,27,0.0,6,161.0,4517
Uralla,2026-03,0.0,29,0.0,7,161.0,4514
Uralla,2026-06,0.0,38,0.0,12,164.0,4456
Uralla,2026-08,0.0,43,0.0,13,165.0,4479
Wagga Wagga,2022-09,13.0,19,0.0,3,20776.0,18411
Wagga Wagga,2022-12,14.0,24,0.0,4,20998.0,18441
Wagga Wagga,2023-03,17.0,34,0.0,5,20911.0,18559
Wagga Wagga,2023-06,18.0,47,0.0,7,20902.0,18649
Wagga Wagga,2023-09,31.0,50,6.0,9,21545.0,18632
Wagga Wagga,2023-12,45.0,55,9.0,13,21841.0,18534
Wagga Wagga,2024-03,48.0,64,11.0,16,21924.0,18539
Wagga Wagga,2024-06,44.0,72,11.0,18,21795.0,18572
Wagga Wagga,2024-09,52.0,81,11.0,19,22197.0,18494
Wagga Wagga,2024-12,51.0,92,18.0,23,22349.0,18514
Wagga Wagga,2025-03,54.0,99,17.0,27,22327.0,18517
Wagga Wagga,2025-06,59.0,116,18.0,31,22280.0,18498
Wagga Wagga,2025-09,75.0,119,18.0,36,22424.0,18475
Wagga Wagga,2025-12,77.0,128,30.0,40,22545.0,18513
Wagga Wagga,2026-03,87.0,144,34.0,52,22742.0,18517
Wagga Wagga,2026-06,98.0,171,53.0,73,22689.0,18475
Wagga Wagga,2026-08,122.0,182,60.0,87,22747.0,18499
Walcha,2022-09,0.0,0,0.0,0,91.0,2252
Walcha,2022-12,0.0,1,0.0,0,91.0,2266
Walcha,2023-03,0.0,1,0.0,0,111.0,2258
Walcha,2023-06,0.0,1,0.0,0,103.0,2243
Walcha,2023-09,0.0,1,0.0,0,124.0,2216
Walcha,2023-12,0.0,1,0.0,0,111.0,2209
Walcha,2024-03,0.0,1,0.0,0,113.0,2219
Walcha,2024-06,0.0,2,0.0,0,102.0,2215
Walcha,2024-09,0.0,2,0.0,0,111.0,2213
Walcha,2024-12,0.0,2,0.0,1,95.0,2233
Walcha,2025-03,0.0,2,0.0,1,104.0,2190
Walcha,2025-06,0.0,3,0.0,1,111.0,2206
Walcha,2025-09,0.0,3,0.0,2,119.0,2211
Walcha,2025-12,0.0,2,0.0,2,118.0,2207
Walcha,2026-03,0.0,4,0.0,3,134.0,2223
Walcha,2026-06,0.0,6,0.0,3,112.0,2207
Walcha,2026-08,0.0,6,0.0,4,113.0,2220
Walgett,2022-09,0.0,0,0.0,0,435.0,3320
Walgett,2022-12,0.0,0,0.0,0,423.0,3348
Walgett,2023-03,0.0,0,0.0,0,450.0,3347
Walgett,2023-06,0.0,0,0.0,0,426.0,3322
Walgett,2023-09,0.0,0,0.0,0,421.0,3289
Walgett,2023-12,0.0,2,10.0,0,446.0,3314
Walgett,2024-03,0.0,2,10.0,0,456.0,3305
Walgett,2024-06,0.0,2,10.0,0,457.0,3305
Walgett,2024-09,0.0,2,10.0,0,427.0,3307
Walgett,2024-12,0.0,2,10.0,0,415.0,3323
Walgett,2025-03,0.0,6,10.0,0,426.0,3360
Walgett,2025-06,0.0,5,9.0,0,454.0,3345
Walgett,2025-09,0.0,6,9.0,0,469.0,3364
Walgett,2025-12,0.0,6,9.0,1,473.0,3391
Walgett,2026-03,0.0,3,9.0,1,460.0,3328
Walgett,2026-06,0.0,2,8.0,2,451.0,3342
Walgett,2026-08,0.0,3,8.0,3,456.0,3362
Warren,2022-09,0.0,0,0.0,0,244.0,1715
Warren,2022-12,0.0,0,0.0,0,257.0,1714
Warren,2023-03,0.0,0,0.0,0,255.0,1730
Warren,2023-06,0.0,1,0.0,0,265.0,2398
Warren,2023-09,0.0,1,0.0,0,272.0,2409
Warren,2023-12,0.0,1,0.0,0,284.0,2405
Warren,2024-03,0.0,1,0.0,0,274.0,2390
Warren,2024-06,0.0,1,0.0,0,274.0,2398
Warren,2024-09,0.0,2,0.0,0,287.0,2438
Warren,2024-12,0.0,1,0.0,0,291.0,2430
Warren,2025-03,0.0,2,0.0,0,283.0,2409
Warren,2025-06,0.0,3,0.0,2,271.0,2430
Warren,2025-09,0.0,3,0.0,3,257.0,2420
Warren,2025-12,0.0,2,0.0,3,250.0,2462
Warren,2026-03,0.0,2,0.0,4,241.0,2453
Warren,2026-06,0.0,3,0.0,3,226.0,2416
Warren,2026-08,0.0,4,0.0,3,213.0,2432
Warrumbungle Shire,2022-09,0.0,2,0.0,0,745.0,5584
Warrumbungle Shire,2022-12,0.0,2,0.0,1,740.0,5553
Warrumbungle Shire,2023-03,0.0,2,0.0,1,743.0,5572
Warrumbungle Shire,2023-06,0.0,2,0.0,1,763.0,5621
Warrumbungle Shire,2023-09,0.0,2,0.0,1,753.0,5700
Warrumbungle Shire,2023-12,0.0,3,0.0,1,786.0,5717
Warrumbungle Shire,2024-03,0.0,3,0.0,1,768.0,5677
Warrumbungle Shire,2024-06,0.0,3,0.0,2,768.0,5676
Warrumbungle Shire,2024-09,0.0,4,0.0,4,772.0,5681
Warrumbungle Shire,2024-12,0.0,5,0.0,4,776.0,5702
Warrumbungle Shire,2025-03,0.0,6,0.0,5,772.0,5704
Warrumbungle Shire,2025-06,0.0,7,0.0,6,779.0,5653
