lga_name,month,bev_exact,bev_supp,phev_exact,phev_supp,other_exact,other_supp
Warrumbungle Shire,2025-09,0.0,9,0.0,7,794.0,5677
Warrumbungle Shire,2025-12,0.0,11,0.0,7,819.0,5640
Warrumbungle Shire,2026-03,0.0,12,0.0,6,817.0,5624
Warrumbungle Shire,2026-06,0.0,15,0.0,7,796.0,5618
Warrumbungle Shire,2026-08,0.0,16,0.0,8,800.0,5609
Waverley,2022-09,235.0,144,0.0,2,12691.0,15713
Waverley,2022-12,268.0,165,0.0,10,12857.0,15696
Waverley,2023-03,314.0,199,0.0,14,12713.0,15813
Waverley,2023-06,396.0,205,0.0,16,12351.0,15793
Waverley,2023-09,473.0,218,0.0,25,12401.0,15770
Waverley,2023-12,515.0,240,0.0,35,12562.0,15758
Waverley,2024-03,606.0,259,0.0,46,12271.0,15904
Waverley,2024-06,674.0,267,0.0,52,12089.0,15738
Waverley,2024-09,719.0,279,0.0,65,12283.0,15604
Waverley,2024-12,767.0,309,0.0,78,12349.0,15494
Waverley,2025-03,774.0,359,0.0,93,12074.0,15525
Waverley,2025-06,827.0,383,12.0,105,11881.0,15431
Waverley,2025-09,915.0,401,33.0,113,11861.0,15350
Waverley,2025-12,953.0,426,31.0,125,11949.0,15216
Waverley,2026-03,1000.0,469,37.0,143,11907.0,15144
Waverley,2026-06,1125.0,511,36.0,177,11757.0,15089
Waverley,2026-08,1247.0,538,36.0,193,11733.0,15047
Weddin,2022-09,0.0,0,0.0,0,82.0,2710
Weddin,2022-12,0.0,1,0.0,0,82.0,2732
Weddin,2023-03,0.0,1,0.0,0,82.0,2732
Weddin,2023-06,0.0,5,0.0,2,73.0,6403
Weddin,2023-09,0.0,5,0.0,2,72.0,6417
Weddin,2023-12,0.0,6,0.0,2,68.0,6461
Weddin,2024-03,0.0,9,0.0,3,54.0,6443
Weddin,2024-06,0.0,11,0.0,5,67.0,6449
Weddin,2024-09,0.0,11,0.0,6,80.0,6490
Weddin,2024-12,0.0,12,0.0,7,75.0,6523
Weddin,2025-03,0.0,13,0.0,9,76.0,6509
Weddin,2025-06,0.0,16,0.0,11,76.0,6522
Weddin,2025-09,0.0,16,0.0,12,71.0,6523
Weddin,2025-12,0.0,17,0.0,13,78.0,6538
Weddin,2026-03,0.0,17,0.0,14,84.0,6544
Weddin,2026-06,0.0,22,0.0,16,82.0,6549
Weddin,2026-08,0.0,22,0.0,18,75.0,6567
Wentworth,2022-09,0.0,1,0.0,0,155.0,3637
Wentworth,2022-12,0.0,1,0.0,0,148.0,3635
Wentworth,2023-03,0.0,1,0.0,0,151.0,3642
Wentworth,2023-06,0.0,1,0.0,0,159.0,3662
Wentworth,2023-09,0.0,3,0.0,0,146.0,3652
Wentworth,2023-12,0.0,3,0.0,0,159.0,3703
Wentworth,2024-03,0.0,3,0.0,0,159.0,3717
Wentworth,2024-06,0.0,3,0.0,0,146.0,3719
Wentworth,2024-09,0.0,2,0.0,0,154.0,3712
Wentworth,2024-12,0.0,4,0.0,0,168.0,3716
Wentworth,2025-03,0.0,4,0.0,1,183.0,3724
Wentworth,2025-06,0.0,4,0.0,2,189.0,3713
Wentworth,2025-09,0.0,4,0.0,3,187.0,3712
Wentworth,2025-12,0.0,6,0.0,3,204.0,3686
Wentworth,2026-03,0.0,8,0.0,5,209.0,3692
Wentworth,2026-06,0.0,11,0.0,5,196.0,3728
Wentworth,2026-08,0.0,13,0.0,7,178.0,3708
Willoughby,2022-09,372.0,136,0.0,5,25035.0,17282
Willoughby,2022-12,406.0,156,0.0,11,25274.0,17209
Willoughby,2023-03,577.0,194,0.0,19,25135.0,17387
Willoughby,2023-06,726.0,234,0.0,31,25171.0,18340
Willoughby,2023-09,885.0,257,0.0,49,25270.0,18237
Willoughby,2023-12,961.0,263,21.0,62,25283.0,18138
Willoughby,2024-03,1130.0,295,0.0,88,25384.0,18315
Willoughby,2024-06,1232.0,349,11.0,108,25212.0,18219
Willoughby,2024-09,1295.0,362,29.0,114,25328.0,18135
Willoughby,2024-12,1388.0,392,51.0,129,25171.0,17959
Willoughby,2025-03,1429.0,461,57.0,166,25066.0,18030
Willoughby,2025-06,1652.0,489,71.0,191,24007.0,17903
Willoughby,2025-09,1842.0,512,89.0,198,24065.0,17843
Willoughby,2025-12,1911.0,544,78.0,205,22697.0,17473
Willoughby,2026-03,1994.0,581,79.0,229,22061.0,17608
Willoughby,2026-06,2301.0,628,86.0,266,22039.0,17577
Willoughby,2026-08,2579.0,659,92.0,288,21687.0,17475
Wingecarribee,2022-09,80.0,62,0.0,4,13997.0,19331
Wingecarribee,2022-12,78.0,71,0.0,5,14228.0,19271
Wingecarribee,2023-03,90.0,90,0.0,6,14193.0,19268
Wingecarribee,2023-06,126.0,102,0.0,13,13834.0,20725
Wingecarribee,2023-09,161.0,119,0.0,16,13993.0,20707
Wingecarribee,2023-12,175.0,131,0.0,24,14358.0,20611
Wingecarribee,2024-03,198.0,150,6.0,28,14103.0,20656
Wingecarribee,2024-06,209.0,169,6.0,34,14108.0,20745
Wingecarribee,2024-09,211.0,182,6.0,38,14452.0,20675
Wingecarribee,2024-12,237.0,187,6.0,43,14544.0,20643
Wingecarribee,2025-03,236.0,214,7.0,57,14430.0,20709
Wingecarribee,2025-06,267.0,239,13.0,68,14305.0,20678
Wingecarribee,2025-09,292.0,266,15.0,73,14368.0,20676
Wingecarribee,2025-12,327.0,282,24.0,79,14549.0,20592
Wingecarribee,2026-03,361.0,311,31.0,91,14504.0,20646
Wingecarribee,2026-06,471.0,343,37.0,125,14422.0,20626
Wingecarribee,2026-08,547.0,362,49.0,147,14336.0,20652
Wollondilly,2022-09,14.0,26,0.0,0,15118.0,18007
Wollondilly,2022-12,17.0,36,0.0,1,15396.0,18019
Wollondilly,2023-03,20.0,44,0.0,2,15488.0,18133
Wollondilly,2023-06,33.0,55,0.0,7,14842.0,19760
Wollondilly,2023-09,50.0,60,0.0,12,15151.0,19815
Wollondilly,2023-12,67.0,69,0.0,15,15606.0,19866
Wollondilly,2024-03,84.0,86,0.0,17,15727.0,19932
Wollondilly,2024-06,95.0,100,0.0,19,15854.0,19983
Wollondilly,2024-09,99.0,106,0.0,22,16250.0,20064
Wollondilly,2024-12,112.0,120,0.0,29,16720.0,20130
Wollondilly,2025-03,113.0,133,0.0,38,16887.0,20191
Wollondilly,2025-06,119.0,151,0.0,44,17051.0,20181
Wollondilly,2025-09,123.0,166,0.0,44,17371.0,20243
Wollondilly,2025-12,170.0,172,9.0,51,17818.0,20131
Wollondilly,2026-03,179.0,209,9.0,59,18000.0,20187
Wollondilly,2026-06,239.0,237,9.0,79,18061.0,20194
Wollondilly,2026-08,317.0,241,9.0,102,18349.0,20218
Wollongong,2022-09,215.0,109,0.0,4,93383.0,30735
Wollongong,2022-12,238.0,129,0.0,14,94290.0,30779
Wollongong,2023-03,327.0,152,0.0,26,94400.0,30894
Wollongong,2023-06,448.0,168,0.0,29,93392.0,31037
Wollongong,2023-09,564.0,188,0.0,43,94262.0,30918
Wollongong,2023-12,680.0,211,20.0,49,94856.0,30981
Wollongong,2024-03,821.0,242,21.0,59,94981.0,31023
Wollongong,2024-06,970.0,264,36.0,76,94749.0,31077
Wollongong,2024-09,1051.0,291,80.0,85,95128.0,31148
Wollongong,2024-12,1175.0,300,116.0,96,95916.0,31080
Wollongong,2025-03,1234.0,356,176.0,119,96250.0,31215
Wollongong,2025-06,1419.0,384,210.0,123,96258.0,31112
Wollongong,2025-09,1584.0,422,236.0,137,96680.0,31102
Wollongong,2025-12,1766.0,439,249.0,151,97637.0,31022
Wollongong,2026-03,2011.0,490,281.0,171,97795.0,31233
Wollongong,2026-06,2577.0,541,339.0,203,96919.0,31127
Wollongong,2026-08,2872.0,582,403.0,220,97025.0,31084
Woollahra,2022-09,306.0,148,0.0,0,11461.0,13275
Woollahra,2022-12,314.0,165,0.0,8,11496.0,13245
Woollahra,2023-03,371.0,188,0.0,12,11386.0,13323
Woollahra,2023-06,428.0,212,0.0,17,11348.0,13273
Woollahra,2023-09,478.0,220,0.0,30,11320.0,13223
Woollahra,2023-12,513.0,232,0.0,33,11305.0,13227
Woollahra,2024-03,595.0,255,0.0,42,11193.0,13210
Woollahra,2024-06,621.0,280,0.0,51,10991.0,13138
Woollahra,2024-09,657.0,306,0.0,62,10981.0,13057
Woollahra,2024-12,693.0,320,0.0,74,11019.0,12982
Woollahra,2025-03,688.0,360,0.0,93,10887.0,13015
Woollahra,2025-06,694.0,390,0.0,113,10655.0,12969
Woollahra,2025-09,767.0,406,0.0,122,10689.0,12953
Woollahra,2025-12,828.0,419,0.0,136,10735.0,12959
Woollahra,2026-03,878.0,457,0.0,170,10620.0,12976
Woollahra,2026-06,984.0,481,0.0,192,10478.0,12961
Woollahra,2026-08,1041.0,502,0.0,209,10463.0,12947
Yass Valley,2022-09,12.0,40,0.0,1,1424.0,10335
Yass Valley,2022-12,19.0,52,0.0,2,1512.0,10361
Yass Valley,2023-03,22.0,66,0.0,3,1504.0,10362
Yass Valley,2023-06,29.0,79,0.0,4,1504.0,10917
Yass Valley,2023-09,31.0,88,0.0,7,1478.0,10939
Yass Valley,2023-12,29.0,97,0.0,11,1556.0,10957
Yass Valley,2024-03,32.0,112,0.0,12,1560.0,10973
Yass Valley,2024-06,41.0,119,0.0,16,1591.0,10941
Yass Valley,2024-09,42.0,138,0.0,21,1597.0,10963
Yass Valley,2024-12,42.0,150,0.0,23,1614.0,10903
Yass Valley,2025-03,42.0,166,0.0,35,1638.0,10934
Yass Valley,2025-06,42.0,183,8.0,38,1639.0,10951
Yass Valley,2025-09,50.0,193,10.0,44,1642.0,10911
Yass Valley,2025-12,56.0,203,11.0,48,1657.0,10864
Yass Valley,2026-03,59.0,224,11.0,50,1642.0,10864
Yass Valley,2026-06,66.0,256,11.0,59,1648.0,10854
Yass Valley,2026-08,90.0,272,11.0,71,1649.0,10850
