postcode,vehicles,bev,hybrid,recent_vehicles,recent_bev,quarter
3757,9339,83,237,581,36,2025Q3
3757,9361,84,233,670,40,2025Q4
3757,9360,96,245,383,28,2026Q1
3757,9358,115,257,475,45,2026Q2
3758,2385,6,64,121,2,2023Q2
3758,2389,6,65,148,3,2023Q3
3758,2394,8,63,169,5,2023Q4
3758,2391,9,60,94,5,2024Q1
3758,2419,10,60,130,6,2024Q2
3758,2436,11,59,166,7,2024Q3
3758,2454,11,60,190,7,2024Q4
3758,2461,13,57,97,4,2025Q1
3758,2490,15,57,126,4,2025Q2
3758,2534,18,56,158,7,2025Q3
3758,2527,18,53,184,7,2025Q4
3758,2535,20,53,104,4,2026Q1
3758,2514,21,56,126,7,2026Q2
3759,1086,5,22,52,3,2023Q2
3759,1079,6,23,58,4,2023Q3
3759,1082,8,23,75,6,2023Q4
3759,1079,10,25,48,5,2024Q1
3759,1098,11,25,56,6,2024Q2
3759,1106,12,28,76,7,2024Q3
3759,1090,14,26,86,8,2024Q4
3759,1091,14,27,56,3,2025Q1
3759,1089,16,28,66,5,2025Q2
3759,1096,16,29,75,5,2025Q3
3759,1107,18,27,96,7,2025Q4
3759,1111,21,28,57,6,2026Q1
3759,1131,27,30,73,9,2026Q2
3760,414,5,8,20,2,2023Q2
3760,410,5,8,23,2,2023Q3
3760,422,5,10,28,2,2023Q4
3760,417,6,9,12,2,2024Q1
3760,417,6,11,17,2,2024Q2
3760,415,7,9,20,3,2024Q3
3760,417,7,10,23,3,2024Q4
3760,418,6,9,11,1,2025Q1
3760,417,6,10,13,1,2025Q2
3760,415,6,10,13,1,2025Q3
3760,413,5,12,18,1,2025Q4
3760,413,5,13,12,0,2026Q1
3760,413,4,14,14,0,2026Q2
3761,1193,7,38,44,3,2023Q2
3761,1197,7,39,50,3,2023Q3
3761,1201,9,35,70,5,2023Q4
3761,1213,11,36,50,6,2024Q1
3761,1211,11,37,58,6,2024Q2
3761,1228,13,35,74,8,2024Q3
3761,1242,15,36,91,10,2024Q4
3761,1246,18,36,47,5,2025Q1
3761,1254,20,37,66,8,2025Q2
3761,1261,25,39,81,11,2025Q3
3761,1259,26,40,92,13,2025Q4
3761,1267,26,41,48,8,2026Q1
3761,1264,33,42,69,16,2026Q2
3763,1808,7,46,89,6,2023Q2
3763,1829,7,47,118,6,2023Q3
3763,1835,6,49,137,5,2023Q4
3763,1841,6,50,85,3,2024Q1
3763,1844,6,50,111,3,2024Q2
3763,1855,6,53,122,3,2024Q3
3763,1848,6,54,141,3,2024Q4
3763,1853,7,53,73,2,2025Q1
3763,1871,7,51,90,3,2025Q2
3763,1862,9,49,111,5,2025Q3
3763,1848,12,47,123,8,2025Q4
3763,1842,12,46,68,6,2026Q1
3763,1866,16,51,88,9,2026Q2
3764,10340,27,188,649,13,2023Q2
3764,10473,29,189,782,15,2023Q3
3764,10618,36,189,937,19,2023Q4
3764,10743,38,191,574,18,2024Q1
3764,10811,42,194,721,23,2024Q2
3764,10927,41,195,832,22,2024Q3
3764,10954,45,186,954,25,2024Q4
3764,11019,53,192,525,15,2025Q1
3764,11056,59,198,668,21,2025Q2
3764,11005,68,200,797,28,2025Q3
3764,11043,75,201,906,33,2025Q4
3764,11135,85,219,511,27,2026Q1
3764,11174,109,235,644,45,2026Q2
3765,5553,23,111,314,15,2023Q2
3765,5572,27,110,387,17,2023Q3
3765,5598,27,115,467,17,2023Q4
3765,5600,34,114,302,16,2024Q1
3765,5623,36,120,359,18,2024Q2
3765,5631,37,119,403,19,2024Q3
3765,5612,45,119,458,26,2024Q4
3765,5609,48,127,246,15,2025Q1
3765,5593,51,128,306,17,2025Q2
3765,5620,63,132,362,26,2025Q3
3765,5596,69,134,427,33,2025Q4
3765,5624,72,144,232,20,2026Q1
3765,5665,94,150,308,43,2026Q2
3766,1021,5,17,43,3,2023Q2
3766,1034,6,17,50,4,2023Q3
3766,1035,6,16,62,4,2023Q4
3766,1043,7,16,39,3,2024Q1
3766,1044,8,18,47,4,2024Q2
3766,1031,9,19,56,5,2024Q3
3766,1037,11,20,69,7,2024Q4
3766,1027,12,25,34,5,2025Q1
3766,1029,14,23,44,6,2025Q2
3766,1030,17,23,50,9,2025Q3
3766,1029,21,26,56,12,2025Q4
3766,1023,25,25,30,7,2026Q1
3766,1036,31,28,41,11,2026Q2
3767,967,2,15,69,2,2023Q2
3767,964,5,16,76,5,2023Q3
3767,967,5,16,87,5,2023Q4
3767,973,7,17,51,4,2024Q1
3767,979,12,17,72,8,2024Q2
3767,1000,14,17,87,10,2024Q3
3767,992,15,19,94,11,2024Q4
3767,998,17,21,54,9,2025Q1
3767,997,18,20,64,9,2025Q2
3767,1017,20,19,77,10,2025Q3
3767,1009,27,21,90,15,2025Q4
3767,1023,29,21,43,6,2026Q1
3767,1026,33,28,58,10,2026Q2
3770,3376,15,80,216,6,2023Q2
3770,3400,16,80,254,7,2023Q3
3770,3389,18,75,302,9,2023Q4
3770,3436,20,80,173,4,2024Q1
3770,3432,22,81,206,6,2024Q2
3770,3459,23,87,257,7,2024Q3
3770,3496,25,92,297,9,2024Q4
3770,3524,27,95,154,8,2025Q1
3770,3553,29,96,189,10,2025Q2
3770,3599,31,99,222,12,2025Q3
3770,3588,32,100,263,14,2025Q4
3770,3639,33,100,151,10,2026Q1
3770,3648,40,105,189,15,2026Q2
3775,4192,17,87,284,9,2023Q2
3775,4205,18,84,338,10,2023Q3
3775,4170,19,84,383,10,2023Q4
3775,4224,21,85,197,4,2024Q1
3775,4243,22,88,255,6,2024Q2
3775,4238,24,93,315,8,2024Q3
3775,4247,28,90,376,12,2024Q4
3775,4255,34,97,222,11,2025Q1
3775,4309,40,102,284,16,2025Q2
3775,4299,44,107,335,22,2025Q3
3775,4334,48,115,389,25,2025Q4
3775,4328,56,124,180,17,2026Q1
3775,4349,63,126,224,25,2026Q2
3777,10020,36,235,546,15,2023Q2
3777,10118,42,235,678,22,2023Q3
3777,10141,48,251,778,27,2023Q4
3777,10228,56,250,473,23,2024Q1
3777,10346,67,251,608,31,2024Q2
3777,10396,74,269,737,39,2024Q3
3777,10439,79,283,843,45,2024Q4
3777,10388,84,293,479,24,2025Q1
3777,10466,96,309,583,35,2025Q2
3777,10485,107,321,687,47,2025Q3
3777,10509,121,334,782,60,2025Q4
3777,10521,133,346,407,48,2026Q1
3777,10554,164,368,526,78,2026Q2
3779,621,3,11,24,2,2023Q2
3779,631,3,11,32,2,2023Q3
3779,629,3,10,40,2,2023Q4
3779,618,3,10,27,0,2024Q1
3779,613,5,8,35,2,2024Q2
3779,627,5,7,46,2,2024Q3
3779,620,4,11,54,2,2024Q4
3779,630,4,12,32,2,2025Q1
3779,631,4,12,34,2,2025Q2
3779,641,7,11,42,4,2025Q3
3779,639,8,11,51,5,2025Q4
3779,642,10,12,28,2,2026Q1
3779,643,12,13,37,4,2026Q2
3781,3819,12,103,168,6,2023Q2
3781,3838,14,100,205,8,2023Q3
3781,3834,18,99,237,12,2023Q4
3781,3877,18,98,136,9,2024Q1
3781,3913,20,99,177,10,2024Q2
3781,3921,21,98,212,11,2024Q3
3781,3956,23,101,251,13,2024Q4
3781,3952,26,108,146,3,2025Q1
3781,3960,28,114,183,5,2025Q2
3781,3984,32,122,215,9,2025Q3
3781,4003,37,125,255,13,2025Q4
3781,4023,43,127,136,12,2026Q1
3781,4043,56,126,171,26,2026Q2
3782,7268,32,147,394,23,2023Q2
3782,7283,42,144,479,33,2023Q3
3782,7337,52,146,555,43,2023Q4
3782,7375,65,149,329,37,2024Q1
3782,7377,69,146,397,41,2024Q2
3782,7408,74,146,485,47,2024Q3
3782,7391,77,144,547,50,2024Q4
3782,7383,80,146,287,19,2025Q1
3782,7411,93,152,363,31,2025Q2
3782,7419,101,146,439,40,2025Q3
3782,7460,103,160,522,42,2025Q4
3782,7484,121,161,305,36,2026Q1
3782,7510,146,168,396,59,2026Q2
3783,2472,10,57,112,4,2023Q2
3783,2467,11,54,139,4,2023Q3
3783,2498,11,54,166,4,2023Q4
3783,2526,11,59,108,2,2024Q1
3783,2552,13,60,135,4,2024Q2
3783,2562,14,61,162,5,2024Q3
3783,2508,16,64,189,7,2024Q4
3783,2522,19,65,119,7,2025Q1
3783,2526,20,67,146,7,2025Q2
3783,2515,22,70,178,10,2025Q3
3783,2496,22,65,196,11,2025Q4
3783,2492,24,68,115,9,2026Q1
3783,2502,30,74,146,15,2026Q2
3786,1274,8,21,83,4,2023Q2
3786,1273,10,21,97,6,2023Q3
3786,1274,13,22,111,9,2023Q4
3786,1274,16,21,74,10,2024Q1
3786,1271,22,18,88,13,2024Q2
3786,1293,26,17,105,17,2024Q3
3786,1295,31,15,120,22,2024Q4
3786,1306,35,17,72,15,2025Q1
3786,1305,41,17,84,19,2025Q2
3786,1308,49,21,101,26,2025Q3
3786,1331,55,23,113,31,2025Q4
3786,1321,58,24,54,20,2026Q1
3786,1328,62,30,73,26,2026Q2
3787,831,8,15,46,3,2023Q2
3787,840,9,15,54,5,2023Q3
3787,849,10,14,72,6,2023Q4
3787,847,12,14,43,7,2024Q1
3787,861,14,16,58,8,2024Q2
3787,860,15,18,67,10,2024Q3
3787,864,18,20,77,13,2024Q4
3787,856,19,21,32,4,2025Q1
3787,863,24,21,45,9,2025Q2
3787,855,24,24,55,9,2025Q3
3787,848,24,22,60,9,2025Q4
3787,855,27,27,33,8,2026Q1
3787,855,36,28,44,15,2026Q2
3788,1567,12,29,74,7,2023Q2
3788,1546,13,28,83,8,2023Q3
3788,1551,15,27,105,10,2023Q4
3788,1556,16,26,64,5,2024Q1
3788,1561,21,26,90,10,2024Q2
3788,1565,26,24,106,13,2024Q3
3788,1573,29,26,123,14,2024Q4
3788,1559,34,28,76,11,2025Q1
3788,1568,33,31,94,12,2025Q2
3788,1588,35,30,112,15,2025Q3
3788,1599,38,33,139,18,2025Q4
3788,1605,41,39,64,11,2026Q1
3788,1573,43,43,76,12,2026Q2
3791,1264,13,25,46,7,2023Q2
3791,1273,15,26,60,8,2023Q3
3791,1308,16,29,73,10,2023Q4
3791,1313,18,30,51,8,2024Q1
3791,1320,21,30,69,10,2024Q2
3791,1315,25,30,78,13,2024Q3
3791,1309,26,33,94,15,2024Q4
3791,1301,29,36,56,10,2025Q1
3791,1314,32,35,71,13,2025Q2
3791,1308,33,38,81,13,2025Q3
3791,1319,35,40,98,15,2025Q4
3791,1330,38,41,58,7,2026Q1
3791,1338,45,40,74,13,2026Q2
3792,916,10,22,37,5,2023Q2
3792,934,12,23,44,7,2023Q3
3792,916,14,22,51,9,2023Q4
3792,921,17,23,39,10,2024Q1
3792,914,17,23,45,10,2024Q2
3792,922,18,23,50,11,2024Q3
3792,923,21,25,60,14,2024Q4
3792,925,24,24,29,6,2025Q1
3792,922,24,26,46,6,2025Q2
3792,911,24,25,58,6,2025Q3
3792,913,26,25,66,8,2025Q4
3792,905,27,22,36,4,2026Q1
3792,914,34,22,48,11,2026Q2
3793,3420,12,54,173,9,2023Q2
3793,3414,12,52,208,9,2023Q3
3793,3447,19,53,259,16,2023Q4
3793,3474,20,55,150,13,2024Q1
3793,3515,22,59,190,15,2024Q2
3793,3542,25,61,222,17,2024Q3
3793,3594,30,63,257,22,2024Q4
3793,3598,33,64,141,12,2025Q1
3793,3564,40,67,170,18,2025Q2
3793,3584,46,70,201,24,2025Q3
3793,3596,50,77,228,29,2025Q4
3793,3601,55,78,106,20,2026Q1
3793,3603,63,82,143,28,2026Q2
3795,1837,4,40,103,0,2023Q2
3795,1841,6,39,123,2,2023Q3
3795,1863,6,38,152,1,2023Q4
3795,1846,7,36,94,2,2024Q1
3795,1852,8,38,118,3,2024Q2
3795,1851,8,41,129,4,2024Q3
3795,1821,8,40,149,4,2024Q4
3795,1836,6,40,80,2,2025Q1
3795,1831,7,39,103,3,2025Q2
3795,1844,8,42,120,4,2025Q3
3795,1833,9,50,141,4,2025Q4
3795,1849,10,51,60,2,2026Q1
3795,1841,11,53,83,3,2026Q2
3796,8011,25,206,473,17,2023Q2
3796,8049,29,198,589,19,2023Q3
3796,8043,33,197,665,24,2023Q4
3796,8027,40,194,398,24,2024Q1
3796,8093,44,197,492,28,2024Q2
3796,8148,51,200,585,35,2024Q3
3796,8165,55,208,681,39,2024Q4
3796,8228,67,230,381,29,2025Q1
3796,8274,71,230,456,34,2025Q2
3796,8273,80,230,536,43,2025Q3
3796,8320,85,236,619,50,2025Q4
3796,8332,97,245,315,34,2026Q1
3796,8286,116,253,391,51,2026Q2
3797,3698,13,110,192,7,2023Q2
3797,3688,13,109,234,8,2023Q3
3797,3724,13,111,288,8,2023Q4
3797,3781,15,110,187,6,2024Q1
3797,3811,18,111,226,7,2024Q2
3797,3775,15,110,249,5,2024Q3
3797,3793,16,112,281,6,2024Q4
3797,3812,18,118,136,1,2025Q1
3797,3811,18,115,162,1,2025Q2
3797,3811,17,109,181,1,2025Q3
3797,3835,20,113,206,3,2025Q4
3797,3850,21,114,98,3,2026Q1
3797,3917,32,121,134,13,2026Q2
3799,5550,15,200,181,6,2023Q2
3799,5572,14,200,214,6,2023Q3
3799,5580,16,195,245,7,2023Q4
3799,5587,20,195,163,5,2024Q1
3799,5597,23,192,206,8,2024Q2
3799,5643,22,194,240,8,2024Q3
3799,5661,24,195,262,10,2024Q4
3799,5681,27,189,151,8,2025Q1
3799,5689,29,181,188,11,2025Q2
3799,5696,31,177,226,14,2025Q3
3799,5707,34,175,252,17,2025Q4
3799,5690,40,185,140,13,2026Q1
3799,5662,51,194,182,26,2026Q2
3802,17715,79,287,949,48,2023Q2
3802,17830,98,291,1143,66,2023Q3
3802,17892,103,292,1366,72,2023Q4
3802,17980,120,301,845,63,2024Q1
3802,18026,141,318,1062,84,2024Q2
3802,18078,161,354,1278,101,2024Q3
3802,18094,178,394,1465,119,2024Q4
3802,18161,196,417,864,80,2025Q1
3802,18274,226,448,1108,105,2025Q2
3802,18245,244,467,1304,120,2025Q3
3802,18222,264,503,1479,142,2025Q4
3802,18177,307,519,829,117,2026Q1
3802,18303,383,573,1084,185,2026Q2
3803,12184,75,220,1094,48,2023Q2
3803,12333,85,230,1320,57,2023Q3
3803,12377,84,239,1546,58,2023Q4
3803,12443,100,242,1010,59,2024Q1
3803,12565,111,251,1253,72,2024Q2
3803,12559,121,258,1427,81,2024Q3
3803,12561,123,261,1578,85,2024Q4
3803,12527,129,282,759,37,2025Q1
3803,12762,130,307,964,41,2025Q2
3803,12754,133,322,1144,50,2025Q3
3803,12699,145,332,1302,61,2025Q4
3803,12631,149,361,734,44,2026Q1
3803,12624,173,396,901,68,2026Q2
3804,8065,55,129,546,34,2023Q2
3804,8089,63,127,643,42,2023Q3
3804,8106,69,125,762,48,2023Q4
3804,8128,84,127,465,42,2024Q1
3804,8169,90,127,566,48,2024Q2
3804,8229,98,137,658,54,2024Q3
3804,8282,105,139,779,61,2024Q4
3804,8314,114,145,409,30,2025Q1
3804,8309,133,159,525,47,2025Q2
3804,8267,143,167,624,58,2025Q3
3804,8262,152,172,748,69,2025Q4
3804,8284,162,186,417,52,2026Q1
3804,8365,192,200,570,82,2026Q2
3805,43017,224,746,2966,126,2023Q2
3805,43399,265,769,3621,165,2023Q3
3805,43781,307,809,4269,204,2023Q4
3805,43871,356,826,2821,210,2024Q1
3805,44040,430,867,3363,277,2024Q2
3805,44313,481,948,3888,323,2024Q3
3805,44383,524,1005,4395,361,2024Q4
3805,44510,521,1079,2678,214,2025Q1
3805,44903,569,1169,3354,255,2025Q2
3805,44972,610,1244,3934,310,2025Q3
3805,45351,691,1347,4591,380,2025Q4
3805,45237,760,1394,2721,304,2026Q1
3805,45299,883,1486,3355,426,2026Q2
3806,39940,327,530,3541,225,2023Q2
3806,40612,397,545,4311,289,2023Q3
3806,40992,438,572,5018,334,2023Q4
3806,41374,558,591,3506,346,2024Q1
3806,42045,667,665,4274,453,2024Q2
3806,42308,709,738,4952,507,2024Q3
3806,42544,784,823,5680,579,2024Q4
3806,42705,829,916,3549,355,2025Q1
3806,43304,912,1039,4231,445,2025Q2
3806,43418,1016,1138,4974,537,2025Q3
3806,43512,1114,1236,5564,629,2025Q4
3806,43408,1198,1347,3265,448,2026Q1
3806,44058,1454,1591,4221,709,2026Q2
3807,6308,34,81,437,20,2023Q2
3807,6405,42,87,551,27,2023Q3
3807,6406,44,94,650,30,2023Q4
3807,6448,48,98,417,23,2024Q1
3807,6490,60,98,525,35,2024Q2
3807,6488,69,111,634,42,2024Q3
3807,6494,71,113,734,45,2024Q4
3807,6520,74,115,413,23,2025Q1
3807,6578,88,122,529,35,2025Q2
3807,6534,100,132,618,49,2025Q3
3807,6566,111,140,712,59,2025Q4
3807,6600,118,157,357,40,2026Q1
3807,6627,146,173,464,67,2026Q2
3808,3055,18,50,194,8,2023Q2
3808,3061,20,51,229,11,2023Q3
3808,3067,25,46,269,16,2023Q4
3808,3074,26,46,152,15,2024Q1
3808,3087,28,51,196,16,2024Q2
3808,3111,33,48,240,21,2024Q3
3808,3134,35,49,285,24,2024Q4
3808,3151,34,56,155,10,2025Q1
3808,3165,43,62,204,16,2025Q2
3808,3203,49,66,251,22,2025Q3
3808,3190,51,70,284,23,2025Q4
3808,3165,53,77,154,14,2026Q1
3808,3153,67,81,203,29,2026Q2
3809,15458,119,243,1421,84,2023Q2
3809,15920,132,264,1760,96,2023Q3
3809,16325,154,291,2075,117,2023Q4
3809,16726,183,318,1301,94,2024Q1
3809,17099,221,358,1635,129,2024Q2
3809,17482,245,399,1938,153,2024Q3
3809,17745,268,445,2216,179,2024Q4
3809,18054,294,515,1261,121,2025Q1
3809,18453,339,567,1593,158,2025Q2
3809,18906,390,639,1964,210,2025Q3
3809,19335,426,714,2336,248,2025Q4
3809,19622,505,777,1416,206,2026Q1
3809,20346,664,1047,1909,344,2026Q2
3810,44259,154,820,3228,92,2023Q2
3810,44385,176,845,3710,117,2023Q3
3810,44905,212,896,4383,152,2023Q4
3810,45462,243,926,2860,136,2024Q1
3810,45981,276,1022,3562,173,2024Q2
3810,46461,306,1108,4212,199,2024Q3
3810,46707,354,1143,4860,242,2024Q4
3810,46934,379,1211,2838,129,2025Q1
3810,47394,426,1300,3526,172,2025Q2
3810,47804,478,1371,4263,225,2025Q3
3810,48045,517,1431,4899,262,2025Q4
3810,48196,592,1517,2846,214,2026Q1
3810,48690,725,1681,3584,333,2026Q2
3812,2710,5,68,162,3,2023Q2
3812,2712,5,67,190,3,2023Q3
3812,2700,4,66,211,2,2023Q4
3812,2690,6,64,120,2,2024Q1
3812,2715,7,61,146,3,2024Q2
3812,2767,11,61,174,7,2024Q3
3812,2798,12,63,217,8,2024Q4
3812,2816,11,60,127,6,2025Q1
3812,2903,11,62,173,8,2025Q2
3812,2981,13,63,213,9,2025Q3
3812,3062,18,64,253,14,2025Q4
3812,3146,23,65,151,11,2026Q1
3812,3275,33,70,197,20,2026Q2
3813,1179,1,35,65,0,2023Q2
3813,1176,1,35,79,0,2023Q3
3813,1195,1,33,88,0,2023Q4
3813,1201,1,35,48,0,2024Q1
3813,1203,1,33,57,0,2024Q2
3813,1218,1,32,65,0,2024Q3
3813,1199,2,32,83,1,2024Q4
3813,1177,2,27,42,1,2025Q1
3813,1170,3,25,52,2,2025Q2
3813,1178,3,29,76,2,2025Q3
3813,1150,3,29,80,2,2025Q4
3813,1163,4,32,45,2,2026Q1
3813,1165,11,29,59,6,2026Q2
3814,2759,8,57,171,6,2023Q2
3814,2785,9,59,208,7,2023Q3
3814,2811,9,60,241,6,2023Q4
3814,2814,10,58,149,4,2024Q1
3814,2822,10,56,179,4,2024Q2
3814,2833,10,55,208,4,2024Q3
3814,2854,12,57,243,6,2024Q4
3814,2868,12,58,114,1,2025Q1
3814,2888,14,57,147,2,2025Q2
3814,2897,17,56,177,5,2025Q3
3814,2880,17,57,200,6,2025Q4
3814,2885,18,58,107,5,2026Q1
3814,2884,25,62,136,9,2026Q2
3815,3632,7,76,225,5,2023Q2
3815,3693,6,74,267,4,2023Q3
3815,3707,7,71,322,4,2023Q4
3815,3735,12,72,182,8,2024Q1
3815,3782,11,73,226,8,2024Q2
3815,3775,14,74,269,11,2024Q3
3815,3781,19,72,306,16,2024Q4
3815,3812,22,78,174,11,2025Q1
3815,3842,23,77,217,12,2025Q2
3815,3860,23,78,260,13,2025Q3
3815,3917,21,78,293,11,2025Q4
3815,3976,30,80,160,11,2026Q1
3815,4013,35,87,205,16,2026Q2
3816,3438,5,80,204,3,2023Q2
3816,3468,9,82,247,7,2023Q3
3816,3441,10,83,282,8,2023Q4
3816,3507,9,82,166,3,2024Q1
3816,3568,8,79,215,3,2024Q2
3816,3579,11,78,241,5,2024Q3
3816,3591,10,77,276,5,2024Q4
3816,3596,10,77,140,2,2025Q1
3816,3621,10,79,177,2,2025Q2
3816,3616,11,79,208,4,2025Q3
3816,3631,14,80,231,6,2025Q4
3816,3644,16,83,133,6,2026Q1
3816,3654,20,84,166,9,2026Q2
3818,16581,39,307,917,26,2023Q2
3818,16737,48,303,1143,34,2023Q3
3818,16890,57,294,1336,41,2023Q4
3818,17042,68,292,814,40,2024Q1
3818,17184,78,287,1027,52,2024Q2
3818,17309,89,292,1226,62,2024Q3
3818,17373,92,293,1400,66,2024Q4
3818,17437,104,305,765,35,2025Q1
3818,17519,114,322,985,44,2025Q2
3818,17580,124,324,1186,55,2025Q3
3818,17687,140,347,1379,67,2025Q4
3818,17798,168,370,833,67,2026Q1
3818,17875,229,412,1038,122,2026Q2
3820,19194,65,345,1345,38,2023Q2
3820,19327,76,355,1600,48,2023Q3
3820,19597,88,357,1903,60,2023Q4
3820,19757,100,373,1169,56,2024Q1
3820,19891,119,388,1481,72,2024Q2
3820,19932,124,391,1722,79,2024Q3
3820,20035,139,400,2000,94,2024Q4
3820,20045,152,428,1177,57,2025Q1
3820,20161,173,454,1483,75,2025Q2
3820,20270,189,475,1775,92,2025Q3
3820,20444,206,486,2082,114,2025Q4
3820,20684,236,521,1204,86,2026Q1
3820,20875,311,564,1522,157,2026Q2
3821,3850,14,73,213,11,2023Q2
3821,3896,15,73,249,12,2023Q3
3821,3856,14,74,279,12,2023Q4
3821,3909,14,72,162,7,2024Q1
3821,3965,16,72,198,9,2024Q2
3821,4000,16,78,241,10,2024Q3
3821,4008,16,76,276,10,2024Q4
3821,4033,19,79,134,5,2025Q1
3821,4024,21,77,175,7,2025Q2
3821,4030,25,80,213,11,2025Q3
3821,4055,29,84,248,13,2025Q4
3821,4024,32,85,128,13,2026Q1
3821,4054,50,84,178,26,2026Q2
3822,1239,1,35,61,0,2023Q2
3822,1267,1,36,70,0,2023Q3
3822,1263,1,37,87,0,2023Q4
3822,1257,3,36,57,2,2024Q1
3822,1246,3,37,72,2,2024Q2
3822,1266,3,40,83,2,2024Q3
3822,1284,3,39,93,2,2024Q4
3822,1281,4,36,47,2,2025Q1
3822,1294,4,34,62,2,2025Q2
3822,1312,5,33,78,3,2025Q3
3822,1321,5,33,86,3,2025Q4
3822,1328,7,35,51,2,2026Q1
3822,1334,9,38,60,4,2026Q2
3823,2304,9,39,126,4,2023Q2
3823,2308,9,40,142,5,2023Q3
3823,2292,12,40,178,8,2023Q4
3823,2325,13,38,124,8,2024Q1
3823,2365,15,41,163,10,2024Q2
3823,2393,18,44,196,11,2024Q3
3823,2404,20,45,223,13,2024Q4
3823,2393,21,44,112,6,2025Q1
3823,2390,25,42,126,9,2025Q2
3823,2386,27,39,153,12,2025Q3
3823,2382,28,41,180,14,2025Q4
3823,2411,30,45,99,11,2026Q1
3823,2419,42,49,131,24,2026Q2
3824,5708,11,113,333,5,2023Q2
3824,5727,12,111,399,6,2023Q3
3824,5728,14,112,479,8,2023Q4
3824,5682,15,110,251,7,2024Q1
3824,5713,18,108,329,10,2024Q2
3824,5737,20,105,386,12,2024Q3
3824,5712,20,107,442,12,2024Q4
3824,5754,21,110,237,6,2025Q1
3824,5792,27,113,295,10,2025Q2
3824,5808,30,116,361,14,2025Q3
3824,5839,33,113,421,17,2025Q4
3824,5854,40,113,239,16,2026Q1
3824,5882,55,114,293,29,2026Q2
3825,19613,28,546,895,13,2023Q2
3825,19814,31,533,1080,17,2023Q3
3825,19881,35,527,1270,21,2023Q4
3825,19973,39,520,766,19,2024Q1
3825,20138,47,522,995,27,2024Q2
3825,20246,53,524,1213,32,2024Q3
3825,20305,61,515,1405,39,2024Q4
3825,20337,68,525,780,22,2025Q1
3825,20251,78,512,954,29,2025Q2
3825,20357,84,519,1175,34,2025Q3
3825,20403,94,507,1360,43,2025Q4
3825,20410,110,515,746,38,2026Q1
3825,20356,146,531,914,73,2026Q2
3831,2298,4,54,149,1,2023Q2
3831,2346,6,55,192,3,2023Q3
3831,2328,7,55,213,3,2023Q4
3831,2341,9,56,126,4,2024Q1
3831,2343,12,61,155,7,2024Q2
3831,2362,13,60,179,8,2024Q3
3831,2372,13,60,209,9,2024Q4
3831,2369,13,59,106,5,2025Q1
3831,2364,15,63,138,7,2025Q2
3831,2372,16,55,162,8,2025Q3
3831,2402,16,57,191,8,2025Q4
3831,2395,16,54,92,3,2026Q1
3831,2383,21,55,121,8,2026Q2
3835,840,0,20,34,0,2023Q2
3835,852,0,18,36,0,2023Q3
3835,848,0,17,42,0,2023Q4
3835,847,0,17,20,0,2024Q1
3835,866,0,17,29,0,2024Q2
3835,870,0,17,34,0,2024Q3
3835,867,0,16,39,0,2024Q4
3835,871,0,15,23,0,2025Q1
3835,883,1,16,30,0,2025Q2
3835,883,1,18,38,0,2025Q3
3835,886,1,18,40,0,2025Q4
3835,883,3,17,28,1,2026Q1
3835,881,3,17,30,1,2026Q2
3840,16972,31,424,1077,19,2023Q2
3840,17097,33,421,1299,21,2023Q3
3840,17067,39,407,1565,27,2023Q4
3840,17129,40,400,950,20,2024Q1
3840,17242,46,389,1123,28,2024Q2
3840,17534,48,389,1378,32,2024Q3
3840,17505,53,395,1576,38,2024Q4
3840,17496,60,388,820,25,2025Q1
3840,17700,68,391,1100,31,2025Q2
3840,17712,77,415,1330,40,2025Q3
3840,17735,82,423,1525,44,2025Q4
3840,17779,86,433,963,18,2026Q1
3840,17684,96,458,1144,31,2026Q2
3842,3970,5,94,188,2,2023Q2
3842,4022,4,88,241,2,2023Q3
3842,4037,5,86,286,3,2023Q4
3842,4036,7,81,185,3,2024Q1
3842,4074,9,83,222,5,2024Q2
3842,4090,9,83,264,5,2024Q3
3842,4103,10,85,293,7,2024Q4
3842,4126,10,83,147,4,2025Q1
3842,4123,12,83,187,6,2025Q2
3842,4133,14,81,230,9,2025Q3
3842,4166,15,76,272,10,2025Q4
3842,4141,17,72,157,9,2026Q1
3842,4128,23,75,194,16,2026Q2
3844,31173,98,516,2730,59,2023Q2
3844,31276,113,507,3261,78,2023Q3
3844,31452,128,508,3829,93,2023Q4
3844,31667,147,519,2453,77,2024Q1
3844,31805,166,532,2964,95,2024Q2
3844,31728,188,560,3447,114,2024Q3
3844,31827,196,598,3958,123,2024Q4
3844,31941,209,631,2377,82,2025Q1
3844,32094,225,651,2828,102,2025Q2
3844,32232,237,684,3347,113,2025Q3
3844,32356,254,710,3869,130,2025Q4
3844,32507,274,743,2322,87,2026Q1
3844,32703,368,826,2806,176,2026Q2
3847,2673,1,48,126,1,2023Q2
3847,2680,2,47,151,2,2023Q3
3847,2670,2,44,186,2,2023Q4
3847,2674,3,42,97,2,2024Q1
3847,2688,4,38,130,3,2024Q2
3847,2676,5,42,160,3,2024Q3
3847,2718,6,43,195,4,2024Q4
3847,2744,6,44,110,1,2025Q1
3847,2736,7,43,135,2,2025Q2
3847,2746,7,41,157,2,2025Q3
3847,2751,8,43,183,3,2025Q4
3847,2753,8,43,85,2,2026Q1
3847,2760,12,46,112,5,2026Q2
3850,13944,30,209,961,16,2023Q2
