state,lga_name,month,bev_exact,bev_supp,phev_exact,phev_supp,other_exact,other_supp
NSW,Albury,2023-01,0,3,0,0,0,106
NSW,Albury,2023-02,0,5,0,0,0,91
NSW,Albury,2023-03,0,0,0,0,0,10
NSW,Albury,2023-04,0,0,0,0,0,26
NSW,Albury,2023-05,0,4,0,0,0,103
NSW,Albury,2023-06,0,1,0,1,0,135
NSW,Albury,2023-07,0,4,0,1,0,105
NSW,Albury,2023-08,0,1,0,1,0,151
NSW,Albury,2023-09,0,5,0,2,0,117
NSW,Albury,2023-10,0,3,0,2,0,137
NSW,Albury,2023-11,0,5,0,0,0,130
NSW,Albury,2023-12,0,3,0,2,0,83
NSW,Albury,2024-01,0,2,0,0,0,105
NSW,Albury,2024-02,0,1,0,0,0,15
NSW,Albury,2024-03,0,1,0,1,0,21
NSW,Albury,2024-04,0,3,0,0,0,88
NSW,Albury,2024-05,0,5,0,0,0,73
NSW,Albury,2024-06,0,2,0,2,0,116
NSW,Albury,2024-07,0,8,0,2,0,108
NSW,Albury,2024-08,0,6,0,2,0,100
NSW,Albury,2024-09,0,0,0,0,0,96
NSW,Albury,2024-10,0,5,0,4,0,104
NSW,Albury,2024-11,0,0,0,2,0,91
NSW,Albury,2024-12,0,4,0,1,0,86
NSW,Albury,2025-01,0,1,0,1,0,96
NSW,Albury,2025-02,0,6,0,3,0,89
NSW,Albury,2025-03,0,4,0,5,0,126
NSW,Albury,2025-04,0,4,0,2,0,82
NSW,Albury,2025-05,0,5,0,2,0,97
NSW,Albury,2025-06,0,3,0,1,0,122
NSW,Albury,2025-07,0,5,0,2,0,140
NSW,Albury,2025-08,0,5,0,3,0,110
NSW,Albury,2025-09,0,8,0,3,0,111
NSW,Albury,2025-10,0,2,0,2,0,108
NSW,Albury,2025-11,0,4,0,0,0,116
NSW,Albury,2025-12,0,4,0,6,0,87
NSW,Albury,2026-01,0,6,0,7,0,98
NSW,Albury,2026-02,0,6,0,6,0,100
NSW,Albury,2026-03,0,15,0,4,0,115
NSW,Albury,2026-04,0,9,0,7,0,96
NSW,Albury,2026-05,0,29,0,8,0,97
NSW,Albury,2026-06,0,25,0,10,0,109
NSW,Albury,2026-07,0,15,0,11,0,86
NSW,Albury,2026-08,0,23,0,11,0,84
NSW,Armidale Regional,2023-01,0,1,0,0,0,51
NSW,Armidale Regional,2023-02,0,2,0,1,0,39
NSW,Armidale Regional,2023-03,0,0,0,0,0,8
NSW,Armidale Regional,2023-04,0,0,0,1,0,11
NSW,Armidale Regional,2023-05,0,2,0,1,0,56
NSW,Armidale Regional,2023-06,0,0,0,0,0,51
NSW,Armidale Regional,2023-07,0,1,0,1,0,57
NSW,Armidale Regional,2023-08,0,2,0,0,0,51
NSW,Armidale Regional,2023-09,0,0,0,0,0,59
NSW,Armidale Regional,2023-10,0,1,0,0,0,61
NSW,Armidale Regional,2023-11,0,2,0,1,0,43
NSW,Armidale Regional,2023-12,0,2,0,0,0,58
NSW,Armidale Regional,2024-01,0,2,0,0,0,48
NSW,Armidale Regional,2024-02,0,0,0,0,0,9
NSW,Armidale Regional,2024-03,0,0,0,1,0,12
NSW,Armidale Regional,2024-04,0,1,0,0,0,47
NSW,Armidale Regional,2024-05,0,0,0,1,0,41
NSW,Armidale Regional,2024-06,0,5,0,0,0,36
NSW,Armidale Regional,2024-07,0,2,0,2,0,47
NSW,Armidale Regional,2024-08,0,3,0,1,0,57
NSW,Armidale Regional,2024-09,0,3,0,2,0,64
NSW,Armidale Regional,2024-10,0,2,0,1,0,49
NSW,Armidale Regional,2024-11,0,1,0,1,0,57
NSW,Armidale Regional,2024-12,0,2,0,0,0,50
NSW,Armidale Regional,2025-01,0,1,0,1,0,56
NSW,Armidale Regional,2025-02,0,4,0,3,0,52
NSW,Armidale Regional,2025-03,0,1,0,1,0,61
NSW,Armidale Regional,2025-04,0,2,0,0,0,50
NSW,Armidale Regional,2025-05,0,0,0,2,0,52
NSW,Armidale Regional,2025-06,0,2,0,0,0,55
NSW,Armidale Regional,2025-07,0,1,0,0,0,54
NSW,Armidale Regional,2025-08,0,1,0,0,0,51
NSW,Armidale Regional,2025-09,0,1,0,1,0,41
NSW,Armidale Regional,2025-10,0,1,0,1,0,50
NSW,Armidale Regional,2025-11,0,3,0,1,0,46
NSW,Armidale Regional,2025-12,0,1,0,1,0,41
NSW,Armidale Regional,2026-01,0,2,0,1,0,43
NSW,Armidale Regional,2026-02,0,1,0,0,0,41
NSW,Armidale Regional,2026-03,0,5,0,3,0,44
NSW,Armidale Regional,2026-04,0,7,0,5,0,37
NSW,Armidale Regional,2026-05,0,10,0,1,0,46
NSW,Armidale Regional,2026-06,0,10,0,1,0,57
NSW,Armidale Regional,2026-07,0,9,0,5,0,46
NSW,Armidale Regional,2026-08,0,11,0,0,0,36
NSW,Ballina,2023-01,0,9,0,0,0,81
NSW,Ballina,2023-02,0,7,0,0,0,69
NSW,Ballina,2023-03,0,0,0,0,0,5
NSW,Ballina,2023-04,0,0,0,0,0,19
NSW,Ballina,2023-05,0,9,0,0,0,96
NSW,Ballina,2023-06,0,6,0,2,0,123
NSW,Ballina,2023-07,0,8,0,0,0,88
NSW,Ballina,2023-08,0,5,0,0,0,101
NSW,Ballina,2023-09,0,4,0,1,0,89
NSW,Ballina,2023-10,0,6,0,0,0,81
NSW,Ballina,2023-11,0,8,0,0,0,111
NSW,Ballina,2023-12,0,5,0,1,0,68
NSW,Ballina,2024-01,0,6,0,0,0,75
NSW,Ballina,2024-02,0,1,0,0,0,10
NSW,Ballina,2024-03,0,1,0,0,0,21
NSW,Ballina,2024-04,0,4,0,2,0,77
NSW,Ballina,2024-05,0,7,0,0,0,68
NSW,Ballina,2024-06,0,9,0,2,0,105
NSW,Ballina,2024-07,0,4,0,2,0,95
NSW,Ballina,2024-08,0,6,0,1,0,79
NSW,Ballina,2024-09,0,6,0,0,0,93
NSW,Ballina,2024-10,0,10,0,0,0,87
NSW,Ballina,2024-11,0,7,0,0,0,73
NSW,Ballina,2024-12,0,4,0,0,0,80
NSW,Ballina,2025-01,0,3,0,3,0,72
NSW,Ballina,2025-02,0,1,0,2,0,92
NSW,Ballina,2025-03,0,5,0,2,0,91
NSW,Ballina,2025-04,0,3,0,2,0,86
NSW,Ballina,2025-05,0,10,0,2,0,88
NSW,Ballina,2025-06,0,14,0,7,0,108
NSW,Ballina,2025-07,0,8,0,3,0,84
NSW,Ballina,2025-08,0,5,0,0,0,87
NSW,Ballina,2025-09,0,8,0,6,0,81
NSW,Ballina,2025-10,0,6,0,3,0,78
NSW,Ballina,2025-11,0,8,0,2,0,91
NSW,Ballina,2025-12,0,9,0,0,0,106
NSW,Ballina,2026-01,0,5,0,1,0,74
NSW,Ballina,2026-02,0,10,0,4,0,75
NSW,Ballina,2026-03,0,17,0,8,0,82
NSW,Ballina,2026-04,0,27,0,5,0,60
NSW,Ballina,2026-05,0,32,0,9,0,71
NSW,Ballina,2026-06,0,35,0,10,0,102
NSW,Ballina,2026-07,0,30,0,12,0,72
NSW,Ballina,2026-08,0,29,0,7,0,60
NSW,Balranald,2023-01,0,0,0,0,0,2
NSW,Balranald,2023-02,0,0,0,0,0,3
NSW,Balranald,2023-04,0,0,0,0,0,1
NSW,Balranald,2023-05,0,0,0,0,0,12
NSW,Balranald,2023-06,0,0,0,0,0,6
NSW,Balranald,2023-07,0,0,0,0,0,6
NSW,Balranald,2023-08,0,0,0,0,0,9
NSW,Balranald,2023-09,0,0,0,0,0,1
NSW,Balranald,2023-10,0,0,0,0,0,2
NSW,Balranald,2023-11,0,0,0,0,0,8
NSW,Balranald,2023-12,0,0,0,0,0,4
NSW,Balranald,2024-01,0,0,0,0,0,3
NSW,Balranald,2024-03,0,0,0,0,0,2
NSW,Balranald,2024-04,0,0,0,0,0,7
NSW,Balranald,2024-05,0,0,0,0,0,3
NSW,Balranald,2024-06,0,0,0,0,0,4
NSW,Balranald,2024-07,0,0,0,0,0,6
NSW,Balranald,2024-08,0,0,0,0,0,4
NSW,Balranald,2024-09,0,0,0,0,0,2
NSW,Balranald,2024-10,0,0,0,0,0,5
NSW,Balranald,2024-11,0,0,0,0,0,5
NSW,Balranald,2024-12,0,0,0,0,0,8
NSW,Balranald,2025-01,0,0,0,0,0,3
NSW,Balranald,2025-02,0,0,0,0,0,1
NSW,Balranald,2025-03,0,0,0,0,0,7
NSW,Balranald,2025-04,0,0,0,0,0,5
NSW,Balranald,2025-05,0,0,0,0,0,3
NSW,Balranald,2025-06,0,0,0,0,0,5
NSW,Balranald,2025-07,0,0,0,0,0,4
NSW,Balranald,2025-08,0,0,0,0,0,6
NSW,Balranald,2025-09,0,0,0,0,0,11
NSW,Balranald,2025-10,0,0,0,0,0,7
NSW,Balranald,2025-11,0,0,0,0,0,7
NSW,Balranald,2025-12,0,0,0,0,0,8
NSW,Balranald,2026-01,0,0,0,0,0,2
NSW,Balranald,2026-02,0,0,0,0,0,4
NSW,Balranald,2026-03,0,0,0,0,0,1
NSW,Balranald,2026-04,0,0,0,0,0,8
NSW,Balranald,2026-05,0,0,0,0,0,6
NSW,Balranald,2026-06,0,0,0,0,0,6
NSW,Balranald,2026-07,0,0,0,0,0,4
NSW,Balranald,2026-08,0,0,0,0,0,3
NSW,Bathurst Regional,2023-01,0,3,0,0,0,110
NSW,Bathurst Regional,2023-02,0,5,0,0,0,80
NSW,Bathurst Regional,2023-03,0,0,0,0,0,15
NSW,Bathurst Regional,2023-04,0,3,0,0,0,46
NSW,Bathurst Regional,2023-05,0,4,0,1,0,93
NSW,Bathurst Regional,2023-06,0,4,0,1,0,127
NSW,Bathurst Regional,2023-07,0,1,0,1,0,103
NSW,Bathurst Regional,2023-08,0,3,0,1,0,140
NSW,Bathurst Regional,2023-09,0,7,0,0,0,127
NSW,Bathurst Regional,2023-10,0,0,0,1,0,111
NSW,Bathurst Regional,2023-11,0,9,0,1,0,103
NSW,Bathurst Regional,2023-12,0,3,0,3,0,105
NSW,Bathurst Regional,2024-01,0,2,0,1,0,111
NSW,Bathurst Regional,2024-02,0,0,0,0,0,6
NSW,Bathurst Regional,2024-03,0,0,0,0,0,16
NSW,Bathurst Regional,2024-04,0,4,0,1,0,90
NSW,Bathurst Regional,2024-05,0,2,0,1,0,112
NSW,Bathurst Regional,2024-06,0,4,0,0,0,116
NSW,Bathurst Regional,2024-07,0,2,0,1,0,107
NSW,Bathurst Regional,2024-08,0,1,0,0,0,114
NSW,Bathurst Regional,2024-09,0,2,0,2,0,120
NSW,Bathurst Regional,2024-10,0,6,0,1,0,103
NSW,Bathurst Regional,2024-11,0,1,0,1,0,107
NSW,Bathurst Regional,2024-12,0,3,0,0,0,103
NSW,Bathurst Regional,2025-01,0,2,0,1,0,82
NSW,Bathurst Regional,2025-02,0,1,0,3,0,99
NSW,Bathurst Regional,2025-03,0,1,0,3,0,102
NSW,Bathurst Regional,2025-04,0,7,0,0,0,106
NSW,Bathurst Regional,2025-05,0,4,0,1,0,142
NSW,Bathurst Regional,2025-06,0,5,0,0,0,117
NSW,Bathurst Regional,2025-07,0,3,0,1,0,97
NSW,Bathurst Regional,2025-08,0,3,0,4,0,113
NSW,Bathurst Regional,2025-09,0,5,0,0,0,94
NSW,Bathurst Regional,2025-10,0,2,0,1,0,104
NSW,Bathurst Regional,2025-11,0,3,0,3,0,97
NSW,Bathurst Regional,2025-12,0,7,0,1,0,104
NSW,Bathurst Regional,2026-01,0,2,0,3,0,95
NSW,Bathurst Regional,2026-02,0,3,0,0,0,96
NSW,Bathurst Regional,2026-03,0,8,0,4,0,87
NSW,Bathurst Regional,2026-04,0,12,0,3,0,95
NSW,Bathurst Regional,2026-05,0,12,0,4,0,119
NSW,Bathurst Regional,2026-06,0,22,0,9,0,110
NSW,Bathurst Regional,2026-07,0,14,0,8,0,99
NSW,Bathurst Regional,2026-08,0,14,0,7,0,80
NSW,Bayside,2023-01,0,20,0,2,0,324
NSW,Bayside,2023-02,0,23,0,1,0,260
NSW,Bayside,2023-03,0,6,0,0,0,34
NSW,Bayside,2023-04,0,7,0,0,0,101
NSW,Bayside,2023-05,0,45,0,1,0,317
NSW,Bayside,2023-06,0,38,0,0,0,401
NSW,Bayside,2023-07,0,32,0,1,0,339
NSW,Bayside,2023-08,0,17,0,7,0,404
NSW,Bayside,2023-09,6,40,0,4,0,401
NSW,Bayside,2023-10,0,32,0,6,0,377
NSW,Bayside,2023-11,0,42,0,5,6,345
NSW,Bayside,2023-12,0,30,0,4,0,238
NSW,Bayside,2024-01,0,34,0,6,0,344
NSW,Bayside,2024-02,0,5,0,0,0,38
NSW,Bayside,2024-03,0,7,0,0,0,74
NSW,Bayside,2024-04,0,24,0,1,0,239
NSW,Bayside,2024-05,0,27,0,2,0,206
NSW,Bayside,2024-06,0,32,0,13,0,352
NSW,Bayside,2024-07,0,28,0,14,0,321
NSW,Bayside,2024-08,0,37,0,14,0,326
NSW,Bayside,2024-09,0,26,0,11,0,333
NSW,Bayside,2024-10,0,25,0,10,0,297
NSW,Bayside,2024-11,0,30,0,17,0,320
NSW,Bayside,2024-12,0,36,0,11,0,276
NSW,Bayside,2025-01,0,13,0,13,0,255
NSW,Bayside,2025-02,0,21,0,13,0,314
NSW,Bayside,2025-03,0,32,0,23,0,295
NSW,Bayside,2025-04,0,20,0,4,0,267
NSW,Bayside,2025-05,0,38,0,12,0,327
NSW,Bayside,2025-06,0,68,0,14,0,357
NSW,Bayside,2025-07,0,28,0,24,0,301
NSW,Bayside,2025-08,0,39,0,10,0,302
NSW,Bayside,2025-09,0,64,0,10,0,270
NSW,Bayside,2025-10,0,29,0,12,0,309
NSW,Bayside,2025-11,0,37,0,10,0,288
NSW,Bayside,2025-12,0,47,0,15,0,292
NSW,Bayside,2026-01,0,28,0,11,0,241
NSW,Bayside,2026-02,0,47,0,18,0,244
NSW,Bayside,2026-03,0,67,0,21,0,276
NSW,Bayside,2026-04,0,55,0,22,0,203
NSW,Bayside,2026-05,0,98,0,19,0,256
NSW,Bayside,2026-06,0,101,0,43,0,329
NSW,Bayside,2026-07,0,88,0,28,0,247
NSW,Bayside,2026-08,0,92,0,31,0,210
NSW,Bega Valley,2023-01,0,5,0,0,0,62
NSW,Bega Valley,2023-02,0,8,0,0,0,49
NSW,Bega Valley,2023-03,0,0,0,0,0,10
NSW,Bega Valley,2023-04,0,1,0,1,0,14
NSW,Bega Valley,2023-05,0,2,0,1,0,71
NSW,Bega Valley,2023-06,0,5,0,1,0,68
NSW,Bega Valley,2023-07,0,4,0,0,0,70
NSW,Bega Valley,2023-08,0,3,0,1,0,73
NSW,Bega Valley,2023-09,0,3,0,1,0,96
NSW,Bega Valley,2023-10,0,2,0,1,0,81
NSW,Bega Valley,2023-11,0,3,0,3,0,86
NSW,Bega Valley,2023-12,0,5,0,0,0,56
NSW,Bega Valley,2024-01,0,3,0,2,0,67
NSW,Bega Valley,2024-02,0,0,0,0,0,9
NSW,Bega Valley,2024-03,0,1,0,0,0,15
NSW,Bega Valley,2024-04,0,3,0,1,0,54
NSW,Bega Valley,2024-05,0,2,0,0,0,45
NSW,Bega Valley,2024-06,0,2,0,1,0,81
NSW,Bega Valley,2024-07,0,1,0,1,0,68
NSW,Bega Valley,2024-08,0,2,0,2,0,90
NSW,Bega Valley,2024-09,0,5,0,0,0,63
NSW,Bega Valley,2024-10,0,3,0,1,0,72
NSW,Bega Valley,2024-11,0,3,0,1,0,48
NSW,Bega Valley,2024-12,0,4,0,0,0,71
NSW,Bega Valley,2025-01,0,1,0,2,0,47
NSW,Bega Valley,2025-02,0,2,0,2,0,73
NSW,Bega Valley,2025-03,0,5,0,5,0,60
NSW,Bega Valley,2025-04,0,2,0,2,0,55
NSW,Bega Valley,2025-05,0,6,0,0,0,77
NSW,Bega Valley,2025-06,0,7,0,1,0,66
NSW,Bega Valley,2025-07,0,2,0,0,0,60
NSW,Bega Valley,2025-08,0,8,0,1,0,48
NSW,Bega Valley,2025-09,0,1,0,1,0,60
NSW,Bega Valley,2025-10,0,3,0,1,0,63
NSW,Bega Valley,2025-11,0,3,0,1,0,67
NSW,Bega Valley,2025-12,0,4,0,0,0,55
NSW,Bega Valley,2026-01,0,2,0,0,0,52
NSW,Bega Valley,2026-02,0,7,0,2,0,73
NSW,Bega Valley,2026-03,0,11,0,2,0,68
NSW,Bega Valley,2026-04,0,14,0,0,0,47
NSW,Bega Valley,2026-05,0,11,0,1,0,61
NSW,Bega Valley,2026-06,0,18,0,3,0,67
NSW,Bega Valley,2026-07,0,13,0,5,0,68
NSW,Bega Valley,2026-08,0,12,0,2,0,49
NSW,Bellingen,2023-01,0,1,0,0,0,19
NSW,Bellingen,2023-02,0,0,0,0,0,17
NSW,Bellingen,2023-03,0,0,0,0,0,1
NSW,Bellingen,2023-04,0,1,0,0,0,3
NSW,Bellingen,2023-05,0,1,0,0,0,13
NSW,Bellingen,2023-06,0,1,0,0,0,38
NSW,Bellingen,2023-07,0,2,0,0,0,22
NSW,Bellingen,2023-08,0,1,0,0,0,23
NSW,Bellingen,2023-09,0,5,0,1,0,23
NSW,Bellingen,2023-10,0,1,0,0,0,15
NSW,Bellingen,2023-11,0,2,0,1,0,36
NSW,Bellingen,2023-12,0,1,0,0,0,12
NSW,Bellingen,2024-01,0,3,0,0,0,22
NSW,Bellingen,2024-02,0,0,0,0,0,2
NSW,Bellingen,2024-03,0,0,0,0,0,7
NSW,Bellingen,2024-04,0,1,0,0,0,16
NSW,Bellingen,2024-05,0,1,0,1,0,22
NSW,Bellingen,2024-06,0,0,0,0,0,29
NSW,Bellingen,2024-07,0,1,0,0,0,21
NSW,Bellingen,2024-08,0,0,0,0,0,18
NSW,Bellingen,2024-09,0,1,0,0,0,23
NSW,Bellingen,2024-10,0,6,0,0,0,23
NSW,Bellingen,2024-11,0,2,0,1,0,28
NSW,Bellingen,2024-12,0,3,0,0,0,23
NSW,Bellingen,2025-01,0,1,0,1,0,19
NSW,Bellingen,2025-02,0,0,0,0,0,23
NSW,Bellingen,2025-03,0,1,0,0,0,25
NSW,Bellingen,2025-04,0,3,0,0,0,20
NSW,Bellingen,2025-05,0,2,0,0,0,23
NSW,Bellingen,2025-06,0,0,0,0,0,28
NSW,Bellingen,2025-07,0,2,0,0,0,19
NSW,Bellingen,2025-08,0,0,0,0,0,22
NSW,Bellingen,2025-09,0,1,0,0,0,13
NSW,Bellingen,2025-10,0,4,0,0,0,25
NSW,Bellingen,2025-11,0,1,0,1,0,20
NSW,Bellingen,2025-12,0,1,0,0,0,19
NSW,Bellingen,2026-01,0,1,0,0,0,29
NSW,Bellingen,2026-02,0,4,0,0,0,20
NSW,Bellingen,2026-03,0,6,0,3,0,35
NSW,Bellingen,2026-04,0,4,0,3,0,20
NSW,Bellingen,2026-05,0,15,0,1,0,26
NSW,Bellingen,2026-06,0,23,0,3,0,30
NSW,Bellingen,2026-07,0,9,0,2,0,21
NSW,Bellingen,2026-08,0,10,0,4,0,9
NSW,Berrigan,2023-01,0,1,0,0,0,17
NSW,Berrigan,2023-02,0,1,0,0,0,12
NSW,Berrigan,2023-03,0,0,0,0,0,1
NSW,Berrigan,2023-04,0,0,0,0,0,5
NSW,Berrigan,2023-05,0,0,0,0,0,21
NSW,Berrigan,2023-06,0,1,0,0,0,15
NSW,Berrigan,2023-07,0,0,0,1,0,16
NSW,Berrigan,2023-08,0,1,0,0,0,10
NSW,Berrigan,2023-09,0,0,0,0,0,13
NSW,Berrigan,2023-10,0,1,0,0,0,21
NSW,Berrigan,2023-11,0,1,0,0,0,20
NSW,Berrigan,2023-12,0,0,0,0,0,12
NSW,Berrigan,2024-01,0,0,0,0,0,21
NSW,Berrigan,2024-03,0,0,0,0,0,4
NSW,Berrigan,2024-04,0,0,0,0,0,6
NSW,Berrigan,2024-05,0,0,0,0,0,8
NSW,Berrigan,2024-06,0,0,0,0,0,26
NSW,Berrigan,2024-07,0,0,0,0,0,14
NSW,Berrigan,2024-08,0,0,0,0,0,19
NSW,Berrigan,2024-09,0,0,0,0,0,20
NSW,Berrigan,2024-10,0,0,0,1,0,26
NSW,Berrigan,2024-11,0,1,0,2,0,24
NSW,Berrigan,2024-12,0,0,0,1,0,31
NSW,Berrigan,2025-01,0,0,0,0,0,14
NSW,Berrigan,2025-02,0,0,0,1,0,19
NSW,Berrigan,2025-03,0,0,0,1,0,15
NSW,Berrigan,2025-04,0,0,0,0,0,25
NSW,Berrigan,2025-05,0,0,0,0,0,16
NSW,Berrigan,2025-06,0,1,0,0,0,17
NSW,Berrigan,2025-07,0,0,0,1,0,14
NSW,Berrigan,2025-08,0,0,0,0,0,22
NSW,Berrigan,2025-09,0,2,0,1,0,22
NSW,Berrigan,2025-10,0,1,0,0,0,15
NSW,Berrigan,2025-11,0,1,0,1,0,15
NSW,Berrigan,2025-12,0,0,0,0,0,13
NSW,Berrigan,2026-01,0,0,0,0,0,10
NSW,Berrigan,2026-02,0,1,0,1,0,14
NSW,Berrigan,2026-03,0,0,0,0,0,15
NSW,Berrigan,2026-04,0,1,0,0,0,9
NSW,Berrigan,2026-05,0,4,0,2,0,16
NSW,Berrigan,2026-06,0,3,0,1,0,25
NSW,Berrigan,2026-07,0,0,0,2,0,12
NSW,Berrigan,2026-08,0,0,0,2,0,11
NSW,Blacktown,2023-01,7,42,0,2,0,616
NSW,Blacktown,2023-02,0,54,0,2,0,489
NSW,Blacktown,2023-03,0,11,0,0,0,84
NSW,Blacktown,2023-04,0,19,0,1,0,213
NSW,Blacktown,2023-05,6,72,0,2,0,652
NSW,Blacktown,2023-06,29,55,0,6,0,710
NSW,Blacktown,2023-07,28,61,0,3,6,700
NSW,Blacktown,2023-08,6,52,0,11,6,793
NSW,Blacktown,2023-09,34,71,0,11,18,771
NSW,Blacktown,2023-10,0,50,0,12,6,695
NSW,Blacktown,2023-11,13,71,0,12,12,688
NSW,Blacktown,2023-12,0,50,0,7,0,477
NSW,Blacktown,2024-01,0,41,0,11,7,629
NSW,Blacktown,2024-02,0,7,0,1,0,110
NSW,Blacktown,2024-03,0,24,0,3,0,183
NSW,Blacktown,2024-04,0,39,0,11,0,550
NSW,Blacktown,2024-05,0,35,0,5,7,510
NSW,Blacktown,2024-06,8,78,0,7,32,773
NSW,Blacktown,2024-07,0,59,0,14,38,663
NSW,Blacktown,2024-08,0,45,0,16,18,690
NSW,Blacktown,2024-09,0,55,0,14,0,640
NSW,Blacktown,2024-10,0,60,0,15,0,662
NSW,Blacktown,2024-11,6,58,0,16,13,610
NSW,Blacktown,2024-12,0,69,0,15,0,595
NSW,Blacktown,2025-01,0,32,0,18,0,573
NSW,Blacktown,2025-02,0,70,0,29,12,669
NSW,Blacktown,2025-03,0,76,0,41,6,657
NSW,Blacktown,2025-04,0,46,0,8,20,578
NSW,Blacktown,2025-05,8,77,0,11,6,700
NSW,Blacktown,2025-06,18,99,0,17,7,771
NSW,Blacktown,2025-07,0,74,0,10,8,735
NSW,Blacktown,2025-08,0,100,0,12,22,641
NSW,Blacktown,2025-09,0,93,0,16,6,677
NSW,Blacktown,2025-10,0,80,0,20,0,655
NSW,Blacktown,2025-11,0,80,0,23,6,604
NSW,Blacktown,2025-12,0,83,0,31,13,605
NSW,Blacktown,2026-01,0,54,0,23,0,609
NSW,Blacktown,2026-02,8,105,0,32,0,606
NSW,Blacktown,2026-03,0,134,0,50,8,642
NSW,Blacktown,2026-04,32,120,0,52,6,495
NSW,Blacktown,2026-05,77,148,0,73,6,556
NSW,Blacktown,2026-06,159,174,6,92,0,697
NSW,Blacktown,2026-07,91,179,0,85,0,589
NSW,Blacktown,2026-08,83,174,0,79,6,493
NSW,Bland,2023-01,0,0,0,0,0,21
NSW,Bland,2023-02,0,0,0,0,0,15
NSW,Bland,2023-03,0,0,0,0,0,1
NSW,Bland,2023-04,0,0,0,0,0,7
NSW,Bland,2023-05,0,0,0,0,0,22
NSW,Bland,2023-06,0,0,0,0,0,26
NSW,Bland,2023-07,0,0,0,0,0,22
NSW,Bland,2023-08,0,0,0,0,0,16
NSW,Bland,2023-09,0,0,0,0,0,25
NSW,Bland,2023-10,0,0,0,0,0,16
NSW,Bland,2023-11,0,0,0,0,0,23
NSW,Bland,2023-12,0,0,0,0,0,16
NSW,Bland,2024-01,0,0,0,0,0,25
NSW,Bland,2024-02,0,0,0,0,0,1
NSW,Bland,2024-03,0,0,0,0,0,2
NSW,Bland,2024-04,0,0,0,0,0,12
NSW,Bland,2024-05,0,0,0,0,0,12
NSW,Bland,2024-06,0,0,0,0,0,22
NSW,Bland,2024-07,0,0,0,0,0,21
NSW,Bland,2024-08,0,0,0,0,0,25
NSW,Bland,2024-09,0,0,0,1,0,22
NSW,Bland,2024-10,0,0,0,0,0,20
NSW,Bland,2024-11,0,0,0,0,0,14
NSW,Bland,2024-12,0,0,0,0,0,21
NSW,Bland,2025-01,0,0,0,0,0,16
NSW,Bland,2025-02,0,0,0,1,0,24
NSW,Bland,2025-03,0,0,0,0,0,15
NSW,Bland,2025-04,0,0,0,0,0,11
NSW,Bland,2025-05,0,0,0,0,0,22
NSW,Bland,2025-06,0,0,0,0,0,18
NSW,Bland,2025-07,0,0,0,0,0,13
NSW,Bland,2025-08,0,0,0,0,0,11
NSW,Bland,2025-09,0,1,0,0,0,11
NSW,Bland,2025-10,0,0,0,0,0,22
NSW,Bland,2025-11,0,0,0,0,0,12
NSW,Bland,2025-12,0,0,0,0,0,19
NSW,Bland,2026-01,0,0,0,0,0,10
NSW,Bland,2026-02,0,0,0,0,0,20
NSW,Bland,2026-03,0,0,0,0,0,13
NSW,Bland,2026-04,0,0,0,0,0,12
NSW,Bland,2026-05,0,1,0,0,0,21
NSW,Bland,2026-06,0,1,0,1,0,28
NSW,Bland,2026-07,0,1,0,1,0,11
NSW,Bland,2026-08,0,0,0,1,0,6
NSW,Blayney,2023-01,0,1,0,1,0,21
NSW,Blayney,2023-02,0,2,0,0,0,14
NSW,Blayney,2023-03,0,0,0,0,0,4
NSW,Blayney,2023-04,0,0,0,0,0,7
NSW,Blayney,2023-05,0,0,0,0,0,20
NSW,Blayney,2023-06,0,0,0,0,0,23
NSW,Blayney,2023-07,0,0,0,0,0,25
NSW,Blayney,2023-08,0,1,0,0,0,26
NSW,Blayney,2023-09,0,0,0,0,0,23
NSW,Blayney,2023-10,0,1,0,2,0,26
NSW,Blayney,2023-11,0,1,0,0,0,23
NSW,Blayney,2023-12,0,1,0,0,0,25
NSW,Blayney,2024-01,0,0,0,0,0,18
NSW,Blayney,2024-02,0,0,0,0,0,3
NSW,Blayney,2024-03,0,0,0,0,0,6
NSW,Blayney,2024-04,0,0,0,0,0,23
NSW,Blayney,2024-05,0,0,0,0,0,18
NSW,Blayney,2024-06,0,0,0,0,0,21
NSW,Blayney,2024-07,0,1,0,0,0,22
NSW,Blayney,2024-08,0,0,0,1,0,24
NSW,Blayney,2024-09,0,0,0,0,0,16
NSW,Blayney,2024-10,0,1,0,1,0,19
NSW,Blayney,2024-11,0,0,0,0,0,24
NSW,Blayney,2024-12,0,0,0,0,0,13
NSW,Blayney,2025-01,0,1,0,0,0,17
NSW,Blayney,2025-02,0,0,0,0,0,19
NSW,Blayney,2025-03,0,1,0,0,0,18
NSW,Blayney,2025-04,0,1,0,1,0,26
NSW,Blayney,2025-05,0,1,0,0,0,22
NSW,Blayney,2025-06,0,0,0,0,0,20
NSW,Blayney,2025-07,0,0,0,0,0,15
NSW,Blayney,2025-08,0,0,0,0,0,18
NSW,Blayney,2025-09,0,2,0,0,0,18
NSW,Blayney,2025-10,0,0,0,0,0,24
NSW,Blayney,2025-11,0,1,0,2,0,23
NSW,Blayney,2025-12,0,0,0,0,0,21
NSW,Blayney,2026-01,0,0,0,2,0,14
NSW,Blayney,2026-02,0,0,0,0,0,14
