lga_code,state,lga_name,median_income,earners,income_group,persons,dwellings,lv_2021,lv_2022,lv_2023,lv_2024,lv_2025,bev_2021,bev_2022,bev_2023,bev_2024,bev_2025,solar_n,solar_kw,battery_n,battery_kwh,chg_sites,chg_fast,chg_points
10900,NSW,Blue Mountains,58987,50915,3,78038,35250,56326.6,56551,56478.1,57121.5,58318.5,62,129,250.7,553.5,856.4,15372.7,99525.8,2673.1,70649.7,5,4,13
10950,NSW,Bogan,54181,1742,2,2460,1279,2331,2386.2,2382.2,2357.6,2376.2,0,0,0,0,3,705.8,4798.6,57.4,2024,1,0,1
11150,NSW,Bourke,52034,1639,2,2346,1309,1850,1839.1,1856.7,1899,2091.5,0,0,0,0,2.9,844.5,5797.8,32.8,1165.7,1,0,2
11200,NSW,Brewarrina,49948,753,1,1358,764,909.1,889.6,883.6,895.2,881.9,0,0,0,0,0,487.5,2996.3,11,354.6,1,0,2
11250,NSW,Broken Hill,58284,9762,3,17587,9571,12795.9,12695.7,12641.2,12716.2,12676.3,2.9,3.9,4.9,7.8,10.7,6739.3,38524.2,473.1,11627,1,0,1
11300,NSW,Burwood,51481,29991,2,40262,16194,21004,21501.3,21579.8,21862.7,21894.2,39.2,56.4,116.9,289.6,416.9,2139.2,17440.4,514.4,17337.6,6,0,6
11350,NSW,Byron,39703,28071,1,36181,16975,29454.5,30102.2,29874.2,30263.8,30650.5,85.6,154.9,256.3,401.1,513.4,11071.7,75501.5,1414.4,37150.1,6,2,17
11400,NSW,Cabonne,53284,8872,2,13774,5892,11437.1,11593.1,11895.1,11950.8,12133.1,4.7,4.1,16.8,32.5,44.7,3084.2,23039.4,326.2,8774.5,1,1,4
11450,NSW,Camden,67889,81140,4,119303,39651,78599.5,83453.5,88175.8,93202.1,97835,29.6,93.9,233,624.6,1046.3,23917,200986.6,4011.7,133957.2,9,5,24
11500,NSW,Campbelltown,58570,108290,3,176375,63033,111247.6,109058.4,111935,114575.1,117280.2,35,94.3,259.3,692.4,1071.4,29765.3,212461.4,4580.1,154918.1,10,7,31
11520,NSW,Canada Bay,69770,64573,5,89142,39097,55665.4,55635.7,56227.3,57008.6,56855.7,111.2,215,462.6,957.3,1333.8,5366.5,43823.9,1219.2,39312.7,6,4,17
11570,NSW,Canterbury-Bankstown,50569,219171,1,371079,133515,225757.5,223946.9,226734,234065.5,239154.5,119.9,231.6,528.6,1298.7,2040.2,28875.7,227099.1,5238.2,179131.7,11,6,30
11600,NSW,Carrathool,50307,1938,1,2898,1327,2462.6,2453.2,2482.9,2550.6,2549.4,0,0,0,0.5,3.7,640,6334.4,61,1850.5,0,0,0
11650,NSW,Central Coast,55035,215575,2,346695,152687,253814.7,255471.8,256792.3,260082.4,263933,153.4,308.6,674.1,1432.2,2267.5,56892.1,392835.1,7616.8,201343.2,12,6,49
11700,NSW,Central Darling,39941,942,1,1729,1046,1158.4,1132.5,1162.5,1132.2,1162.6,0,0,0,0,0,718.9,4828.2,29.9,914.3,1,0,1
11720,NSW,Cessnock,57447,38322,2,63646,25806,46532.6,47760.4,49058.7,50585.1,52432.9,7.5,21.2,42.2,113.6,192.8,13557.7,98595.2,1682.6,44153,3,1,17
11730,NSW,Clarence Valley,44298,30647,1,54249,26132,41214.5,41633,42357.9,42785.9,43477.7,0.7,16.4,41.6,74.9,123,14701.8,93493.6,1445.6,34110.4,4,3,32
11750,NSW,Cobar,60262,2554,3,4080,2342,3301.6,3343.2,3352.3,3364.4,3384,0,0,0,0,0.2,1320.1,8417.6,82,2456.6,1,0,1
11800,NSW,Coffs Harbour,47990,50925,1,78726,34653,58289.6,60698.9,60394.5,61556.7,62490.9,9.8,42.4,113.5,218.3,313.1,17402.4,110689.7,1678.7,38781.3,4,4,38
12000,NSW,Coolamon,52125,2807,2,4400,1980,3668.6,3757.3,3890.5,4034.3,4115.2,0,0,0,3.4,4.6,1084.4,7546,116.2,2869.5,3,1,3
12150,NSW,Coonamble,45183,2192,1,3704,1811,3141.1,3139,3175.2,3158.4,3202.8,0,2.4,3,2.4,0,1171.9,7397.3,65.5,2105.2,1,0,1
12160,NSW,Cootamundra-Gundagai Regional,49224,6910,1,11391,5521,9509.6,9652.8,9816.5,9821.1,9980.7,2.9,2.9,0,6.7,18.4,2764.5,18733.3,250.7,5715.4,4,3,21
12350,NSW,Cowra,46606,7617,1,12723,6236,10713.3,10830.5,10957.9,10937.2,11063.4,0.6,0,3.6,9.9,14.5,2996.2,21783.5,277.1,7823.9,2,1,3
12380,NSW,Cumberland,50276,147622,1,235291,83094,136542.7,137436.2,140585.5,145730.8,149022.3,73.3,214.5,466.6,955.9,1408.8,17448.1,140313.4,3093.4,110794.2,3,3,12
12390,NSW,Dubbo Regional,58431,34783,3,54882,22700,41807.7,42849.9,43511.6,44234.3,44745.2,16,28,38.9,82.2,113.3,14470.5,92945.6,1046.7,30671.2,5,4,18
12700,NSW,Dungog,51548,6162,2,9570,4232,7913.3,8151.6,8379.5,8602.8,8739.6,3.4,1.7,11.4,28.9,42.7,2517.1,18861.2,298.3,8217,0,0,0
12730,NSW,Edward River,49165,5789,1,8422,4228,7011.2,7136.8,7158.8,7256.4,7354.9,0,0.1,2.6,6.2,7.9,2190.5,18204,189.7,4619.1,0,0,0
12750,NSW,Eurobodalla,43471,24469,1,40462,24530,33615.5,34237.1,34469.2,34906.6,35209.1,12.3,29.3,74.2,151.6,208.5,10194.7,64247,1110.6,25042.4,7,6,17
12850,NSW,Fairfield,48037,108484,1,208424,67630,131130.5,130973.4,132902.7,137517.5,140158.7,35.8,80.2,233,614.5,877.5,22666.2,183797.5,3596.4,131172.8,4,4,9
12870,NSW,Federation,48642,8464,1,12855,6596,9590,9736.4,9807.2,9928.2,9952.7,3,3,9,11.4,21.3,3856.4,27839.5,296.9,6695,0,0,0
12900,NSW,Forbes,51698,5857,2,9315,4357,7991.9,8072.7,8200.8,8321.2,8352.9,0,0,3,5.1,8.7,1931.2,14433.9,133,3636.8,1,1,4
12930,NSW,Georges River,58246,107901,2,152120,58368,87414.6,87729.7,88663.5,90780.4,92477,80.5,168.7,402.6,953.2,1422,11243.9,84599.2,2454.3,83573.9,6,0,6
12950,NSW,Gilgandra,44554,2495,1,4320,2144,3265.3,3321.5,3397.6,3450.4,3480.2,0,0.7,0.1,3.6,0.2,1221.5,7716.7,84.7,2654.5,1,1,2
13010,NSW,Glen Innes Severn,38504,4946,1,8875,4612,7048.4,7140.5,7259.1,7347,7429.3,3.2,3.2,3,8.6,9.6,2023.2,13405.5,181.4,4863.5,1,0,1
13310,NSW,Goulburn Mulwaree,56536,19782,2,31929,14724,26897.8,27621.6,28281.4,28778.7,29577.2,13.9,21.6,55.2,102,149.7,5893.5,42504.5,727.5,20771,6,6,35
13340,NSW,Greater Hume Shire,51166,7169,2,11147,4901,9106.2,9394.7,9626.7,9735.9,9789.1,2.6,0.3,9.4,28.5,28.5,3101,22887.3,419.4,10350.9,2,2,20
13450,NSW,Griffith,54816,19893,2,27080,10805,21835.1,22196.2,22375.1,22949.4,23350.3,5,6,9,23.9,31,4948.8,48609.4,569.1,19020.9,2,2,7
13550,NSW,Gunnedah,57828,8135,2,12915,5837,10299.9,10326.9,10622.4,11014.8,11104.6,3,4.9,3.4,10.6,11.3,2679,19702.2,199.7,5515.5,1,0,1
13660,NSW,Gwydir,43354,2876,1,4898,2435,4139,4205.7,4321.3,4353,4364.5,0,0,0,3.1,0.2,1340.1,9088.1,89.3,2219.6,0,0,0
13800,NSW,Hawkesbury,60727,45221,3,67194,25395,53826.2,54790.3,55889.9,57423.2,58835.8,22.1,36.4,98.6,247.9,394.8,12448.7,116741.5,2131.1,73457.1,0,0,0
13850,NSW,Hay,50034,1958,1,2898,1568,2547.3,2493.1,2525.7,2599.9,2647.8,0,0,0,0,0,761.9,6942.7,57,1791.6,2,2,7
13910,NSW,Hilltops,47896,11633,1,19226,9214,17363.1,17678.3,18021.7,18522.2,18939,9.2,3.2,21.4,27.8,38.2,4385.8,32790.2,446.1,11779.9,5,2,9
14000,NSW,Hornsby,66555,106372,4,151794,55812,97121.4,97004.4,97525.6,99267.2,100215.9,141.3,312.9,685,1558.8,2405.3,18491.8,145776.9,4577.3,154392.9,5,2,7
14100,NSW,Hunters Hill,80855,9605,5,13544,5333,8980.1,9018.5,8987.8,9126.2,9206.3,41,77.1,147.6,252.4,345.7,1182,9727.9,279.3,9199.3,0,0,0
14170,NSW,Inner West,75949,136440,5,182952,85320,97305.6,97827.3,98644.8,100990.2,102622.6,132.6,305.2,952.9,1908.8,2949.2,11145.3,79723.9,2069.6,52936.5,23,4,43
14220,NSW,Inverell,47430,10008,1,17851,8183,13343,13655.7,13818,13900.2,14139.2,0.1,3.1,3,3.2,8.4,3871.8,26220.8,276.3,6924.2,0,0,0
14300,NSW,Junee,54575,3688,2,6433,2508,4354.8,4450.5,4532.3,4658.5,4660.6,0.2,0.2,3.5,8.5,11.2,1127.8,7275.6,106.5,2111,0,0,0
14350,NSW,Kempsey,43156,16459,1,30740,14305,23924,24382.2,24708.5,25001.3,25443.8,7,9.3,15.1,31,48.3,7242.3,44854.6,539,12483.6,1,1,4
14400,NSW,Kiama,53652,15114,2,23045,10798,18079,18449.6,18338.5,18392.6,18518,22.1,39.2,73.4,164.7,251,4879.6,32967.4,833.9,19535.8,0,0,0
14500,NSW,Ku-ring-gai,69492,89631,5,124028,45906,79982,79240.7,79020.7,80462.2,80929.3,306.6,558.3,1130.5,2332.8,3401.8,12643.2,107592.9,3556,122198.6,0,0,0
14550,NSW,Kyogle,36648,5397,1,9351,4696,7307.6,7410.2,7511.9,7591.3,7635.5,3.2,4.5,4.9,7.8,13.4,2883.5,17124.7,305.5,7971.2,2,0,3
14600,NSW,Lachlan,50030,3818,1,6112,3004,5385.1,5425,5392.4,5413.2,5455.2,0,0,3,0,2.9,1794.5,13676.9,120,3508.5,0,0,0
14650,NSW,Lake Macquarie,58267,135601,3,213597,88753,159765.2,162379.1,164719.5,167795.5,170773.8,82.5,164.3,348.8,804.5,1278.3,40308.7,270931.3,5402.1,138093.8,7,2,16
14700,NSW,Lane Cove,85425,30370,5,39478,17288,23661.2,23746.9,23981.7,24475.1,24627.5,87.2,159.7,297.9,602.2,907.2,2742.5,23460.4,648,19304.2,9,1,12
14750,NSW,Leeton,53020,7205,2,11475,4737,9456.3,9369,9512.7,9593.3,9641.4,0,3,4,8,12,2238.5,21232.5,289.4,8422.2,1,0,1
14850,NSW,Lismore,47796,27334,1,44313,19788,35426.1,35905.6,35777.5,35918.1,36197.9,20,38.1,68.7,146.9,203.6,12859.1,79057.1,1468.7,37081.1,1,0,2
14870,NSW,Lithgow,52480,11680,2,20792,10240,17295.4,17536.4,17605.5,17836.3,18048.9,4.1,9.3,23.8,47.6,64.9,4041,27831.1,494.9,13003,4,4,11
14900,NSW,Liverpool,57763,138153,2,233433,77913,143264.3,147997.7,152970.1,158656.3,163541.7,51.5,132.2,376.4,976.7,1511.6,32000.1,249627.1,5423.6,192189.2,6,4,9
14920,NSW,Liverpool Plains,47606,4517,1,7544,3690,6553.3,6636.4,6754.8,6848.2,6877.9,0,0,3.1,3.1,5.4,1629.7,11363.4,160.6,3700.6,1,0,1
14950,NSW,Lockhart,51007,1990,2,3332,1403,2725.1,2762.6,2805,2864.1,2917,0.2,0,0.6,1.2,4,887.9,6004,92,2127.5,3,0,3
15050,NSW,Maitland,60930,58392,3,90124,35434,69005.3,71547.4,73906.7,76924.9,78646.8,19.1,52.1,122.1,278.4,454,19213,148762,2490.2,64389.7,4,2,13
15240,NSW,Mid-Coast,42945,54145,1,96624,50466,77198.3,78796.4,79886.8,80817.4,82045.9,25,45.2,95.2,203.9,298.5,25093.8,155357.3,2076.1,49068.2,6,4,26
15270,NSW,Mid-Western Regional,52523,15833,2,25674,12233,22315.5,22848.9,23336.6,23703.4,24197,7,7,14.9,35.8,55.3,5625.7,42249.5,535.7,14816.2,3,1,3
15300,NSW,Moree Plains,56977,8123,2,12773,6228,9273.6,9455.4,9585.8,9614.2,9579.8,3,0,3,3,5.9,3736.6,24741.9,169.1,5293.3,2,2,6
15350,NSW,Mosman,83702,21974,5,28351,13507,18401,18346,18214,18417,18489,96,169,307,557,766,1671,14184.7,344,9996.4,2,0,3
15520,NSW,Murray River,48583,8035,1,12843,6262,7181.3,7502.6,7621,7748.7,7835.5,0,0,5.5,9.2,14.5,3496.2,29664.9,309.9,7812.4,1,0,1
15560,NSW,Murrumbidgee,51985,2460,2,3332,1621,3309.8,3399,3470.6,3486,3490.9,0,3,0,6.1,3.1,975.3,8107.9,95.8,2739.6,3,2,13
15650,NSW,Muswellbrook,59457,9961,3,16361,7279,13161.1,13351.5,13834.5,14258.7,14568.3,0,0.1,3.1,13.3,33.2,2900.1,23543.3,319.5,8676.7,1,1,6
15700,NSW,Nambucca,39407,11478,1,20419,9968,15787.7,16130.4,16310.1,16549.6,17091.2,3,5,17.7,36.1,47.1,5398.9,30932.1,455.2,10355.2,2,2,6
15750,NSW,Narrabri,55939,8233,2,12674,6023,10879.4,11027.2,11161,11358,11511.3,3,3,7.7,8.7,11.7,4191.6,22961.3,169.2,4693.4,2,2,8
15800,NSW,Narrandera,49059,3523,1,5657,2721,4833.3,4876.6,4922.6,5068.3,5164.9,0,0,0,3.2,4.3,1340,10017.1,130.6,3608.7,2,2,8
15850,NSW,Narromine,50115,3952,1,6378,2838,5180.9,5258.3,5398.2,5422.1,5443.7,0,0,0,5.8,6.5,1898.8,12466.5,108.7,3560.6,0,0,0
15900,NSW,Newcastle,61846,113498,3,168913,74588,123375.5,125127.3,126415.6,128309.4,130721.5,89.1,174.6,376.3,824,1325,23883,161550.5,3492,87391.8,24,0,600
15950,NSW,North Sydney,88760,54963,5,68988,39009,41290.4,41360.9,41455.2,42068.8,41985.9,146.8,283.8,527.4,969.6,1379.6,2091.2,16448.3,415.8,11321.5,7,2,22
15990,NSW,Northern Beaches,67899,196195,4,263445,104913,179206,179409,179821,182447,184377,409,752,1384,2713,3972,25669,202214.9,5321,152552.7,24,6,40
16100,NSW,Oberon,54011,3409,2,5592,2808,5005.6,5052.8,5110.8,5168.3,5236.1,3.1,4.4,5.1,11.6,15.7,1143.6,7932.3,127.3,3310.9,0,0,0
16150,NSW,Orange,60777,27666,3,43583,18671,33439.6,33979.1,34617.3,35164.7,35688.1,20.7,36.8,79.4,152.3,210.1,8568.9,65887,1091.6,28516,6,1,11
16200,NSW,Parkes,53640,8689,2,14372,6669,11823.1,11865.7,11826.6,12034.7,12156.1,0,0,3,9.8,20.5,3378.6,22782.7,289.4,7716,2,2,8
16260,NSW,Parramatta,61730,181940,3,256589,106673,159817.7,160845.7,163519,166214.9,166671.9,175.7,365,945.9,2221.2,3300.8,20217.4,162401,4849,170790.3,8,5,15
16350,NSW,Penrith,63669,138507,4,217532,81179,144223.9,146313.8,149177.4,152446.3,155407.7,40.1,109.5,271.8,688.2,1172.5,33329.2,260593.5,5261,169895.7,9,7,19
16380,NSW,Port Macquarie-Hastings,47536,53938,1,86913,40036,66625.5,67886.7,69972.9,70810.5,72505.2,26,61.2,116,266.1,413.7,22599.3,138536.8,1878.3,44441.7,7,5,36
16400,NSW,Port Stephens,51766,46476,2,75217,35645,57447.3,58912.5,59917.8,60939.8,62279.5,26.1,59.8,117,270,388.4,17017,111067.3,2044.5,50184.6,6,5,37
16490,NSW,Queanbeyan-Palerang Regional,74963,45394,5,63265,26577,49097.9,50326.3,51340.6,52300.6,53356.1,47.5,102.5,245.8,519.4,838,13020.5,108183.1,2136.3,61678.2,3,1,4
16550,NSW,Randwick,69078,102199,5,134180,60014,69299.3,70341.6,70817.4,71889.8,72101,151.6,275.9,512.8,1051.4,1483.9,7219.8,55269.6,1479.5,43073.2,10,6,19
16610,NSW,Richmond Valley,46487,13537,1,23583,10622,17446,17718.9,17900.5,18071.5,18366.3,0.2,3.7,10.8,20.2,39.8,6624.5,40531.1,657.9,16038.6,2,1,13
16700,NSW,Ryde,64077,94233,4,129074,55696,77945.4,79668.5,80947.6,83432.1,84974,136.5,339,816.2,1787.3,2589.7,9580.2,76953.3,2473.3,83729.1,8,5,32
16900,NSW,Shellharbour,58886,48351,3,76217,29890,55141.9,56443.4,57817.5,59394.4,60852.5,14,39.2,109.9,270.5,421.9,13321.1,89035.8,1707.8,43561,3,2,13
16950,NSW,Shoalhaven,47544,63610,1,108418,58729,86631.6,88938.1,89732.1,90900.9,92210.6,41,87.4,175.5,379.5,565.3,25370.6,168433.5,2968.7,72107,6,4,22
17000,NSW,Singleton,60741,16090,3,24614,9823,21257.1,21794.8,22784.8,23336.5,23704,3,8,16,42.6,60.2,5293.9,44468.8,676.5,18468.1,0,0,0
17040,NSW,Snowy Monaro Regional,52872,15160,2,21594,12278,18982.8,19603.7,19831.5,20093.8,20101.3,11.8,20.6,36.6,77.8,103.4,4221.8,31910,435.7,12776.5,12,6,28
17080,NSW,Snowy Valleys,52064,9164,2,14860,6985,12784,12874.3,13005.1,13133.5,13275.7,0.3,3.3,10.9,16.3,23,3622.5,23677.9,326.1,7654.5,3,1,6
17100,NSW,Strathfield,58090,34937,2,45555,18255,25992.6,26602.5,26952.3,27672.6,28348.2,50,84.3,185,450.1,615.1,2089.2,20489.1,513,18704.4,3,2,4
17150,NSW,Sutherland Shire,69239,160524,5,230116,90988,158786.5,160205.1,161585.6,164998.4,167877.7,137.6,281,690.5,1596.2,2399.1,24786.3,188643.4,4612,137429.8,6,4,20
17200,NSW,Sydney,65191,182897,4,211678,124081,101595.2,103779.4,106264.6,106965.2,105725.9,421.8,692.1,1209.9,2700.6,4249.7,3559,37003.3,505,12981,12,5,37
17310,NSW,Tamworth Regional,54413,40220,2,62958,27614,48712.4,49628.2,50858.4,52068.9,52984.9,6,15.9,35.9,94.6,140.5,12411.5,88244.3,1140.4,28795.1,1,1,4
17350,NSW,Temora,47313,3875,1,6023,2882,5048.4,5093.7,5190.6,5317.8,5353.7,0,0,2.9,7.7,8.8,1299.2,9760.1,127.2,3148.1,1,1,2
17400,NSW,Tenterfield,30613,3879,1,6830,3947,5442.2,5493.3,5545.4,5638.5,5684.9,0,3.5,3.6,6.2,11.5,1952.4,12133.2,188,5041.9,2,1,5
17420,NSW,The Hills Shire,70634,137880,5,191738,64164,127047.4,129343,132717,138052.5,140981.1,164.2,383.8,1065.2,2536.5,3838.2,34541.7,286421,8638.8,315482.4,7,4,20
17550,NSW,Tweed,47909,60817,1,97380,44612,63350.8,64516.4,64956,65789.2,66088.1,27.6,91.1,210.1,409.7,561.6,27811.7,171721.5,2539.9,63327.1,2,1,5
17620,NSW,Upper Hunter Shire,53636,9431,2,14213,6748,11680.7,11862.7,12204.7,12506.6,12615.8,0,0,6.8,16,24,2843.6,22749.7,270.3,7181.1,1,0,2
17640,NSW,Upper Lachlan Shire,49763,5432,1,8453,4530,7987.4,8158.5,8269.2,8439.1,8582.8,3.8,4.1,13.4,20.9,37.4,2148.8,15104.7,305.2,8207.4,1,0,1
17650,NSW,Uralla,46910,3820,1,5971,2754,5041.2,5043.7,5145.8,5237,5216.9,3.4,0.6,5,7.5,10.6,1336.3,8872.2,153.6,3664.1,0,0,0
17750,NSW,Wagga Wagga,59030,43893,3,67573,28226,49805.5,50591.4,52114.1,53411.5,54087.3,10.9,30.7,60.5,138.3,201,12145.7,84597.7,1278.9,31329.4,8,5,19
17850,NSW,Walcha,44744,1926,1,3031,1640,2837.8,2888.9,2912.3,2848.2,2851.6,0,0,0,2.6,3.5,593.2,4059.7,52.7,1414.1,0,0,0
17900,NSW,Walgett,43197,3241,1,5270,2852,4705.2,4648.2,4735.1,4775.6,4770.9,0,0,0,0,0,1828.3,11033.5,61.5,1608.4,1,1,1
17950,NSW,Warren,47858,1716,1,2545,1242,2363.2,2448,2478.7,2449,2439.9,0,3,0,0.3,0.3,835.8,5656.1,61.3,1955.6,0,0,0
18020,NSW,Warrumbungle Shire,43195,4967,1,9243,4723,7963.4,8193.4,8315.8,8448.2,8531.1,0,4.2,0,1.2,7.4,3122.9,17897.5,171.8,4834.6,1,1,2
18050,NSW,Waverley,75746,56673,5,68638,32800,35905.4,35876.2,35957.7,36419.6,36329.1,198.4,328.3,531.6,890.7,1257.6,3042.9,23565,532.7,15018.2,1,0,1
18100,NSW,Weddin,41840,2111,1,3638,1854,3223.9,3335.3,3309.3,3323.9,3337.4,0,0,0.1,0.1,4.2,959.7,7066.4,91.7,2197.2,0,0,0
18200,NSW,Wentworth,40160,7001,1,7433,3481,4663.8,4728.7,4729.2,4867.1,4942.9,0,0,0,3,0,1797.9,17740,129.8,3269,0,0,0
18250,NSW,Willoughby,70612,55205,5,75612,31076,46666.9,48458.7,47244.2,47856.5,48027.8,167.1,372.8,666.7,1371.6,2033.5,5300.9,43446.4,1242.6,39664.8,5,1,10
18350,NSW,Wingecarribee,53175,35047,2,52776,23561,44172.5,45619.3,46322.7,47137.6,49360.7,53.4,113.8,221.3,393,535.1,11487.9,88114.8,1726.4,47203.2,8,5,30
18400,NSW,Wollondilly,64204,36444,4,54018,18912,40671.8,41900.1,43530,45134.1,47234.5,15.7,29.5,80,190.4,313.9,11702,93998.3,1581.6,50028.6,3,3,13
18450,NSW,Wollongong,58764,137857,3,214436,89246,147306.4,149364.8,151765.8,154574.4,157115.6,102,228.8,499.9,1121.1,1772.6,29461.4,205027.4,4515,119129.1,7,2,13
18500,NSW,Woollahra,88612,42263,5,53396,26595,31934.5,31642,31457.3,31797.6,31731.9,250.3,405,626.7,980.9,1313,2061.4,18253.7,368,11463.1,13,0,17
18710,NSW,Yass Valley,67361,12151,4,17278,6810,14165.7,14615.5,14932.7,15118.1,15301.5,26.3,44.8,76.9,145.7,227.2,4216.1,35105.3,597.3,16539.7,7,6,30
70200,NT,Alice Springs,67367,19831,2,25872,11612,18748.5,18535.3,18257.3,18204.9,18394.7,14.7,18.7,23.7,52.7,75.6,3573.1,26515.9,126.3,3541.4,2,1,210
70420,NT,Barkly,52485,2567,1,6317,2898,2637.4,2468.4,2384.4,2369.8,2316.7,0.1,0.1,0,0.1,0.2,446.8,4150.2,9.4,347.5,5,2,34
70540,NT,Belyuen,5870,32,1,149,42,37.9,37.1,37.9,39.3,40.6,0,0,0,0,0.1,6.9,87.6,0.4,14.8,0,0,0
70620,NT,Central Desert,24177,733,1,3596,1277,543,478.5,477.2,481.6,483.2,0,0,0,0,0,77.3,1118.8,4.2,178.4,1,0,22
70700,NT,Coomalie,45575,732,1,1270,1050,874.4,827.4,836.6,804.8,817.7,0,0.1,0,0.1,0.2,229.1,2183.3,10,320.6,1,1,4
71000,NT,Darwin,69529,61490,3,80494,34780,62778.1,63916.2,64679.4,65506.8,66483.7,22.9,43.3,95.8,295.2,504.3,8970.2,79383.7,512.2,12915.1,5,1,7
71150,NT,Darwin Waterfront Precinct,92631,191,5,284,265,273.8,306.1,297,278.3,274.7,0.1,0.1,0.5,0.8,1.5,9.7,345.4,0.1,3.4,0,0,0
71300,NT,East Arnhem,17471,1898,1,8768,1973,2642.6,2624.5,2690.8,2730.8,2805.2,0,0.8,0,2.7,3.5,259.1,3355.2,16.2,557.8,0,0,0
72200,NT,Katherine,60859,7414,1,9671,4435,6964.1,6891,6788.5,6796.2,6778.3,0,0,0,0,11,1047.3,10192.2,25.3,817.8,1,1,4
72300,NT,Litchfield,71479,15887,4,21386,8876,16942.9,17397.1,17931.4,18583.2,18800.2,3,4.3,19,34.9,70.1,3412.6,32628.8,204.7,6342.6,0,0,0
72330,NT,MacDonnell,23136,1012,1,5739,2222,928.3,826.3,820.5,834.8,830.5,0.3,0.3,0.3,0.3,0.4,123.1,1803.3,7.9,335.9,2,1,81
72800,NT,Palmerston,73312,26617,5,37313,14571,23805.2,24011.5,24332.4,24858.7,25147.9,3,7.1,17.2,65.5,105.6,6107.9,44349.6,285.6,7072.9,1,1,1
73600,NT,Roper Gulf,32572,1513,1,6512,2930,1411.8,1296.8,1312.8,1354.6,1380.2,0,0.1,0,0.2,0.3,312.9,3985.4,10.2,341.8,1,1,1
74050,NT,Tiwi Islands,25049,633,1,2354,795,598.6,586.1,599.5,621.3,642.1,0,0.3,0,0.6,0.8,131,1658.8,8.2,280.9,0,0,0
74550,NT,Victoria Daly,33103,862,1,2801,1224,667.8,628,629.7,634.1,651.3,0,0.1,0,0.1,0.2,149.2,1880.8,6.5,198.5,0,0,0
74560,NT,Wagait,54853,309,1,418,299,106.3,104.1,106.5,110.3,114,0,0,0,0.1,0.1,49.3,623.9,3.1,105.7,0,0,0
74660,NT,West Arnhem,30310,1465,1,6294,2238,2118.6,2029.3,1944.8,2072,2140.8,0,0.7,0,4.3,5,267.4,3490.6,16.9,593.8,0,0,0
74680,NT,West Daly,30578,531,1,2968,712,754.7,738.9,755.9,783.4,809.6,0,0.4,0,0.7,1.1,117.3,1485.6,7.3,251.6,0,0,0
30250,QLD,Aurukun,17661,418,1,1101,335,294.8,261.5,262.1,279.3,291.3,0,0,0,0,0,12,241.1,1.1,47.2,0,0,0
30300,QLD,Balonne,50981,3145,1,4332,2273,4253.6,4348.4,4447,4594.9,4641.9,0,0,0,0,2.2,1025.4,9483.7,37.9,1155.5,1,1,1
30370,QLD,Banana,56287,9514,3,14507,7222,12565.8,12845.6,13010.1,13270.8,13821.5,3.2,3.3,3.3,8.5,8.7,3014.5,21062.4,123.1,2904.6,1,1,4
30410,QLD,Barcaldine,54809,1952,2,2808,1882,2799,2769,2822,2937,2980,0,0,0,0,3,660,5382.5,18,360.6,3,3,6
30450,QLD,Barcoo,46581,244,1,314,265,366.5,379.1,380.6,378,362.4,0,0,0,0,3,54,655.6,1.3,33.5,0,0,0
30760,QLD,Blackall-Tambo,52339,1244,1,1916,1153,1765,1822,1836,1870,1897,0,0,0,0,0,425,3652.8,17,361,1,0,1
30900,QLD,Boulia,56416,272,3,460,323,399.4,413.1,420.7,426.3,443.8,0,0,0,0,0,139.3,1357.8,2.6,191.6,0,0,0
31000,QLD,Brisbane,63317,912109,5,1242905,519152,914649.7,933663.9,961113.8,996627.5,1013207.6,1369.6,3134.8,6746.4,15956.5,24101.4,228368.7,1544246,24030.9,739808.1,59,14,121
31750,QLD,Bulloo,60811,207,4,328,231,357,355,379,371,367,0,0,0,0,0,152,3607.2,3,56,0,0,0
31820,QLD,Bundaberg,45747,61217,1,99154,46052,77989.9,80951.4,83707.4,86570.2,89192.5,17,30,73.5,172.4,265.4,30128.5,186524.1,1558.9,39469,5,3,12
31900,QLD,Burdekin,53542,11468,2,16648,8259,15014.3,15108.2,15254.4,15558,15944.6,0,0,3,8.1,14.2,5301,49780.5,283.6,7517.6,1,1,2
31950,QLD,Burke,52510,192,1,418,542,177.2,162.4,152.8,156.5,161.7,0,0,0,0,0,80,1169.6,1.5,36.2,0,0,0
32080,QLD,Cairns,55547,116711,3,166788,72497,120701.6,123852.8,127722.6,130921.2,134014.7,44.7,150.9,278.9,619.5,895.9,37333.7,299466.2,2901.2,76601.2,2,1,3
32250,QLD,Carpentaria,52327,1270,1,2080,1650,1599.9,1574.3,1569,1553.2,1566.2,0,0,0,0,0,260.2,3139.8,14,410.1,0,0,0
32260,QLD,Cassowary Coast,40684,20534,1,29183,15122,23315.4,23680.4,24089,24535.3,24928.7,0.8,1.5,13.6,36,59.4,6405.5,53057.4,467.2,11870.8,5,4,14
32270,QLD,Central Highlands,65722,19641,5,27937,14151,23166.6,23291.4,24006.3,24858.5,25502,6.4,3.6,11.3,24.1,34.4,5708.5,47856.8,249.8,6362.9,3,3,3
32310,QLD,Charters Towers,54233,6931,2,11799,5941,8987.5,9183.4,9433.4,9530.2,9853.4,0,3.7,1.1,7,18.7,2602.8,19054.4,192.4,4987,2,1,2
