lga_code,state,lga_name,median_income,earners,income_group,persons,dwellings,lv_2021,lv_2022,lv_2023,lv_2024,lv_2025,bev_2021,bev_2022,bev_2023,bev_2024,bev_2025,solar_n,solar_kw,battery_n,battery_kwh,chg_sites,chg_fast,chg_points
32330,QLD,Cherbourg,23645,391,1,1194,332,803.2,824.1,849.9,866.1,904.8,0,0,0,0,0,147.3,1066.4,7.3,144.9,0,0,0
32450,QLD,Cloncurry,66504,1978,5,3637,2136,2654.5,2619.5,2643,2680.6,2670.1,0,0,0,0.1,0.1,444.7,4916,25.5,725,1,1,1
32500,QLD,Cook,43885,2916,1,4486,3163,2975.2,2978.2,3084.5,3143.2,3232.5,0.1,0.1,2.2,2.5,0.6,620.6,5490.3,29.7,873.5,0,0,0
32600,QLD,Croydon,50301,176,1,274,205,229.1,230.3,232,236.9,243,0.1,0.1,0.1,0.3,0.4,78.1,684.6,5,131.5,0,0,0
32750,QLD,Diamantina,60159,195,4,264,230,259.9,255.6,272,273.6,277.4,0,0,0,0,0,84.8,923,0.8,70.4,0,0,0
32770,QLD,Doomadgee,24057,470,1,1387,376,508.8,453,418,434.7,453.8,0,0,0,0,0,37.4,748.7,0,0,0,0,0
32810,QLD,Douglas,44089,9532,1,12317,6939,9847.7,10223.5,10497.5,10639.6,10822.7,4,10,25.1,44.1,60,3263.3,26682.5,231.6,6460.8,2,1,4
33100,QLD,Etheridge,47158,528,1,711,768,571.5,571.1,576.3,589.2,605.4,0.2,0.3,0.3,0.7,1.1,287.6,2500.7,19.4,515,0,0,0
33200,QLD,Flinders,56165,1077,3,1497,981,1424.4,1431.2,1468.4,1498,1543.5,0,0,0,0.1,0.2,411.2,3453.9,18.1,599,1,1,1
33220,QLD,Fraser Coast,45848,61699,1,111032,52413,85825.2,89135,92226.6,95374.2,98914.2,19,41.3,95.6,207.3,352.7,38656.8,228885.3,2083.9,51305.2,2,2,10
33360,QLD,Gladstone,61916,41608,4,63554,29844,50948,52358.4,54298.7,56777.1,59295.4,8,25,43,89,145,16660.6,112724.9,1005.8,25763.8,5,5,18
33430,QLD,Gold Coast,53824,451951,2,625210,270691,482814.5,494896.6,507350.6,523568.8,536345.8,547.4,1442.1,2936.3,5765.6,8286.6,129085.3,892824.3,12943.2,392533.1,17,7,51
33610,QLD,Goondiwindi,52500,7310,1,10334,4858,10382.3,10654.2,10991,11165.3,11428.3,0,0,3.1,3.2,10,2071.7,15965.5,91.7,2839.8,1,0,1
33620,QLD,Gympie,43380,32535,1,53270,24774,45550.4,47511.9,49354.1,51065,53214.1,14.4,24.4,51,108.4,157.1,19180.6,119050.7,1197.6,31434,2,2,6
33800,QLD,Hinchinbrook,51454,6721,1,10904,5997,9765,9863.3,9999.9,10139.7,10334.3,0,3,5,6.1,9.1,2740,18332.1,172,3954.7,1,0,1
33830,QLD,Hope Vale,30911,439,1,972,352,711.2,718.9,749,760.1,780.7,0,0,0.6,0.6,0,88.1,736.9,3.8,109.3,0,0,0
33960,QLD,Ipswich,59405,149792,3,229239,87210,161923.4,167235.5,173494.3,175741.3,183792.9,78.4,219.3,458.9,1198.3,2104.4,57245.1,370516.2,5210.3,150514.6,11,6,19
33980,QLD,Isaac,83473,12961,5,22064,10920,17178.3,17010.9,17479.7,17906.7,18339.7,0,6.3,7.3,7.5,18.9,2312.2,19942.4,164.3,4539.1,2,2,5
34420,QLD,Kowanyama,29521,390,1,1079,308,288.9,256.2,256.9,273.7,285.5,0,0,0,0,0,11.1,221.7,1,43.4,0,0,0
34530,QLD,Livingstone,58845,26186,3,39417,17833,31261.4,32363,33329.7,34568.6,35740.6,8.7,14.5,25.2,67,120,10563.3,65557,565.2,14222.1,1,1,2
34570,QLD,Lockhart River,26567,307,1,633,226,169.5,150.3,150.7,160.6,167.5,0,0,0,0,0,8.1,162.6,0.7,31.9,0,0,0
34580,QLD,Lockyer Valley,50299,27754,1,41158,16125,34406.5,35362.7,36654.4,38350.8,40079.3,5.4,14.6,33.6,95.3,168.4,13832.1,97547.7,1270.3,39123.8,3,3,9
34590,QLD,Logan,55522,224541,2,345188,125772,254299.6,264271.5,276992.7,291190.4,305148.8,127.3,319.4,763.7,1888.6,3155.5,90231.7,612389.6,8036.8,249564.3,6,4,15
34710,QLD,Longreach,59464,2455,4,3627,2145,3181.5,3238.9,3292.4,3364,3405.6,0,0,0,0,0,775,7487.3,64.7,1801,2,1,2
34770,QLD,Mackay,64712,87086,5,121644,52142,100984.3,102419.5,105310.5,109470.6,113458.5,10,27.7,60.7,159.5,281.3,28977.8,225508,2292.4,61745.2,2,1,3
34830,QLD,Mapoon,30831,152,1,428,148,336.4,336.6,344.5,354.9,366.9,0,0,0,0,0.2,1.6,22.1,0.2,4.6,0,0,0
34860,QLD,Maranoa,55732,8946,3,12827,6478,11469.4,11651.2,11712.4,12141.8,12564.4,0,0,0,4,24,3255.4,22369,120.4,3176,2,1,2
34880,QLD,Mareeba,41391,15805,1,22863,10177,18056.6,18439.7,18944.7,19319.6,19827.8,3.9,7,18.2,32.9,59.4,5298.3,45285.8,388.4,9831.1,0,0,0
34800,QLD,McKinlay,48616,577,1,839,505,744.8,766.5,765.7,763.4,775.6,0,0,0,0,0,138.1,1420.5,6.2,230.1,2,2,5
35010,QLD,Moreton Bay,57332,314043,3,476228,188178,346590.2,357417.8,368987.9,382379.6,395268.3,221.5,480,1083.4,2579,4246.8,129671.4,810412.1,10820.4,303181.8,16,8,46
35250,QLD,Mornington,29703,450,1,1026,370,278,247.1,247.7,263.9,275.1,0,0,0,0,0,15.8,290.1,1.4,57.8,0,0,0
35300,QLD,Mount Isa,77025,12667,5,18706,8992,13906,13785.8,13599.2,13401.1,13480.3,2.9,2.9,0,4.8,8.6,2936,24974.9,112.2,2790.1,3,2,7
35600,QLD,Murweh,55431,2801,2,3950,2267,3482.1,3516.6,3653.7,3730.7,3871.4,0,0,0,3,3,924.5,7478.2,52.9,1804.2,2,2,2
35670,QLD,Napranum,26825,412,1,883,265,694,694.4,710.8,732.3,756.9,0,0,0,0,0.5,2.9,39.6,0.3,8.3,0,0,0
35740,QLD,Noosa,45385,40898,1,56264,28636,48107.9,49211.6,50078.9,51602.1,52499.2,70.9,130,269.5,485.6,682.8,18141.2,119279.2,1512.9,39870.5,3,1,4
35760,QLD,North Burnett,34094,7269,1,10071,5474,9092.5,9295.4,9542,9764.2,10070.3,0,0,3.3,0.6,3.6,2595,18468.7,104.1,2718.2,1,1,1
35780,QLD,Northern Peninsula Area,42561,1266,1,2781,1110,1060.8,1031,1025,999.2,1034.9,0,0,0,0,0,35.7,758.1,1.8,54.3,0,0,0
35790,QLD,Palm Island,37388,641,1,2098,562,1628,1667,1727.4,1807.3,1879.9,0,1.6,2.3,4.3,7.7,354.2,2604.5,36.2,1004.2,0,0,0
35800,QLD,Paroo,48120,856,1,1683,1140,1445,1456,1468,1462,1495,0,0,0,0,0,427,3044.7,20,438.9,1,1,1
36070,QLD,Pormpuraaw,21233,292,1,616,252,165,146.3,146.6,156.3,163,0,0,0,0,0,9,181.4,0.8,35.5,0,0,0
36150,QLD,Quilpie,56491,588,3,710,510,862,870,873,888,928,0,0,0,0,0,224,2404.5,19,493.7,0,0,0
36250,QLD,Redland,59533,106739,4,159205,65229,125068,127363,129788,133279,136895,85,209,410,930,1531,47703,275887,4380,126944.4,4,3,4
36300,QLD,Richmond,55257,593,2,761,432,800.8,842.6,836.8,848.5,861.1,0,0,0,0,0,173.2,1730.9,1.9,37.9,1,1,1
36370,QLD,Rockhampton,59945,51742,4,81961,35751,62783.7,63600.1,65561.8,67631.9,69693.1,18.7,36.5,65.2,162.4,281,17353.2,111773.6,812.2,20396.9,5,4,18
36510,QLD,Scenic Rim,48993,28219,1,42940,18468,36149.2,37322.9,38695.1,39982.1,41615.4,25.9,57.2,108.4,212.9,312.5,14037.1,100237.8,1428.6,43190.9,4,2,26
36580,QLD,Somerset,50152,16014,1,24998,11081,20952.5,21743.6,22567.9,23765.9,24909.4,2.7,8.4,28.4,66.5,123.4,9389.5,62632.1,758.9,22746.9,2,1,5
36630,QLD,South Burnett,44378,18778,1,32977,16033,26887.1,27749,28792.8,29731.3,30815,5.1,0,10.9,36.8,57.3,8242.4,52962,521.9,12032.7,3,2,4
36660,QLD,Southern Downs,41880,23139,1,36301,17505,31232.4,31927.7,32998.1,34014.2,35118.9,6.1,6.2,24.5,48.1,94.1,9778.6,68226.4,486.7,12482,2,2,7
36720,QLD,Sunshine Coast,52638,242168,1,342434,148975,268373.1,278308.9,286710.3,296510.6,305752,212.5,502.1,1111.5,2287.6,3524.5,99246.4,622164.6,7991,214222.4,13,4,39
36820,QLD,Tablelands,41040,17841,1,26147,13159,22519.4,23068.7,23689.3,24279.7,24783.2,2.6,8.6,17.5,31.9,71.3,5964.6,46717.7,542.5,14021.1,1,0,2
36910,QLD,Toowoomba,55551,112998,3,173254,73961,135683.2,139446.5,144448.3,148695.2,153674.4,49.7,112.2,234,514.2,805.7,36089.9,252102.2,2326,60184.5,8,5,18
36950,QLD,Torres,65211,1888,5,3422,1349,1015.7,977.1,933.7,917.8,980.3,0,0,0,0,0,87.8,1102.5,5.9,179.1,0,0,0
36960,QLD,Torres Strait Island,40039,1448,1,4132,1349,1224.5,1177.9,1125.3,1106.1,1181.7,0,0,0,0,0,91.5,1117.4,6.2,188.3,0,0,0
37010,QLD,Townsville,62262,129822,4,192717,83343,143366.3,145716.4,148714.8,152407.3,157303.3,44,122.2,258.9,558.2,1007,49954.5,352815.2,4039.1,110152.1,6,4,14
37300,QLD,Weipa,96818,3008,5,4102,1836,3224.2,3225.7,3302,3401.8,3516.3,0,0,0,0,2.2,19.8,274.4,2.2,57.2,0,0,0
37310,QLD,Western Downs,52022,21482,1,33818,16140,28865.4,29365,30457.8,31674.6,32698.3,0,4,19.9,23.9,43.8,7502.4,58397.4,335.6,8521.3,3,1,3
37340,QLD,Whitsunday,50734,27404,1,37176,18054,27995.1,28791.9,29906.8,31094.6,32299.3,0,7,19.9,28.9,70.8,9972.8,81696.5,1085.7,28185.1,3,2,5
37400,QLD,Winton,55581,826,3,1113,875,1202.3,1250.5,1273.5,1275.5,1306.5,0,0,0,0,0,262,2446,20,471.6,1,1,1
37550,QLD,Woorabinda,32453,315,1,1019,312,297,287,282,282,276,0,0,0,0,0,26,251.4,0,0,0,0,0
37570,QLD,Wujal Wujal,22102,133,1,276,93,201.9,204.1,212.7,215.8,221.7,0,0,0.2,0.2,0,23.3,194.7,1,28.9,0,0,0
37600,QLD,Yarrabah,32512,751,1,2507,525,2048.9,2049.2,2067.3,2112.4,2170.1,0.7,0.9,0.9,2.6,4,199.4,1731.4,13.4,354.9,0,0,0
40070,SA,Adelaide,47492,21468,1,25099,14695,21117,22036,23572,24360,24215,69,124,203,372,602,2335,25950.9,256,6756.9,5,2,12
40120,SA,Adelaide Hills,60685,28570,5,40849,16299,34696.6,35340.9,35947.8,36819.1,37348.6,31,90.3,189,349.8,589.6,11650.5,93546.9,1804.4,51869.8,1,0,1
40150,SA,Adelaide Plains,54990,7072,2,9800,4020,9226.9,9590.4,9997.7,10467.8,10990.3,0,0,3,14.8,44.8,3999,33336.6,575.3,16949.4,0,0,0
40220,SA,Alexandrina,44508,17472,1,28621,16783,25379.5,26002.3,26588.3,27469.3,28389.9,14.8,24.4,50.8,112.9,183.2,12340.8,74041.1,1345.3,32209.9,2,0,3
40250,SA,Anangu Pitjantjatjara Yankunytjatjara,20826,498,1,2337,776,345.2,303.5,300.6,302.7,299.5,0,0,0,0,0,41.7,622.3,2.6,111.5,0,0,0
40310,SA,Barossa,55444,16873,3,25062,11051,23225.7,23770.7,24330.2,24959.7,25409.6,5.2,12.7,42,90.5,137.4,8302.9,59480,984.7,25845.3,3,1,4
40430,SA,Barunga West,52467,1487,1,2606,1935,2610.3,2616.6,2681.4,2778.4,2812.8,0.1,0,0.1,0.1,1.1,1207.8,6821.8,106,2439.2,1,0,1
40520,SA,Berri and Barmera,47863,6612,1,10475,5307,9805.1,9954.4,10114.3,10264.3,10316.1,0,0,0,9.3,14.2,3185.8,24338.2,302.2,7676.3,1,1,2
40700,SA,Burnside,63740,33737,5,46047,19629,33098.4,33678.9,34430.7,35206.8,35534.3,52.6,114.8,259.2,560.1,850.1,10497.1,78016.6,1949.3,54683.2,2,0,4
40910,SA,Campbelltown,56864,37724,3,54773,23234,37929.5,38926.9,39941.3,41231.3,42001,22.4,60.1,127.7,296.9,518,13108.3,84960.7,2042.9,54954.2,2,0,2
41010,SA,Ceduna,53059,2437,2,3515,1918,3072.4,3064.6,3111.1,3239.3,3195.2,0,0,0.5,0.5,2.4,804.7,5559.4,47.2,1076.1,1,1,1
41060,SA,Charles Sturt,60057,82753,4,121788,54938,89578.2,91902.6,93609.6,96812.3,99249.6,38.5,95.2,225.5,554.5,963,27650.8,188187.5,3693.8,96392.8,3,0,3
41140,SA,Clare and Gilbert Valleys,49978,6078,1,9193,4689,9233.9,9277.2,9508.4,9715.1,9797.1,0,0,3,7,14.6,2970.5,21739.9,301.5,7285,3,1,6
41190,SA,Cleve,55872,1157,3,1760,965,1884.7,1934,2010.5,2053.7,2110.9,0,0,0,0.1,0.1,594.5,3889.1,39.6,874.4,1,0,1
41330,SA,Coober Pedy,46672,875,1,1569,1477,1392.7,1357.1,1378,1371.9,1401.4,0,0,0,0,0,90.6,1620.4,3.9,129.7,3,1,3
41560,SA,Copper Coast,46478,8464,1,15048,9218,13402.4,13802,14284.7,14740.4,15131,3,0,4,11.9,16.2,6200.2,38397.6,643.8,14850.4,1,1,1
41750,SA,Elliston,49918,695,1,1029,842,1084.6,1077,1099.6,1140.9,1199.6,0,0,0,0.1,0.1,413.9,2978,42.8,1038.7,0,0,0
41830,SA,Flinders Ranges,45728,1015,1,1642,1090,1641.7,1673.6,1660.1,1655.5,1657.8,0,0,0,0,3.2,601.6,3308.8,44.4,1225.4,1,1,1
41960,SA,Franklin Harbour,49249,800,1,1284,880,1287.8,1316.6,1363.5,1379.8,1404.7,0,0,0,2.9,2.9,501.7,3323.8,47,1162.8,1,0,1
42030,SA,Gawler,57230,15991,3,25018,11044,18432.2,19177.9,19811.6,20697.8,21419.7,2.3,12.1,25.5,68,125.9,7900.7,52040.7,934.8,23741,1,0,2
42110,SA,Goyder,41540,2468,1,4065,2380,4399.6,4438.2,4504.9,4600.5,4701.3,0,0,0.1,2.9,3,1300.4,8531.8,116,2966.2,1,0,1
42250,SA,Grant,54750,5282,2,8638,3761,7476.1,7835.5,8091.5,8344.3,8556.2,0,0,3.7,7.3,12.6,1934.1,16713.1,221.7,5120.1,0,0,0
42600,SA,Holdfast Bay,61007,26420,5,37532,18639,27026.7,27507.5,27737.1,28235.9,28861.6,30.5,58.2,120.5,234.4,395.9,8753.7,56771.1,1253.2,31955.4,3,0,5
42750,SA,Kangaroo Island,39772,3459,1,4923,3312,5299,5422,5839,6080,6320,3,6,8,14,26,1707,11348.5,180,4450.4,4,0,4
43080,SA,Karoonda East Murray,36761,569,1,1007,613,1159.4,1162.5,1176.2,1199.6,1218.5,0.1,0,0,0.1,0.3,310.4,1907.5,19.3,487.8,0,0,0
43220,SA,Kimba,59171,678,4,1042,610,1099.1,1118,1144.2,1168.3,1164.4,0,0,0,0,0,309.1,2258.6,17.4,372.1,2,1,4
43360,SA,Kingston,45440,1566,1,2330,1719,2547.1,2531.5,2616.2,2699.6,2690.6,0,0,0,0.4,3.2,717.5,4644.4,53.6,1360.4,1,0,1
43650,SA,Light,57794,10463,3,15739,6064,13655.9,14023.7,14395.7,14884.7,15470.1,0.9,9.2,19.5,37.8,80.8,5083.1,35970.2,684,17823.3,0,0,0
43710,SA,Lower Eyre Peninsula,54623,3800,2,5895,3043,5008.1,5225.4,5417.2,5583.9,5717.7,0,0,0,2.6,3.4,1712,11250.8,151.3,3765.2,0,0,0
43790,SA,Loxton Waikerie,46887,7363,1,11667,5765,11233.9,11409.5,11517.1,11618.6,11817.6,0,0,0,18.1,13.1,3772.1,27120.2,371.5,10105.8,1,0,1
44000,SA,Maralinga Tjarutja,27427,18,1,96,48,81.5,81,81.9,85.4,83.7,0,0,0,0,0.1,18.9,132,1.1,24.6,0,0,0
44060,SA,Marion,59628,63835,4,94709,41626,66285.7,67599.7,68899,70355.8,71806.9,40.2,77.9,157.6,406.2,687.5,22588.1,133598.7,2895.3,72192.2,2,0,2
44210,SA,Mid Murray,42564,5124,1,9205,7444,9262.5,9463.9,9721.6,9955.6,10110.6,6.6,3,4,10.3,25.7,4385.6,28473.8,428.1,10733,1,0,1
44340,SA,Mitcham,62226,47407,5,67525,27097,50316.4,50828.3,51503.9,52582.6,53537.8,67.4,124.5,260.2,576.6,973.9,16789.7,115562.6,2571.7,66896.5,1,0,1
44550,SA,Mount Barker,57544,27215,3,39234,16087,30056.1,31490.1,32808.4,34331.6,35792.3,12,29.2,79.4,225.5,399.4,12683.5,96068.3,1721.8,43750.8,0,0,0
44620,SA,Mount Gambier,53022,17319,2,26921,12764,23162.3,23560.3,23914.9,24143.7,24349.4,0,5,11.5,34.1,55.9,4129,28641,408.9,7650.8,3,2,8
44830,SA,Mount Remarkable,46262,1740,1,2861,1886,3249.2,3270.1,3273.4,3351.2,3275,0,0,0,3,6.4,1106.9,6910.3,67.4,1755.7,0,0,0
45040,SA,Murray Bridge,47855,12842,1,21658,10146,18449.8,18782.6,19162.1,19712.4,20544.9,3,4.4,10.4,27.9,49.5,6689.3,46068,724.3,18030.7,2,1,6
45090,SA,Naracoorte and Lucindale,50490,6196,1,8724,4093,8704.2,8685.9,8763.8,8837.5,8878.4,0,0,2.8,6.4,9.3,1841.3,13735.5,171.3,4121.1,1,0,1
45120,SA,Northern Areas,52382,2813,1,4549,2383,4689.3,4725.8,4874.8,4984.5,5006.4,0.2,0,0.2,0.4,4.7,1502.8,9601.3,120.2,3248.2,1,1,1
45290,SA,Norwood Payneham St Peters,61711,26750,5,37509,18062,27504.8,28239,28707.1,29553.9,30131.6,31.6,81.2,179,365.7,541.9,8029.2,60257.5,1286.3,34834.5,3,0,3
45340,SA,Onkaparinga,55165,110132,2,175195,75619,130413.3,132803.3,134702.8,137806.9,140780.2,52.2,103.4,240.1,620.3,1082.4,50249.8,295097.4,5606.7,139197.1,3,2,3
45400,SA,Orroroo/Carrieton,39801,545,1,864,548,1001.4,1004.2,1010.8,1001,1008.3,0,0,0,0,4.4,323.7,2049.4,16.2,451.2,0,0,0
45540,SA,Peterborough,39466,706,1,1640,1052,1527.2,1539.3,1527.5,1508.1,1543.1,0,0,0,0,0,535.5,2835.5,41,866.4,2,0,2
45680,SA,Playford,53134,56980,2,99222,39554,62891.5,65379.2,67485.7,70980.1,75641.4,7.8,28.8,59.1,170.8,326,26595.3,185485.7,3291.6,87021.6,1,0,1
45890,SA,Port Adelaide Enfield,56020,87225,3,132260,56655,95156.4,97883.3,100860.5,104315.8,107647,29.6,69.9,192.3,516,920,31474.5,212114.2,4012.6,110325.7,4,0,6
46090,SA,Port Augusta,53918,8037,2,13843,6928,10425.7,10703.6,10855.6,11044.5,11250.5,0,0,3,10,25,3561,22540,214,5651.9,3,2,6
46300,SA,Port Lincoln,50616,9458,1,14410,6984,12385,12540.5,12659.1,12872.3,12951.1,0,4,9,12,20.9,3180.3,21148.8,223,5483.7,0,0,0
46450,SA,Port Pirie City and Dists,52709,9322,1,17307,8555,14052.7,14260.9,14397.1,14713.2,14888.4,2.7,0,2.7,9.5,26.2,4734.2,28221.6,346.5,8443.7,1,1,1
46510,SA,Prospect,64247,16110,5,22274,9446,15364.9,15659.7,15926.7,16351.2,16705.1,12.3,37.2,69.3,149.4,258.2,4571.7,32142.5,713.4,19618.9,0,0,0
46670,SA,Renmark Paringa,43912,6846,1,9793,4655,8825.9,9001.1,9040.7,9160.5,9319.3,3,3,3,9.6,13.7,2947.9,23951,340.7,9061.9,0,0,0
46860,SA,Robe,48236,1164,1,1543,1667,1686.1,1724.7,1822.7,1849.4,1855,0,0,3,3,4.2,580.1,4117.9,51.1,1223.5,0,0,0
46970,SA,Roxby Downs,106845,2601,5,3976,1793,3845,3765,3879,3997,3920,0,0,3,3,0,409,3706,14,381.9,0,0,0
47140,SA,Salisbury,52808,88322,1,145830,57112,101247.5,103278,104790.4,108471.8,110802.5,22,57.9,124.3,334.1,588.6,35835.7,217308,3751.8,101917.6,2,0,2
47290,SA,Southern Mallee,52000,1507,1,1963,1072,2250.8,2301,2319.3,2340.2,2359.4,0,3,3,2.9,2.9,530,3784.2,43.7,1061.5,1,0,1
47490,SA,Streaky Bay,52986,1505,2,2152,1407,2341,2390.9,2481,2572,2608.3,0,0,2.5,2.5,0,753.4,4943,46.6,1147.6,1,1,2
47630,SA,Tatiara,50059,5068,1,6902,3176,6730.4,6899.7,6858.9,6978.5,7084.3,0,0,0.1,3.1,6.2,1719,12356.6,128,3687.1,5,4,19
47700,SA,Tea Tree Gully,58410,66688,4,101164,41013,73535.6,74700,75579.7,77108.2,78719.3,24,50.9,123.8,300.6,583.3,26103.4,148890.3,3056.4,79797.9,0,0,0
47800,SA,The Coorong,45732,3450,1,5468,3104,5705,5804,5923.6,6041.1,6175.2,3,1.6,4.6,6.3,12.8,1804.3,12607.5,174.2,4835.8,6,6,12
47910,SA,Tumby Bay,50370,1723,1,2811,1666,2629.6,2692.1,2788.6,2823.7,2869.9,0,0,0,0.4,0.5,908.1,5100.3,76.2,1686.2,0,0,0
47980,SA,Unley,66437,27840,5,38588,17265,29842.4,30452.3,31056.2,31617.9,31611,39.5,94.9,184.8,440.9,712.3,8352.4,63336.6,1463.1,37918.2,1,0,2
48050,SA,Victor Harbor,40193,9100,1,16113,9724,13284.6,13598.1,13929.3,14192.1,14618.4,8.6,14.3,24.7,50.4,97,6647.1,37062.4,635.9,15222.4,1,0,1
48130,SA,Wakefield,50784,4165,1,6785,3340,6516.8,6531.9,6653.7,6747,6927.9,0,0,2.8,3.1,15.3,2106.6,15292.1,171.1,4455.2,3,3,3
48260,SA,Walkerville,67816,5816,5,7998,3625,5653.7,5760.9,5946.9,6078.5,6158.9,10.6,21.1,53.6,119.4,173,1864.4,14469.2,318.9,9472.9,0,0,0
48340,SA,Wattle Range,48732,7376,1,11888,6080,11723.4,11902.3,12096.8,12234.4,12409.5,0,3,7.8,11.6,16.6,2863.7,19829.6,249.4,5852.3,0,0,0
48410,SA,West Torrens,58866,43716,4,61602,27902,51439.9,53798.1,56709.3,58929.6,58756.1,35.1,73.2,166.7,530.7,804.6,12494.2,89074.8,1785.3,47295.8,0,0,0
48540,SA,Whyalla,61788,11916,5,21254,11241,16240,16349,16642,16965,17060,0,3,4,15,30,5419,31990.9,287,6515.8,2,0,2
48640,SA,Wudinna,58497,818,4,1133,617,1370.3,1371.9,1428.9,1455.4,1453,0,0,0,0,0,319.9,2210.6,14.6,370.3,1,1,2
48750,SA,Yankalilla,40528,3584,1,5844,4395,5411.9,5510.8,5702.9,5857.6,5939.7,6.2,0.3,5.4,14,26.9,2881.9,18124,300,7304.1,3,0,3
48830,SA,Yorke Peninsula,46069,6391,1,11553,10342,12201,12270.1,12507.5,12787.7,12931.8,0,0,3,10.1,16.9,5848.7,33816.9,550.3,11399.3,3,0,3
60210,TAS,Break O'Day,34454,3783,1,6773,4826,6313.3,6488.4,6682,6759.1,6920.5,3,1.8,3,14.7,23.9,1336.9,8061.6,79.4,1588.6,2,2,3
60410,TAS,Brighton,55475,10960,4,19014,7483,15364.9,15866.2,16378.4,16620.3,17000.2,7,11.6,30.7,57.2,85.8,2169,13344.8,170.6,3696.1,1,1,2
60610,TAS,Burnie,54221,12158,3,19955,9230,16109.9,16389.9,16689.5,16988.5,17116.9,8.3,7.8,19.6,36.9,67.4,1759.3,12063.7,118.9,2205.5,1,1,1
60810,TAS,Central Coast,50545,14168,2,22752,10357,19417.2,19833.8,20317.4,20723.4,20951.2,15.2,17.7,32,72.9,100,2851.1,18308.8,187.8,3540.5,0,0,0
61010,TAS,Central Highlands,45662,1453,1,2510,2727,2097.4,2143.1,2205.1,2248.6,2289.4,0.6,0.9,2.1,4.2,7.5,650.4,4133,51.1,1065.7,3,3,3
61210,TAS,Circular Head,50065,5221,1,8104,4057,6956.9,7055.6,7157.3,7341.5,7406.9,0.6,3.8,1.6,7.2,10.5,851.7,6286.4,43.1,947.1,1,1,1
61410,TAS,Clarence,58484,40283,5,61580,25956,47332.7,49452.7,51129.6,52153.6,53571.8,47.7,102.2,204,434.2,624.5,7740.3,50047.8,725.1,14170.1,3,1,6
61510,TAS,Derwent Valley,52085,6463,2,10981,4777,9385.4,9546.2,9790.7,10010.1,10168.8,2.7,3.6,8.4,15.8,31.1,1077.7,6811.3,86.1,1741.4,4,1,4
61610,TAS,Devonport,49051,16549,1,26097,12073,21854.7,22377.4,22813.4,23197.8,23588.7,7.3,21,32,61.2,96.8,2728.6,18211.9,162.7,3312.7,3,3,6
61810,TAS,Dorset,45353,4211,1,6826,3902,6788,6848.8,7062.3,7164.7,7214,0,0,3,6,13,948.9,5926.6,34.6,931.7,2,0,2
62010,TAS,Flinders,44242,625,1,921,692,1163,1179,1216,1248,1268,0,0,0,0,0,278,1528.1,8,158.3,0,0,0
62210,TAS,George Town,41750,4352,1,7036,3728,6031.2,6070.5,6344.8,6414.9,6538.8,4.7,2.9,12.7,19.2,28.6,1152.5,7197.9,73.8,1417,1,0,1
62410,TAS,Glamorgan/Spring Bay,41618,3155,1,4994,4721,4853.7,5013.9,5137.1,5199.5,5282.6,3.9,7.1,10.8,21,25.8,1242.2,7461,97.7,2083.5,6,3,8
62610,TAS,Glenorchy,55220,31959,3,50314,21775,38825.1,39747.1,40243.8,40391.7,41064.9,20.4,53.8,93.9,240.7,324.9,4265,25463.1,294.7,5480.9,4,2,8
62810,TAS,Hobart,58267,40306,5,54980,24815,45324.4,46610.9,47462.6,49660,47565.8,113.2,240.1,440.4,879,1183.5,5213.7,33799,572.9,10958.4,9,3,12
63010,TAS,Huon Valley,45145,11515,1,18296,8709,15873.3,16296.5,16640.7,17078.1,17465.9,16.6,35.3,68.5,131.6,179.5,3042.9,18954.6,306.3,6228.9,4,2,4
63210,TAS,Kentish,46904,4105,1,6616,2930,6028.5,6171.5,6254.3,6432.5,6462.8,0.3,3.9,11.3,16.6,27,936.6,6010.4,75.2,1606.2,4,1,5
63410,TAS,King Island,50353,1114,1,1621,879,1569,1625,1702,1699,1676,0,0,0,3,0,334,2590.9,3,116,0,0,0
63610,TAS,Kingborough,56038,26786,4,40103,17346,30942.1,31894.6,32388.4,32992.1,33586.1,59,117.4,212.6,431.5,622.7,5876.8,35456.7,620.8,11800.9,5,3,6
63810,TAS,Latrobe,52067,7729,2,12383,5807,10366.8,10703.8,11083.3,11322.2,11637.5,5.2,9.4,17.7,34.3,53.1,1645.4,10925.2,100.4,1965.2,1,0,2
64010,TAS,Launceston,54481,43825,3,70088,31517,56186.4,58058.2,58468.1,58976.8,59551.7,24.1,43.9,114.5,275.9,387.4,7385,51556.5,448.8,9388.8,9,4,12
64210,TAS,Meander Valley,50210,13804,1,20661,9275,18225.7,18845.6,19171.7,19498.4,19821,19.1,13,40,83,105.7,2677.4,18166.4,202.2,4257.5,4,2,4
64610,TAS,Northern Midlands,50752,9126,2,13723,6429,13366.5,13838.1,14615.7,15310.7,15527.6,0,3.9,18.4,41.9,50.9,1837,13087.9,88.7,1943.4,2,2,3
64810,TAS,Sorell,55437,10809,4,16736,8164,14068.2,14574.5,15132,15402.7,15872.4,8,19,37,76.8,119.8,2521,15416.6,209.5,4095.3,3,1,3
65010,TAS,Southern Midlands,52419,4067,2,6665,2994,5904.2,6048,6203.8,6343.3,6510.7,0.8,1.4,6.7,10.3,17.4,767.5,4964.2,55.3,1223.2,2,1,3
